"Segment"	"en-ZZ"	"ru-EE"	"ID"	"File"
"5646"	"Click on the NEXT arrow to read the webpage."	"Чтобы прочитать текст веб-страницы, нажмите на стрелку ДАЛЕЕ."	"q0a-body_q0a-p2_56fc784ab0c4f8.74675205_0"	"PISA_rus-EST_REA_R568-SpaceDebris_en18_MS2022.xlf"
"304"	"S"	"Вс"	"R219_stimulus_stimulus_10_50c7b7de34ca18.05386245_0"	"PISA_rus-EST_REA_R219-Employment_en15_MS2022.xlf"
"5431"	"Web Search"	"Поиск в Интернете"	"R568_stimulus1_pg01h1_56fc784a9d2fe7.94994728_0"	"PISA_rus-EST_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3863"	"Web Search"	"Поиск в Интернете"	"R560_stimulus_pg01h1_56fc784a758e66.84463135_0"	"PISA_rus-EST_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5520"	"Refer to the Web Search on the right."	"Посмотрите на страницу &quot;Поиск в Интернете&quot; справа."	"R568_question01_q01itemDirections_56fc784aa350d1.09869742_0_0"	"PISA_rus-EST_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5578"	"Click on a search result to answer the question."	"Выберите нужный результат поиска и нажмите на него."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_1_0"	"PISA_rus-EST_REA_R568-SpaceDebris_en18_MS2022.xlf"
"358"	"&lt;b&gt;South Pole&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ЮЖНЫЙ ПОЛЮС&lt;/b&gt;&lt;br /&gt; ВОПРОС"	"R220_question_itemTitle_50c7c0aa545686.28225783_0"	"PISA_rus-EST_REA_R220-SouthPole_en15_MS2022.xlf"
"1049"	"&gt; For purchases between £60 and £149.99, Work Right will reimburse you £20.&lt;br /&gt; &gt; For purchases between £150 and £299.99, Work Right will reimburse you £50.&lt;br /&gt; &gt; For purchases of £300 or more, Work Right will reimburse you £100.&lt;br /&gt;"	"&gt; За покупку от 60 евро до 149,99 евро «Идеальный офис» возвращает вам &lt;span id=&quot;q3key&quot;&gt;20&lt;/span&gt; евро.&lt;br /&gt; &gt; За покупку от 150 евро до 299,99 евро «Идеальный офис» возвращает вам 50 евро.&lt;br /&gt; &gt; За покупку от 300 евро и выше «Идеальный офис» возвращает вам 100 евро.&lt;br /&gt;"	"R466_stimulus_line5_50c7c9a3e454b7.72419025_0"	"PISA_rus-EST_REA_R466-WorkRight_en15_MS2022.xlf"
"2802"	"Winter"	"Зимой"	"R550_question01_question01_6_56fc785cdd7479.34532891_0"	"PISA_rus-EST_REA_R550-CliffPalace_en18_MS2022.xlf"
"2773"	"Ancestral Puebloans"	"Предки пуэбло"	"R550_tours_tours_l4_56fc785cd3adf1.25063481_0"	"PISA_rus-EST_REA_R550-CliffPalace_en18_MS2022.xlf"
"531"	"Oct"	"Октябрь"	"R220_stimulus_oct_50c7c0aa668e78.70316436_0"	"PISA_rus-EST_REA_R220-SouthPole_en15_MS2022.xlf"
"4920"	"Web Search"	"Поиск в Интернете"	"R566_stimulus02_pg02h1_56fc786b739df1.59155193_0"	"PISA_rus-EST_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5286"	"Refer to the Web Search on the right."	"Посмотрите на страницу &quot;Поиск в Интернете&quot; справа."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_0_0"	"PISA_rus-EST_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"25"	"&lt;b&gt;Drugged Spiders&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ПАУКИ-НАРКОМАНЫ&lt;/b&gt;&lt;br /&gt;ВОПРОС"	"R055_question_itemTitle_50c7b3600c1e12.07438204_0"	"PISA_rus-EST_REA_R055-DruggedSpiders_en15_MS2022.xlf"
"2662"	"Ancestral Puebloans"	"Предки пуэбло"	"R550_ancestral_ancestral-content-header_56fc785cc8f307.88522279_0"	"PISA_rus-EST_REA_R550-CliffPalace_en18_MS2022.xlf"
"580"	"R220 South Pole"	"R220 ЮЖНЫЙ ПОЛЮС"	"R220_stimulus_unknownID_50c7c0aa6c31f0.18152612_0"	"PISA_rus-EST_REA_R220-SouthPole_en15_MS2022.xlf"
"4632"	"Type your answers to the questions."	"Напечатайте ваши ответы на вопрос."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_rus-EST_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2800"	"Summer"	"Летом"	"R550_question01_question01_4_56fc785cdd69d2.83330291_0"	"PISA_rus-EST_REA_R550-CliffPalace_en18_MS2022.xlf"
"4457"	"Date"	"Дата"	"R563-stimulus-communtity_stimulus_culture_sports_10_56fc786b382e91.01452399_0"	"PISA_rus-EST_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"592"	"Feb"	"Февр"	"R220_stimulus_feb_50c7c0aa6c6a29.92938724_0"	"PISA_rus-EST_REA_R220-SouthPole_en15_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"Нажмите &lt;b&gt;Да&lt;/b&gt; или &lt;b&gt;Нет&lt;/b&gt; для каждого из этих дел."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_rus-EST_REA_R570-TheFavour_en18_MS2022.xlf"
"532"	"Nov"	"Ноябрь"	"R220_stimulus_nov_50c7c0aa6694e0.12755258_0"	"PISA_rus-EST_REA_R220-SouthPole_en15_MS2022.xlf"
"325"	"TO"	"ПО"	"R219_stimulus_sect4Line3span4_50c7b7de357f17.55424468_0"	"PISA_rus-EST_REA_R219-Employment_en15_MS2022.xlf"
"4031"	"Click on the NEXT arrow to read the article."	"Чтобы прочитать эту статью, нажмите на стрелку ДАЛЕЕ."	"q00bbody_q00bp2_56fc784a832d02.66358957_0"	"PISA_rus-EST_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"Выберите ответ и нажмите на него, а затем напечатайте ваш ответ на вопрос."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_rus-EST_REA_R562-OpeningNight_en18_MS2022.xlf"
"1071"	"&lt;b&gt;Important!  Do not forget to attach:&lt;/b&gt;&lt;br /&gt; — A copy of your proof of purchase&lt;br /&gt; — The bar code(s) or price tag(s) of the original products&lt;br /&gt;"	"&lt;b&gt;Важно!  Не забудьте вложить:&lt;/b&gt;&lt;br /&gt; &amp;mdash; Копию чеков, подтверждающих вашу покупку.&lt;br /&gt; &amp;mdash; Штрих-код(ы) или ценник(и) от ваших покупок.&lt;br /&gt;"	"R466_stimulus_sect3right_50c7c9a3e4b024.95791904_0"	"PISA_rus-EST_REA_R466-WorkRight_en15_MS2022.xlf"
"5810"	"Cans"	"Банки из-под напитков"	"q4R569_question_question04_3_56fc787951f3d9.01263757_0"	"PISA_rus-EST_REA_R569-TheCleanup_en18_MS2022.xlf"
