"Segment"	"en-ZZ"	"th-TH"	"ID"	"File"
"2815"	"Using the number keys, type your answer to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_tha-THA_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"219"	"Type your answer to the question."	"แล้วพิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"q3MA103_question_q03itemDirections_5c9d2136403ba2.50423441_2_0"	"PISA_tha-THA_MAT_MA103-CalculationProgram_en21_MS2022.xlf"
"4696"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"q2MA157_question_q2itemDirections_5c9d216572eb83.90804733_1_0"	"PISA_tha-THA_MAT_MA157-Tyres_en21_MS2022.xlf"
"2677"	"Slept 8 hours or less"	"นอนหลับน้อยกว่าหรือเท่ากับ&lt;br /&gt; 8 ชั่วโมง"	"Page3_stimulus_S03_3tr2td2_5c9d214b869901.00362759_0"	"PISA_tha-THA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4679"	"Use drag and drop to answer the question."	"ให้ใช้การลากและวางเพื่อตอบ&lt;br /&gt;คำถาม"	"q1MA157_question_q1itemDirections_5c9d216571a4f9.75837745_1_0"	"PISA_tha-THA_MAT_MA157-Tyres_en21_MS2022.xlf"
"4515"	"Click on a choice to answer the question."	"แล้วคลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA153q02_question_q02itemDirections_5c9d213746bb12.40931470_2_0"	"PISA_tha-THA_MAT_MA153-Gears_en21_MS2022.xlf"
"2559"	"Using the number keys, type your answer to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"Q2MA129_question_Q2ItmDirP1Id_5c9d214b793427.46399402_1_0"	"PISA_tha-THA_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1130"	"Click on the choices in the table to answer the question."	"ให้คลิก&lt;br /&gt;ตัวเลือกในตารางเพื่อตอบคำถาม"	"Q02MA113_question_Q02itemDirections_5c9d214a6c39e7.02495684_1_0"	"PISA_tha-THA_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4124"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA147q4_question_q4itemDirections_5c9d21650b66f4.19975110_1_0"	"PISA_tha-THA_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3235"	"Click on a choice to answer the question."	"&lt;br /&gt;ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม"	"Q3MA134_question_Q3ItmDirP1Id_5c9d2164359530.23831900_1_0"	"PISA_tha-THA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3721"	"Type your answer to the question."	"ให้พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA142_questionq2_q2itemDirections_5c9d2164b45da3.19087883_1_0"	"PISA_tha-THA_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"1132"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"จงคลิกเลือก &lt;b&gt;จริง&lt;/b&gt; หรือ &lt;b&gt;เท็จ&lt;/b&gt; ในแต่ละข้อความในตารางข้างล่าง&lt;br /&gt;"	"Q02MA113_question_Q02P2_5c9d214a6c3ca7.40682286_0"	"PISA_tha-THA_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3708"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA142_questionq1_q1itemDirections_5c9d2164b33733.31465748_1_0"	"PISA_tha-THA_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"1839"	"Click on a choice to answer the question."	"&lt;br /&gt;ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม"	"MA121_question03_Q03itemDirections_5c9d214b07d797.77931049_1_0"	"PISA_tha-THA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2639"	"Slept 8 hours or less"	"นอนหลับน้อยกว่าหรือเท่ากับ&lt;br /&gt; 8 ชั่วโมง"	"Page3_stimulus_S03_1tr2td2_5c9d214b865728.40099662_0"	"PISA_tha-THA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"ให้ใช้แป้นตัวเลข พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_tha-THA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"2832"	"Departing From Bay City"	"เวลาออกจากเมือง&lt;br /&gt;เบย์ซิตี้"	"q04body_t1r2c2_5c9d214ba5cad1.78075645_0"	"PISA_tha-THA_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"4632"	"Explain your answer and include numerical values to support your explanation."	"จงอธิบายคำตอบของนักเรียน พร้อมทั้งระบุตัวเลขจากการคำนวณเพื่อสนับสนุนคำอธิบายของนักเรียน"	"q3MA154_question_q3p3_5c9d21655e78d5.34923288_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"ให้คลิกที่กรอบสี่เหลี่ยมสองกรอบกรอบเพื่อตอบคำถาม"	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_tha-THA_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"2289"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA126_question03_itemDirectionsQ03_5c9d214b54ba12.68549963_1_0"	"PISA_tha-THA_MAT_MA126-Robot_en21_MS2022.xlf"
"2635"	"&lt;b&gt; Reaction–Time Test &lt;/b&gt;"	"&lt;b&gt; การทดสอบจับเวลาในการ&lt;br /&gt;ตอบสนอง &lt;/b&gt;"	"Page3_stimulus_S03_1tr0th3_5c9d214b865171.79756934_0"	"PISA_tha-THA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4917"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_1_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1971"	"Click on a choice and then type an explanation to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือก แล้วพิมพ์คำอธิบายเพื่อตอบคำถาม"	"Q3MA124_question_Q3itemDirections_5c9d214b429d74.89418777_1_0"	"PISA_tha-THA_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"3048"	"&lt;b&gt; Owns a Car &lt;/b&gt;"	"&lt;b&gt; เป็นเจ้าของ&lt;br /&gt;รถยนต์ &lt;/b&gt;"	"MA134_stimulus1_stimulus01_44_5c9d21642a9f90.57205870_0"	"PISA_tha-THA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"956"	"To run this simulation, follow these steps:"	"ในการใช้โปรแกรมคำนวณ ให้ทำตามขั้นตอนเหล่านี้:"	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_tha-THA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"914"	"Using the number keys, type your answer to the question."	"แล้วใช้แป้นตัวเลข พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA112_question01_q01itemDirections_5c9d2136e3a9b3.53191528_2_0"	"PISA_tha-THA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"5134"	"Click on a choice to answer the question."	"แล้วคลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"q2MA161_question_q2itemDirections_5c9d2137a35226.15708627_2_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_tha-THA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"2056"	"Using the number keys, type your answer to the question."	"แล้วใช้แป้นตัวเลข พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA125_question1_q01itemDirections_5c9d2137097aa9.28477226_2_0"	"PISA_tha-THA_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"q1MA154_question_q1itemDirections_5c9d21655bcda0.49975962_1_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2654"	"&lt;b&gt; Reaction–Time Test &lt;/b&gt;"	"&lt;b&gt; การทดสอบจับเวลาในการ&lt;br /&gt;ตอบสนอง &lt;/b&gt;"	"Page3_stimulus_S03_2tr0th3_5c9d214b867184.60519214_0"	"PISA_tha-THA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4901"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q1MA160_question_q1itemDirections_5c9d21377c33e0.63336318_1_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"3952"	"1.7 m"	"1.7 เมตร"	"MA145_question2_question02_4_5c9d2164e0ec68.48314534_0"	"PISA_tha-THA_MAT_MA145-Shadows_en21_MS2022.xlf"
"1194"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA114_question2_itemDirections2_5c9d214a83b1e3.67009864_1_0"	"PISA_tha-THA_MAT_MA114-Honey_en21_MS2022.xlf"
"41"	"Top view"	"มุมมอง&lt;br /&gt;ด้านบน"	"MA112_question1_tr0td2_5c9d21361a7e45.51972452_0"	"PISA_tha-THA_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"4904"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"&lt;br /&gt;จงคลิกเลือก &lt;b&gt;ใช่&lt;/b&gt; หรือ &lt;b&gt;ไม่ใช่&lt;/b&gt; ในแต่ละข้อความ"	"q1MA160_question_q1p1_5c9d21377c3598.13096072_1_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ จำไว้ว่าสามารถเลือกตอบได้&lt;b&gt;หนึ่งกรอบหรือมากกว่าหนึ่ง&lt;/b&gt;กรอบ"	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_tha-THA_MAT_MA149-FloorArea_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"ให้ใช้แป้นตัวเลข &lt;br /&gt;พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_tha-THA_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"4295"	"Click on a choice to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือกเพื่อตอบคำถาม"	"q2MA150_question_q2itemDirections_5c9d216538ee88.41324335_1_0"	"PISA_tha-THA_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2922"	"Using the number keys, type your answers to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"Q1MA131_question_Q1ItmDirP1Id_5c9d214bb46039.90032313_1_0"	"PISA_tha-THA_MAT_MA132-WaterTemperature_en21_MS2022.xlf"
"4646"	"Click on a choice and then type an explanation to answer the question."	"ให้คลิกหนึ่งตัวเลือก แล้วพิมพ์&lt;br /&gt;คำอธิบายเพื่อตอบคำถาม"	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_tha-THA_MAT_MA156-Points_en21_MS2022.xlf"
"3161"	"&lt;b&gt; Owns a Car &lt;/b&gt;"	"&lt;b&gt; เป็นเจ้าของ&lt;br /&gt;รถยนต์ &lt;/b&gt;"	"MA134_stimulus3_stimulus03_44_5c9d21642f2fe6.47370831_0"	"PISA_tha-THA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1902"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อ&lt;br /&gt;ตอบคำถาม"	"MA128_question2_q2itemDirections_5c9d214b330089.68340793_1_0"	"PISA_tha-THA_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"4918"	"Select from the drop-down menus to answer the question."	"แล้วเลือกจากรายการตามที่แสดงเพื่อตอบคำถาม"	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"3456"	"Select from the drop-down menus to answer the question."	"ให้เลือกจากรายการตามที่แสดงเพื่อตอบคำถาม"	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_tha-THA_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1693"	"Number of Reviews"	"จำนวนของผู้แสดงความคิดเห็น"	"Page03_stimulus_S03T2tr0th1_5c9d214af1fb42.67714611_0"	"PISA_tha-THA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"จงคลิกเลือก &lt;b&gt;จริง&lt;/b&gt; หรือ &lt;b&gt;เท็จ&lt;/b&gt;&lt;br /&gt; ในแต่ละข้อความ"	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_tha-THA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1785"	"Number of Reviews"	"จำนวนของผู้แสดงความคิดเห็น"	"MA118_question01_Q1tr0th0_5c9d214b02b933.90856525_0"	"PISA_tha-THA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"5146"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_1_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"581"	"Using the number keys, type your answer to the question."	"แล้วใช้แป้นตัวเลข พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA108q01_question_q01itemDirections_5c9d2136c0c0c4.55457410_2_0"	"PISA_tha-THA_MAT_MA108-Fountains_en21_MS2022.xlf"
"4086"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA147q1_question_q1itemDirections_5c9d2165076508.53769328_1_0"	"PISA_tha-THA_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"4591"	"A"	"C"	"MA154_stimulus2_img2Lbl3_5c9d2165598be7.99281808_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4945"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q3MA160_question_q3itemDirections_5c9d21377f8251.32216410_1_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"43"	"Side view"	"มุมมอง&lt;br /&gt;ด้านข้าง"	"MA112_question1_tr0td4_5c9d21361a81f2.17903385_0"	"PISA_tha-THA_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"4112"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA147q3_question_q3itemDirections_5c9d21650a0484.20685545_1_0"	"PISA_tha-THA_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"840"	"Click on a choice and then type an explanation to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือก แล้วพิมพ์คำอธิบายเพื่อตอบคำถาม"	"Q3M111_question_Q3itemDirections_5c9d214a5b16f6.59404608_1_0"	"PISA_tha-THA_MAT_MA111-HealthApp_en21_MS2022.xlf"
"1769"	"Number of Reviews"	"จำนวนของ&lt;br /&gt;ผู้แสดง&lt;br /&gt;ความคิดเห็น"	"question0a_1_Q00tr8td1_5c9d214b0072e9.03768349_0"	"PISA_tha-THA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"จงอธิบายคำตอบของนักเรียน พร้อมทั้งระบุตัวเลขจากการคำนวณเพื่อสนับสนุนคำอธิบายของนักเรียน"	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_tha-THA_MAT_MA146-Fuel_en21_MS2022.xlf"
"5333"	"Click on a choice to answer the question."	"แล้วคลิกหนึ่งตัวเลือกเพื่อตอบคำถาม"	"q1MA162_question_q1itemDirections_5c9d2137d16d37.11041740_2_0"	"PISA_tha-THA_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3914"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"จงคลิกเลือก &lt;b&gt;จริง&lt;/b&gt; หรือ &lt;b&gt;เท็จ&lt;/b&gt;&lt;br /&gt; ในแต่ละข้อความ"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_1_0"	"PISA_tha-THA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"2478"	"Click on the choices in the table to answer the question."	"แล้วคลิกตัวเลือกในตารางเพื่อตอบคำถาม"	"MA128q04_question_q04itemDirections_5c9d21372dbea1.28953696_2_0"	"PISA_tha-THA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"5075"	"Statement"	"คำถาม"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"5190"	"Click on a choice and then type an explanation to answer the question."	"และคลิกหนึ่งตัวเลือก แล้วพิมพ์&lt;br /&gt;คำอธิบายเพื่อตอบคำถาม"	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4581"	"A"	"C"	"MA154_stimulus1_img1bLbl3_5c9d2165588ed8.45765769_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2416"	"Select from the drop-down menus to answer the question."	"ให้เลือกจากรายการตามที่แสดงเพื่อตอบคำถาม"	"Q1MA122_question_Q1ItmDirP1Id_5c9d21372895a9.88816326_1_0"	"PISA_tha-THA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"4284"	"Click on a choice to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือกเพื่อตอบคำถาม"	"q1MA150_question_q1itemDirections_5c9d216537c7b0.77693579_1_0"	"PISA_tha-THA_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2673"	"&lt;b&gt; Reaction–Time Test &lt;/b&gt;"	"&lt;b&gt; การทดสอบจับเวลาในการ&lt;br /&gt;ตอบสนอง &lt;/b&gt;"	"Page3_stimulus_S03_3tr0th3_5c9d214b869130.69158445_0"	"PISA_tha-THA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"645"	"To run more tests, change the setting on the slider and click on the “Run” button again."	"ในการทดลองทำเพิ่ม ให้เปลี่ยนการตั้งค่าบนแถบเลื่อน และคลิกปุ่ม “เริ่มทำงาน” อีกครั้ง"	"menu_1_aMenu_part1_li2_5c9d2136c72db3.86861617_0"	"PISA_tha-THA_MAT_MA108-Fountains_en21_MS2022.xlf"
"1471"	"Click on a choice to answer the question."	"ให้คลิก&lt;br /&gt;หนึ่งตัวเลือกเพื่อตอบคำถาม"	"MA119_question1_itemDirections1_5c9d214ad702a0.84429473_1_0"	"PISA_tha-THA_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 กิโลแคลอรี"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_tha-THA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"1949"	"Click on a choice to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือกเพื่อตอบคำถาม"	"MA124_question1_itemDirections1_5c9d214b402246.10061217_1_0"	"PISA_tha-THA_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือก แล้วพิมพ์คำอธิบายเพื่อตอบคำถาม"	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_tha-THA_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2300"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA126_question04_itemDirectionsQ04_5c9d214b568386.90812819_1_0"	"PISA_tha-THA_MAT_MA126-Robot_en21_MS2022.xlf"
"4946"	"Click on a choice to answer the question."	"&lt;br /&gt;แล้วคลิกหนึ่งตัวเลือกเพื่อตอบคำถาม"	"q3MA160_question_q3itemDirections_5c9d21377f8251.32216410_2_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1491"	"Click on a choice and then type an explanation to answer the question."	"ให้คลิก&lt;br /&gt;หนึ่งตัวเลือก แล้วพิมพ์คำอธิบายเพื่อตอบคำถาม"	"Q3MA119_question_Q3itemDirections_5c9d214ad92d07.74285976_1_0"	"PISA_tha-THA_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_tha-THA_MAT_MA141-WaterBill_en21_MS2022.xlf"
"4616"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"q2MA154_question_q2itemDirections_5c9d21655d41c9.81604829_1_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2833"	"Arriving in Harrisville"	"เวลาถึงเมืองฮาร์ริสวิลล์"	"q04body_t1r2c3_5c9d214ba5cbd5.78276597_0"	"PISA_tha-THA_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"417"	"Click on the choices in the table to answer the question."	"&lt;br /&gt;แล้วคลิกตัวเลือกในตารางเพื่อตอบคำถาม"	"M105_question4_itemDirections4_5c9d213673ce56.29743651_2_0"	"PISA_tha-THA_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"5398"	"Click on the choices in the table to answer the question."	"แล้วคลิก&lt;br /&gt;ตัวเลือกในตารางเพื่อตอบคำถาม"	"q3MA160_question_q3itemDirections_5c9d2137d54ae4.61371872_2_0"	"PISA_tha-THA_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_tha-THA_MAT_MA117-MixingPaint_en21_MS2022.xlf"
