"Segment"	"en-ZZ"	"ro-RO"	"ID"	"File"
"3913"	"Are the following statements true or false?"	"Stabiliți dacă următoarele afirmații sunt adevărate sau false."	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_ron-ROU_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4764"	"Click on the choices in the table to answer the question."	"Dă clic pe una dintre variante pentru a răspunde la întrebare."	"q2MA158_question_q2itemDirections_5c9d21657cb1d1.11526137_1_0"	"PISA_ron-ROU_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4270"	"Explain your answer."	"Oferă o explicație pentru răspunsul dat."	"q3MA149_question_q3p4_5c9d21652d7a87.93218968_0"	"PISA_ron-ROU_MAT_MA149-FloorArea_en21_MS2022.xlf"
"2348"	"Explain your answer."	"Explică răspunsul tău."	"Q2MA122_question_Q2ItmStmP4Id_5c9d214b6c2632.07402001_0"	"PISA_ron-ROU_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"Folosește tastele numerice pentru a-ți redacta răspunsul."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_ron-ROU_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"3188"	"Select"	"Selectează"	"Q1MA134_question_Q01tr1td1SELECT1o0_5c9d2164317ac7.89754540_0"	"PISA_ron-ROU_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3465"	"Select"	"Selectează"	"q2CMA137_question_q1B0_5c9d216470acd3.72235825_0"	"PISA_ron-ROU_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"Dă clic pe două variante pentru a răspunde la întrebare."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_ron-ROU_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3456"	"Select from the drop-down menus to answer the question."	"Selectează din meniul derulant pentru a răspunde la întrebare."	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_ron-ROU_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3475"	"Select"	"Selectează"	"q2CMA137_question_q1D0_5c9d216470c463.55070529_0"	"PISA_ron-ROU_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"Folosește tastele numerice pentru a-ți redacta răspunsul."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_ron-ROU_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"Folosește tastele numerice pentru a-ți redacta răspunsul."	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_ron-ROU_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"5019"	"Mean"	"Media"	"MA161_stimulus_mean_5c9d213799a198.65253612_0"	"PISA_ron-ROU_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_ron-ROU_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4380"	"Click on the choices in the table to answer the question."	"Dă clic pe una dintre variante pentru a răspunde la întrebare."	"q1MA151_question_q1itemDirections_5c9d2165424791.67979223_1_0"	"PISA_ron-ROU_MAT_MA151-MovingOut_en21_MS2022.xlf"
"5402"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Dă clic fie pe &lt;b&gt;Da&lt;/b&gt;, fie pe &lt;b&gt;Nu&lt;/b&gt; pentru fiecare afirmație."	"q3MA160_question_q3p2_5c9d2137d54e96.19323569_1_0"	"PISA_ron-ROU_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3200"	"Select"	"Selectează"	"Q1MA134_question_Q01tr3td1SELECT1o0_5c9d2164318c81.53190451_0"	"PISA_ron-ROU_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"Dă clic pe una sau mai multe variante pentru a răspunde la întrebare."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_ron-ROU_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1556"	"Click on one or more boxes to answer the question."	"Dă clic pe una sau mai multe variante pentru a răspunde la întrebare."	"MA120_question3_itemDirectionsQ03_5c9d214ae4ac85.25797889_1_0"	"PISA_ron-ROU_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"Dă clic pe una sau mai multe variante pentru a răspunde la întrebare."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_ron-ROU_MAT_MA114-Honey_en21_MS2022.xlf"
"3194"	"Select"	"Selectează"	"Q1MA134_question_Q01tr2td1SELECT1o0_5c9d2164318406.38896392_0"	"PISA_ron-ROU_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Pentru a folosi calculatorul, urmează acești pași:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_ron-ROU_MAT_MA112-Metabolism_en21_MS2022.xlf"
"990"	"65+"	"66+"	"MA113S02_stimulus_tr3td7_5c9d214a662766.11417679_0"	"PISA_ron-ROU_MAT_MA113-HeartRate_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"Folosește tastele numerice pentru a-ți redacta răspunsul."	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_ron-ROU_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"Folosește tastele numerice pentru a-ți redacta răspunsul."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_ron-ROU_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"Folosește tastele numerice pentru a redacta răspunsurile."	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_ron-ROU_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1048"	"65+"	"66+"	"MA113S02_stimulus_T02tr3td7_5c9d214a6674b1.26334003_0"	"PISA_ron-ROU_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3377"	"Explain your answer."	"Oferă o explicație pentru răspunsul dat."	"MA136_question02_q2p4_5c9d21646200b3.63337441_0"	"PISA_ron-ROU_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"Explică-ți răspunsul și folosește valori numerice care să justifice explicația ta."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_ron-ROU_MAT_MA146-Fuel_en21_MS2022.xlf"
