"Segment"	"en-ZZ"	"sr-ME"	"ID"	"File"
"2970"	"Venus"	"Venera"	"S648_stimulus1_le1_517407af7daf63.70073035_0"	"PISA_mne-MNE_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2226"	"&lt;i&gt;Run the simulation to collect data based on the information below.  Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Da bi sakupio/sakupila podatke koji se zasnivaju na informacijama datim dolje, pokreni simulaciju. Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim otkucaj objašnjenje.&lt;/i&gt;"	"question4_1_itemDirections04_5193fde5a25bd9.17476160_0"	"PISA_mne-MNE_SCI_S634-Vaccination_en15_MS2022.xlf"
"631"	"Dairytown"	"Mljekovac"	"S466_stimulus2_label5_5134b476745e28.09660182_0"	"PISA_mne-MNE_SCI_S466-ForestFires_en15_MS2022.xlf"
"2271"	"None"	"Nema&amp;#160;ulova"	"js_translation_none_51940bae34a2a5.02729819_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"731"	"No"	"NE"	"S498_question3_question3_2_5134b478152515.17477065_0"	"PISA_mne-MNE_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"1314"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Ptice i gusjenice&lt;/b&gt;&lt;br /&gt; Pitanje"	"S607_question4_itemTitle4_517407134b1c07.62650644_0"	"PISA_mne-MNE_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2483"	"None"	"Nema ulova"	"stimulus2_1_stimulus2_43_51940bae4fc8e8.55900256_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2811"	"This simulation allows you to observe the results of a reaction between substance A and substance B. You will explore how the volumes of the two substances affect both the size of the particles produced and the reaction time."	"Ova simulacija omogućava ti da posmatraš rezultate reakcije između  supstance A i supstance B. Istraživaćeš na koji način zapremine obje supstance utiču na veličinu proizvedenih čestica i na vrijeme reakcije."	"question1_1_q01p1_51940c1035b265.52697733_0"	"PISA_mne-MNE_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1605"	"&lt;b&gt;Understanding Tsunamis&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Razumjeti cunami&lt;/b&gt;&lt;br /&gt;Pitanje"	"question4_1_itemTitle04_5193d3562ce553.23290888_0"	"PISA_mne-MNE_SCI_S615-Tsunami_en15_MS2022.xlf"
"3001"	"&lt;i&gt;Use drag and drop to answer the question.&lt;/i&gt;"	"&lt;i&gt;Odgovori na pitanje koristeći funkciju &quot;prevuci i postavi&quot;.&lt;/i&gt;"	"S657_question1_itemDirections1_518050dc4052f0.99989837_0"	"PISA_mne-MNE_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"482"	"&lt;b&gt;Graph 1&lt;/b&gt;"	"&lt;b&gt;Grafikon 1&lt;/b&gt;"	"S428_stimulus2_subtitle_5134b4742c2dd6.00354262_0"	"PISA_mne-MNE_SCI_S428-BacteriaInMilk_en15_MS2022.xlf"
"1647"	"Medium"	"Srednji"	"sim_1_simSlopeMed_5193d35634cca0.37401536_0"	"PISA_mne-MNE_SCI_S615-Tsunami_en15_MS2022.xlf"
"2403"	"increase"	"povećava"	"question5_1_o5b_1_51940bae44bde1.09195708_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2272"	"Low"	"Nizak"	"js_translation_low_51940bae34a947.00199980_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2481"	"High"	"Visok"	"stimulus2_1_stimulus2_38_51940bae4fba04.81742995_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2153"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ Podsjećamo te da možeš  izabrati &lt;b&gt;jedno ili više&lt;/b&gt; polja."	"question1_1_q1p3_5193fde59b26d2.60726263_0"	"PISA_mne-MNE_SCI_S634-Vaccination_en15_MS2022.xlf"
"2404"	"decrease"	"smanjuje"	"question5_1_o5b_2_51940bae44c087.97376885_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2659"	"CFL light bulbs"	"Štedljivima sijalicama"	"question5_1_question5_6_51940c10266be3.09555400_0"	"PISA_mne-MNE_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2332"	"To run this simulation, you can use the following controls:"	"Da bi pokrenuo/pokrenula simulaciju, možeš  koristiti sljedeće komande:"	"menu_1_menuP2_51940bae3962f0.36724953_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2658"	"Incandescent light bulbs"	"Sijalicama s užarenim vlaknom"	"question5_1_question5_5_51940c102667c4.89967001_0"	"PISA_mne-MNE_SCI_S643-LightBulbs_en15_MS2022.xlf"
"929"	"higher"	"veće"	"S602_question4_S602Q04SELECT31_515e3a71ecfa31.57124397_0"	"PISA_mne-MNE_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1292"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Ptice i gusjenice&lt;/b&gt;&lt;br /&gt; Pitanje"	"S607_question3_itemTitle3_517407134665a3.27903045_0"	"PISA_mne-MNE_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1618"	"&lt;b&gt;Understanding Tsunamis&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Razumjeti cunami&lt;/b&gt;&lt;br /&gt;Pitanje"	"question5_1_itemTitle05_5193d3562f5950.25689113_0"	"PISA_mne-MNE_SCI_S615-Tsunami_en15_MS2022.xlf"
"1551"	"Medium"	"Srednji"	"js_translation_slopeMedium_5193d356223111.88387023_0"	"PISA_mne-MNE_SCI_S615-Tsunami_en15_MS2022.xlf"
"2569"	"&lt;b&gt;Oil Spills&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;INaftne mrlje&lt;/b&gt;&lt;br /&gt; Pitanje"	"S638_question5_itemTitle5_51804fe18b9630.39685907_0"	"PISA_mne-MNE_SCI_S638-OilSpills_en15_MS2022.xlf"
"2480"	"Medium"	"Srednji"	"stimulus2_1_stimulus2_37_51940bae4fb717.07805933_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"730"	"Yes"	"DA"	"S498_question3_question3_1_5134b478151987.54411515_0"	"PISA_mne-MNE_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2484"	"Low"	"Nizak"	"stimulus2_1_stimulus2_44_51940bae4fcc02.17470008_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2491"	"Please click on the NEXT arrow to continue."	"Da nastaviš, klikni na strelicu &quot;SLJEDEĆE&quot;."	"stimulus2_1_automationMsg2_51940bae4fecf2.77405629_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2273"	"Medium"	"Srednji"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"3027"	"&lt;i&gt;Refer to &quot;Treatment Study&quot; on the right. Click on a choice to answer the question. &lt;/i&gt;"	"&lt;i&gt;Koristi informacije iz teksta &quot;Istraživanje tretmana&quot; s desne strane. Odgovori na pitanja klikom na jedan od ponuđenih odgovora. &lt;/i&gt;"	"S657_question3_itemDirections3_518050dc4491b0.06692657_0"	"PISA_mne-MNE_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2973"	"Uranus"	"Uran"	"S648_stimulus1_le4_517407af7dbca8.58872486_0"	"PISA_mne-MNE_SCI_S648-HabitableZone_en15_MS2022.xlf"
"930"	"lower"	"niže"	"S602_question4_S602Q04SELECT32_515e3a71ecff57.11412426_0"	"PISA_mne-MNE_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2254"	"% of Population"	"% populacije"	"stimulus_1_lable_y_5193fde5a89e62.04452002_0"	"PISA_mne-MNE_SCI_S634-Vaccination_en15_MS2022.xlf"
"2551"	"&lt;i&gt;Click on the choices in the table to answer the question below.&lt;/i&gt;"	"&lt;i&gt;Odgovori na donje pitanje klikom na opcije ponuđene u tabeli.&lt;/i&gt;"	"S638_question4_itemDirections4_51804fe1883094.05290088_0"	"PISA_mne-MNE_SCI_S638-OilSpills_en15_MS2022.xlf"
"2356"	"In this simulation, you will be able to explore how the level of fishing of cod and herring affects the biomass of each type of organism in the bay after a five-year period."	"U ovoj simulaciji moći ćeš istražiti na koji način nivoi ulova haringe i bakalara utiču na biomasu svakog organizma u zalivu nakon razdoblja od pet godina."	"question2_1_P21_51940bae3e5413.17982633_0"	"PISA_mne-MNE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2799"	"To run this simulation, you can use the following controls:"	"Da bi pokrenuo/pokrenula simulaciju, možeš  koristiti sljedeće komande:"	"menu_1_menuP2_51940c10330f48.46827123_0"	"PISA_mne-MNE_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2661"	"Halogen light bulbs"	"Halogenim sijalicama"	"question5_1_question5_8_51940c10267417.00337851_0"	"PISA_mne-MNE_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2613"	"In this simulation, you will be able to see how different types of light bulbs with different power levels function. The light bulb tester will show the amount of light output (measured in lumens) as well as the light bulb's efficiency (measured in lumens per watt)."	"U ovoj simulaciji moći ćeš da vidiš kako rade različite vrste sijalica s različitim nivoima snage. Uređaj za ispitivanje sijalica  prikazivaće izlaznu količinu svjetlosti (mjerenu u lumenima), kao i efikasnost sijalice (mjerenu u lumenima po vatu)."	"question2_1_Q02P1_51940c1020aec2.48208157_0"	"PISA_mne-MNE_SCI_S643-LightBulbs_en15_MS2022.xlf"
