"Segment"	"en-ZZ"	"hu-HU"	"ID"	"File"
"1381"	"One experiment involved offering captive elephants an equal number of branches from each of the two species. Ants were removed from half of the species A branches, and ants were added to half of the species B branches. All branches were of similar size and had a similar number of leaves."	"Egy kísérletben fogságban tartott elefántoknak adtak a kétféle faj ágaiból egyenlő mennyiséget. Az A faj ágainak feléről eltávolították a hangyákat, a B faj ágainak felére pedig hangyákat tettek. Minden ág hasonló méretű volt, és hasonló számú levél volt rajtuk."	"S603_stimulus1_Sp11_5174071361d132.18428423_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2373"	"select"	"válassz"	"question3_1_o3_0_51940bae4043d8.73867895_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2500"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Olvasd el a bevezetést, majd kattints a „TOVÁBB&quot; nyílra!&lt;/i&gt;"	"S638_question0_itemDirections0_51804fe179a0d0.36675138_0"	"PISA_hun-HUN_SCI_S638-OilSpills_en15_MS2022.xlf"
"737"	"No"	"NEM"	"S498_question3_question3_2_50ec5d3f96f238.66967689_0"	"PISA_hun-HUN_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2928"	"."	"hőmérsékletéhez kellene leginkább hasonlítania."	"S648_question2_question2_1_517407af6e7441.83462875_0"	"PISA_hun-HUN_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2954"	"Explain your answer."	"Indokold meg a válaszodat!"	"S648_question4_q4p2_517407af762523.27161688_0"	"PISA_hun-HUN_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1393"	"Species B&lt;br /&gt;branches with ants"	"B faj&lt;br /&gt;ágak hangyákkal"	"S603_stimulus1_le4_51740713620134.49128030_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2192"	"Select"	"válassz"	"question2_1_CS634Q02SELECT20_5193fde59dfa40.58672075_0"	"PISA_hun-HUN_SCI_S634-Vaccination_en15_MS2022.xlf"
"267"	"Scratch resistance"	"Ellenállás felületi sérülésekkel szemben"	"S413_question3_q3t3tr6td1_50ec4276ea81b0.94011686_0"	"PISA_hun-HUN_SCI_S413-PlasticAge_en15_MS2022.xlf"
"1715"	"May"	"Máj."	"S620_Q2_xq25_51740713a0a6b5.88203009_0"	"PISA_hun-HUN_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2278"	"Low"	"Alacsony"	"js_translation_low_51940bae34a947.00199980_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1348"	"Do elephants have other sources of food besides acacia trees?"	"Van-e az elefántoknak más táplálékforrása az akáciákon kívül?"	"S603_question5_question5_4_51740713543249.23750330_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2808"	"The Run button to display the results."	"A „Futtat&quot; gombot az eredmények megtekintéséhez."	"menu_1_menuLi3_51940c103317a2.93942447_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2279"	"Medium"	"Közepes"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1557"	"Medium"	"Közepes"	"js_translation_slopeMedium_5193d356223111.88387023_0"	"PISA_hun-HUN_SCI_S615-Tsunami_en15_MS2022.xlf"
"2136"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Olvasd el a bevezetést, majd kattints a „TOVÁBB&quot; nyílra!&lt;/i&gt;"	"CS634_intro_itemDirections0_5193fde5976ee6.44142835_0"	"PISA_hun-HUN_SCI_S634-Vaccination_en15_MS2022.xlf"
"2491"	"Medium"	"Közepes"	"stimulus2_1_stimulus2_45_51940bae4fcf21.03581858_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2854"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Az alábbi információkból kiindulva futtasd a szimulációt, és gyűjts adatokat! A kérdés megválaszolásához kattints az egyik válaszlehetőségre, majd írj be egy magyarázatot!&lt;/i&gt;"	"question5_1_itemDirections05_51940c103ce917.28673274_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2577"	"&lt;i&gt;Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Gépeld be a válaszodat!&lt;/i&gt;"	"S638_question5_itemDirections5_51804fe18ba1e7.21783966_0"	"PISA_hun-HUN_SCI_S638-OilSpills_en15_MS2022.xlf"
"1380"	"Elephants and Acacia Trees"	"Elefántok és akáciák"	"S603_stimulus1_title1_5174071361cd74.68562819_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1392"	"Species A&lt;br /&gt;branches with ants"	"A faj&lt;br /&gt;ágak hangyákkal"	"S603_stimulus1_le3_5174071361fc03.36887402_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1346"	"Are fences the best way to protect acacia trees from elephants?"	"Az akáciákat kerítésekkel lehet-e a legjobban megóvni az elefántoktól?"	"S603_question5_question5_2_51740713542222.30045207_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2606"	"To run this simulation, you can use the following controls:"	"A szimuláció működtetéséhez a következő szabályozókat tudod használni:"	"menu_1_menuP2_51940c101d3cd5.29603890_0"	"PISA_hun-HUN_SCI_S643-LightBulbs_en15_MS2022.xlf"
"315"	"&lt;i&gt;Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt;A kérdés megválaszolásához kattints a táblázatban levő válaszlehetőségekre!&lt;/i&gt;"	"S415_question3_itemDirections3_50ec3daf7894c6.07531900_0"	"PISA_hun-HUN_SCI_S415-SolarPowerGeneration_en15_MS2022.xlf"
"2404"	"select"	"válassz"	"question5_1_o5_0_51940bae44b0b3.00306533_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"935"	"higher"	"magasabbak,"	"S602_question4_S602Q04SELECT31_515e3a71ecfa31.57124397_0"	"PISA_hun-HUN_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1361"	"Birds leave nests"	"a madarak kirepülnek a fészekből"	"S607_stimulus1_sl04_517407135cdb41.55545007_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2817"	"This simulation allows you to observe the results of a reaction between substance A and substance B. You will explore how the volumes of the two substances affect both the size of the particles produced and the reaction time."	"Ezzel a szimulációval az A és a B anyag reakciójának eredményeit tudod megfigyelni. Megvizsgálhatod, hogy a két anyag térfogata hogyan befolyásolja a keletkező részecskék méretét és a reakcióidőt."	"question1_1_q01p1_51940c1035b265.52697733_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"936"	"lower"	"alacsonyabbak,"	"S602_question4_S602Q04SELECT32_515e3a71ecff57.11412426_0"	"PISA_hun-HUN_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2802"	"Delete some data to run more trials."	"Új szimuláció indításához törölj egy adatsort!."	"js_translation_deleteMsg_51940c10312124.83384997_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2142"	"This simulation allows you to explore the effect of a vaccination on the spread of an infectious disease in a population of people exposed to the disease."	"Ebben a szimulátorban megfigyelheted, hogyan hat a védőoltás egy fertőző betegség terjedésére a betegségnek kitett népesség körében."	"question000_1_q000P1_5193fde5990cf3.01147251_0"	"PISA_hun-HUN_SCI_S634-Vaccination_en15_MS2022.xlf"
"2775"	"&lt;i&gt;Refer to &quot;Carbon Dioxide in Earth's Atmosphere&quot; on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;A jobbra látható „Szén-dioxid a Föld légkörében&quot; című szöveg alapján válaszolj a kérdésre! Gépeld be a válaszodat&lt;/i&gt;"	"S645_question5_itemDirections5_5180507a838228.62321589_0"	"PISA_hun-HUN_SCI_S645-CarbonDioxideInEarthsAtmosphere_en15_MS2022.xlf"
"2338"	"To run this simulation, you can use the following controls:"	"A szimuláció működtetéséhez a következő szabályozókat tudod használni:"	"menu_1_menuP2_51940bae3962f0.36724953_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2805"	"To run this simulation, you can use the following controls:"	"A szimuláció működtetéséhez a következő szabályozókat tudod használni:"	"menu_1_menuP2_51940c10330f48.46827123_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"645"	"Bacteria"	"A baktériumokra."	"S478_question1_question1_3_50ed1da88ffdd6.45705316_0"	"PISA_hun-HUN_SCI_S478-Antibiotics_en15_MS2022.xlf"
"1653"	"Medium"	"Közepes"	"sim_1_simSlopeMed_5193d35634cca0.37401536_0"	"PISA_hun-HUN_SCI_S615-Tsunami_en15_MS2022.xlf"
"2486"	"Medium"	"Közepes"	"stimulus2_1_stimulus2_37_51940bae4fb717.07805933_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1575"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Olvasd el a bevezetést, majd kattints a „TOVÁBB&quot; nyílra!&lt;/i&gt;"	"question0_1_itemDirections00_5193d3562518e5.63977402_0"	"PISA_hun-HUN_SCI_S615-Tsunami_en15_MS2022.xlf"
"381"	"&lt;i&gt;Refer to &quot;Penguin Island  – Table 1&quot; on the right. Click on a choice to answer to the question.&lt;/i&gt;"	"&lt;i&gt;A jobbra látható „A Pingvin-sziget  &amp;ndash; 1. táblázat&quot; című szöveg alapján válaszolj a kérdésre!  A kérdés megválaszolásához kattints az egyik válaszlehetőségre!&lt;/i&gt;"	"S425_question3_itemDirections3_50ec586c38ed08.98830468_0"	"PISA_hun-HUN_SCI_S425-PenguinIsland_en15_MS2022.xlf"
"2268"	"Delete a row of data to run another trial."	"Új szimuláció indításához törölj egy adatsort!"	"js_translation_deleteMsg_51940bae3450d3.30215634_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1379"	"S603 Elephants and Acacia Trees"	"S603 Elefántok és akáciák"	"S603_stimulus1_unknownID_5174071361c359.77849375_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"300"	"&lt;b&gt;Solar Panels&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Napelemek&lt;/b&gt;&lt;br /&gt; Kérdés"	"S415_question2_itemTitle2_50ec3daf76fe21.41676952_0"	"PISA_hun-HUN_SCI_S415-SolarPowerGeneration_en15_MS2022.xlf"
"1339"	"S603 Elephants and Acacia Trees Q05"	"S603 Elefántok és akáciák Q05"	"S603_question5_unknownID_5174071353dfe2.80435196_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2277"	"None"	"Nincs"	"js_translation_none_51940bae34a2a5.02729819_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1340"	"&lt;b&gt;Development and Disaster&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Fejlődés és katasztrófa&lt;/b&gt;&lt;br /&gt; Kérdés"	"S603_question5_itemTitle5_5174071353f663.56498634_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2810"	"To delete any row of data, click on the delete button next to that row."	"Ha törölni akarsz egy adatsort, kattints a mellette található „Törlés” gombra!"	"menu_1_menuP4_51940c10331dd6.82051249_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1378"	"Birds and Caterpillars Introduction"	"Madarak és hernyók Bevezető"	"S607_stimulus1_attr_alt_attr_stimulus1_4_517407135d4b29.16028951_0"	"PISA_hun-HUN_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2487"	"High"	"Nagy"	"stimulus2_1_stimulus2_38_51940bae4fba04.81742995_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2484"	"None"	"Nincs"	"stimulus2_1_stimulus2_35_51940bae4fb0c7.49763146_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"278"	"Scratch resistance"	"Ellenállás felületi sérülésekkel szemben"	"S413_question3_q3t4tr6td1_50ec4276eabba9.12664673_0"	"PISA_hun-HUN_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2492"	"High"	"Nagy"	"stimulus2_1_stimulus2_46_51940bae4fd1e3.66045354_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2280"	"High"	"Nagy"	"js_translation_high_51940bae34b560.40161506_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1778"	"Tornadoes"	"Tornádók"	"S620_stimulus2_attr_alt_attr_stimulus3_1_51740713ad1472.81375055_0"	"PISA_hun-HUN_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2395"	"Explain your answer."	"Indokold meg a válaszodat!"	"question4_1_q04sp2_51940bae428ee9.70288990_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2377"	"select"	"válassz"	"question3_1_o3b_0_51940bae404d70.24748279_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"313"	"&lt;b&gt;Solar Panels&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Napelemek&lt;/b&gt;&lt;br /&gt; Kérdés"	"S415_question3_itemTitle3_50ec3daf788ed6.63321054_0"	"PISA_hun-HUN_SCI_S415-SolarPowerGeneration_en15_MS2022.xlf"
"2485"	"Low"	"Alacsony"	"stimulus2_1_stimulus2_36_51940bae4fb421.47656771_0"	"PISA_hun-HUN_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2867"	"&lt;i&gt;For this question you will not need to use the simulation. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Ehhez a kérdéshez nem lesz szükséged a szimuláció használatára. A kérdés megválaszolásához kattints az egyik válaszlehetőségre, majd gépelj be egy magyarázatot!&lt;/i&gt;"	"question6_1_itemDirections06_51940c103ebfe4.25149254_0"	"PISA_hun-HUN_SCI_S646-Nanoparticles_en15_MS2022.xlf"
