"Segment"	"en-ZZ"	"sk-SK"	"ID"	"File"
"572"	"Amundsen wanted victory at the South Pole. On 14 January 1911, he disembarked in the Antarctic, in the Bay of Whales. He prepared to spend the winter with eight companions and 116 dogs at Framheim, a base built on the Ross Barrier. On 20 October 1911, Amundsen and four of his men set out from Framheim to conquer the South Pole with twelve dogs per sledge. On 17 November, at around 85° South, they reached the foot of a chain of mountains, the Transantarctic Chain, and would now have to find a way across. They then began a terrifying climb up a glacier, the Axel Heiberg, full of crevasses."	"Amundsen chcel zvíťaziť a byť na  južnom póle ako prvý. Vylodil sa 
14. januára 1911 v Zátoke veľrýb. Bol pripravený prežiť zimu s ôsmimi priateľmi a 116 psami vo Framheime, základni vystavanej na Rossovom šelfovom ľadovci. 20. októbra 1911 sa Amundsen so štyrmi mužmi vydal z&amp;nbsp;Framheinu dobyť južný pól na saniach, z&amp;nbsp;ktorých každé boli ťahané dvanástimi psami. 17. novembra na 85° južnej zemepisnej šírky dosiahli úpätie Transantarktického pohoria a museli nájsť spôsob, ako sa cez neho dostať. Potom začal hrôzostrašný výstup po ľadovci Axel Heiberg plnom trhlín."	"R220_stimulus_p2_50c7c0af2f05b4.26076844_0"	"PISA_slo-SVK_REA_R220-SouthPole_en15_MS2022.xlf"
"2753"	"Home"	"Úvod"	"R550_map_map_l1_56fc785cd177d9.30991384_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"5407"	"Click on the choices in the table to answer the question."	"Klikni na niektoré z možností v&amp;nbsp;tabuľke a odpovedz tak na otázku."	"R567_question11_q11itemDirections_56fc78791ff317.23437611_1_0"	"PISA_slo-SVK_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4535"	"Refer to the different webpages of the website on the right."	"Použi informácie z rozličných záložiek webovej stránky na pravej strane."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_0_0"	"PISA_slo-SVK_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2800"	"Summer"	"leto"	"R550_question01_question01_4_56fc785cdd69d2.83330291_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"4628"	"&lt;b&gt;Question of the Week&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Otázka  týždňa&lt;/b&gt;&lt;br /&gt;"	"R563_question10_q10itemTitle_56fc786b4e2b34.44009453_0_0"	"PISA_slo-SVK_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2684"	"Home"	"Úvod"	"R550_cliff_palace_cp_l1_56fc785ccaeae5.87924992_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"5780"	"Location"	"Miesto"	"q2R569_question_q02r1c2_56fc78794f4067.23543123_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
"5467"	"Image Credit: NASA"	"Autor fotografie: NASA"	"page2_stimulus_stimulusTab1_3_56fc784aa14495.49572288_1_0"	"PISA_slo-SVK_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5824"	"Benches"	"lavičky"	"q5R569_question_question05_3_56fc7879534d97.39141400_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
"576"	"The worst has happened"	"Stalo sa to najhoršie."	"R220_stimulus_stimulusHQ4_3_50c7c0af2f1497.06760905_0"	"PISA_slo-SVK_REA_R220-SouthPole_en15_MS2022.xlf"
"3739"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Použi informácie z oboch zdrojov na pravej strane kliknutím na každú zo záložiek."	"R558_question09_itemDirections_56fc786b14e033.98417900_0_0"	"PISA_slo-SVK_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1568"	"Chess Club"	"šachový klub"	"Q09R542_question_source5_56fc7821127223.76790648_0"	"PISA_slo-SVK_REA_R542-BulletinBoard_en18_MS2022.xlf"
"325"	"TO"	"DO"	"R219_stimulus_sect4Line3span4_50c7b7e2ef90a9.98549771_0"	"PISA_slo-SVK_REA_R219-Employment_en15_MS2022.xlf"
"493"	"Amundsen wanted victory at the South Pole. On 14 January 1911, he disembarked in the Antarctic, in the Bay of Whales. He prepared to spend the winter with eight companions and 116 dogs at Framheim, a base built on the Ross Barrier. On 20 October 1911, Amundsen and four of his men set out from Framheim to conquer the South Pole with twelve dogs per sledge. On 17 November, at around 85° South, they reached the foot of a chain of mountains, the Transantarctic Chain, and would now have to find a way across. They then began a terrifying climb up a glacier, the Axel Heiberg, full of crevasses."	"Amundsen chcel zvíťaziť a byť na  južnom póle ako prvý. Vylodil sa 
14. januára 1911 v Zátoke veľrýb. Bol pripravený prežiť zimu s ôsmimi priateľmi a 116 psami vo Framheime, základni vystavanej na Rossovom šelfovom ľadovci. 20. októbra 1911 sa Amundsen so štyrmi mužmi vydal z&amp;nbsp;Framheinu dobyť južný pól na saniach, z&amp;nbsp;ktorých každé boli ťahané dvanástimi psami. 17. novembra na 85° južnej zemepisnej šírky dosiahli úpätie Transantarktického pohoria a museli nájsť spôsob, ako sa cez neho dostať. Potom začal hrôzostrašný výstup po ľadovci Axel Heiberg plnom trhlín."	"R220_stimulus_p2_50c7c0af26cf82.44011732_0"	"PISA_slo-SVK_REA_R220-SouthPole_en15_MS2022.xlf"
"1851"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Potom klikni na šípku ĎALEJ. &lt;/i&gt;"	"question0b_1_itemDirections00_56fc782165fc64.42851849_1_0"	"PISA_slo-SVK_REA_R544-Tesla_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"Klikni na jednu z možností a potom vysvetli svoju odpoveď na otázku."	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_slo-SVK_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5775"	"Use drag and drop to answer the question."	"Chyť, potiahni a umiestni možnosti a odpovedz tak na otázku."	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_1_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
"4496"	"Close"	"Zavrieť"	"R563-stimulus-news_close-btn_56fc786b3a76c4.44825664_0"	"PISA_slo-SVK_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5942"	"Click on the NEXT arrow to read the story."	"Klikni na šípku ĎALEJ a prečítaj si rozprávku."	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_slo-SVK_REA_R570-TheFavour_en18_MS2022.xlf"
"4603"	"Refer to the different webpages of the website on the right."	"Použi informácie z rozličných záložiek webovej stránky na pravej strane."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_0_0"	"PISA_slo-SVK_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4529"	"Refer to the different webpages of the website on the right."	"Použi informácie z rozličných záložiek webovej stránky na pravej strane."	"R563_question03_q03itemDirections_56fc786b410592.73244337_0_0"	"PISA_slo-SVK_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"574"	"On 14 December 1911, Amundsen and his companions reached the legendary 90°. On 25 January 1912, the victorious team was back at Framheim, the return journey completed in 97 days."	"14. decembra 1911 Amundsen so svojimi spoločníkmi dosiahol legendárny 90°. 25. januára 1912 sa po 97 dňoch víťazný tím vrátil späť do Framheimu."	"R220_stimulus_p4_50c7c0af2f0d98.70692795_0"	"PISA_slo-SVK_REA_R220-SouthPole_en15_MS2022.xlf"
"2101"	"Is the statement true or false?"	"Je podľa brožúry toto tvrdenie pravdivé alebo nepravdivé?"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_slo-SVK_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2711"	"Home"	"Úvod"	"R550_general_info_gi_l1_56fc785ccd89f9.96697154_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"2723"	"Home"	"Úvod"	"R550_hours_hours_l1_56fc785ccf6140.31847109_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"5811"	"Bottles"	"fľaše"	"q4R569_question_question04_4_56fc787951f7a9.77277158_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
"4584"	"Refer to the different webpages of the website on the right."	"Použi informácie z rozličných záložiek webovej stránky na pravej strane."	"R563_question07_q07itemDirections_56fc786b47b763.06450393_0_0"	"PISA_slo-SVK_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2799"	"Spring"	"jar"	"R550_question01_question01_3_56fc785cdd6460.09428460_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"4668"	"Click on the NEXT arrow to read the brochure."	"Klikni na šípku ĎALEJ a prečítaj si brožúru."	"q00body_q00p3_56fc783b5af5d9.50141633_0"	"PISA_slo-SVK_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"3971"	"Click on the choices in the table to answer the question."	"Klikni na jednu z možností v tabuľke a odpovedz tak na otázku."	"R560_question05_q05itemDirections_56fc784a7dd823.73528927_1_0"	"PISA_slo-SVK_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5520"	"Refer to the Web Search on the right."	"Použi informácie z textu „Internetové vyhľadávanie“ na pravej strane."	"R568_question01_q01itemDirections_56fc784aa350d1.09869742_0_0"	"PISA_slo-SVK_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5024"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;Nezabudni vybrať&lt;b&gt; jednu alebo viac&lt;/b&gt; možností.&lt;/i&gt;"	"R566_question01_q01p2_56fc786b7f01a9.64276582_0"	"PISA_slo-SVK_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1049"	"&gt; For purchases between £60 and £149.99, Work Right will reimburse you £20.&lt;br /&gt; &gt; For purchases between £150 and £299.99, Work Right will reimburse you £50.&lt;br /&gt; &gt; For purchases of £300 or more, Work Right will reimburse you £100.&lt;br /&gt;"	"&gt; Za nákupy od 60 do 149 eur  vám Naša kancelária uhradí &lt;span id=&quot;q3key&quot;&gt;20&lt;/span&gt; eur.&lt;br /&gt; &gt; Za nákupy od 150 do 299 eur vám Naša kancelária uhradí 50 eur.&lt;br /&gt; &gt; Za nákupy nad 300 eur vám Naša kancelária uhradí 100 eur.&lt;br /&gt;"	"R466_stimulus_line5_50c7c9a8791d07.57464108_0"	"PISA_slo-SVK_REA_R466-WorkRight_en15_MS2022.xlf"
"3218"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Potom klikni na šípku ĎALEJ. &lt;/i&gt;"	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_1_0"	"PISA_slo-SVK_REA_R553-HealthForum_en18_MS2022.xlf"
"5836"	"Type your answer to the question."	"Napíš svoju odpoveď na otázku"	"q6R569_question_q06itemDirections_56fc787954aeb9.99591068_1_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
"2801"	"Autumn"	"jeseň"	"R550_question01_question01_5_56fc785cdd6f33.13931411_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"2612"	"Refer to both sources on the right by clicking on each of the tabs."	"Použi informácie z oboch zdrojov na pravej strane kliknutím na každú zo záložiek."	"R549_question09_q09itemDirections_56fc786ad73fc8.62615218_0_0"	"PISA_slo-SVK_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1042"	"is 10 years old&lt;br /&gt; And will reimburse you up to £"	"má 10 rokov&lt;br /&gt; a uhradí vám až do"	"R466_stimulus_line1_50c7c9a8790594.81446766_0"	"PISA_slo-SVK_REA_R466-WorkRight_en15_MS2022.xlf"
"304"	"S"	"Ne"	"R219_stimulus_stimulus_10_50c7b7e2eede94.32777472_0"	"PISA_slo-SVK_REA_R219-Employment_en15_MS2022.xlf"
"5600"	"Click on the choices in the table to answer the question."	"Klikni na niektoré z možností v&amp;nbsp;tabuľke a odpovedz tak na otázku."	"R568_question07_q07itemDirections_56fc784aab9398.42636422_1_0"	"PISA_slo-SVK_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5136"	"Click on a choice and then type an explanation to answer the question."	"Klikni na jednu z možností a potom napíš vysvetlenie a odpovedz tak na otázku."	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_slo-SVK_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1566"	"Chess Club"	"šachový klub"	"Q09R542_question_source3_56fc7821126d48.58540503_0"	"PISA_slo-SVK_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5827"	"Parking Lot"	"parkovisko"	"q5R569_question_question05_6_56fc7879535924.61187469_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
"1007"	"&lt;b&gt;Work Right&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;NAŠA KANCELÁRIA&lt;/b&gt;&lt;br /&gt; Otázka č."	"R466_question_itemTitle_50c7c9a8738d05.09293764_0"	"PISA_slo-SVK_REA_R466-WorkRight_en15_MS2022.xlf"
"2491"	"Read the information below."	"Prečítaj si nižšie uvedené informácie."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_0_0"	"PISA_slo-SVK_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2657"	"Home"	"Úvod"	"R550_ancestral_ancestral_l1_56fc785cc8d224.57710597_0"	"PISA_slo-SVK_REA_R550-CliffPalace_en18_MS2022.xlf"
"5810"	"Cans"	"plechovky"	"q4R569_question_question04_3_56fc787951f3d9.01263757_0"	"PISA_slo-SVK_REA_R569-TheCleanup_en18_MS2022.xlf"
