"Segment"	"en-ZZ"	"ru-LV"	"ID"	"File"
"2523"	"&lt;i&gt;Click on the choices in the table to answer the question below.&lt;/i&gt;"	"&lt;i&gt;Для ответа на вопрос отметьте в таблице нужные варианты ответа.&lt;/i&gt;"	"S638_question4_itemDirections4_51804fe1883094.05290088_0"	"PISA_rus-LVA_SCI_S638-OilSpills_en15_MS2022.xlf"
"454"	"&lt;i&gt;Refer to &quot;Graph 1&quot; on the right. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Используйте  «График 1» справа. Выберите ответ на данный вопрос.&lt;/i&gt;"	"S428_question2_itemDirections2_50ec5242860419.08509108_0"	"PISA_rus-LVA_SCI_S428-BacteriaInMilk_en15_MS2022.xlf"
"2340"	"increase"	"увеличится"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2372"	"decrease"	"уменьшается"	"question5_1_o5_2_51940bae44b5e8.31917190_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2920"	"Explain your answer."	"Объясните ваш ответ."	"S648_question4_q4p2_517407af762523.27161688_0"	"PISA_rus-LVA_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2339"	"select"	"Выберите"	"question3_1_o3_0_51940bae4043d8.73867895_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"268"	"Medium"	"Средняя"	"S413_question3_q3t3tr6td2_50ec42a5dbe297.64421369_0"	"PISA_rus-LVA_SCI_S413-PlasticAge_en15_MS2022.xlf"
"645"	"Bacteria"	"Бактерии."	"S478_question1_question1_3_50ed1dcfadcaf9.66304268_0"	"PISA_rus-LVA_SCI_S478-Antibiotics_en15_MS2022.xlf"
"2450"	"None"	"Нулевая"	"stimulus2_1_stimulus2_35_51940bae4fb0c7.49763146_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"794"	"The provision of assistance to victims of natural disasters"	"Помощь людям, пострадавшим от природных катастроф"	"S514_question3_tr4td1_50ed2a3593f8c8.91773563_0"	"PISA_rus-LVA_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"2525"	"Can this question be answered by scientific experiments?"	"Могут ли научные эксперименты дать ответ на этот вопрос?"	"S638_question4_Q4_tr1th1_51804fe1883fb9.47923889_0"	"PISA_rus-LVA_SCI_S638-OilSpills_en15_MS2022.xlf"
"2867"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"Прочитайте введение. Затем нажмите на стрелку ДАЛЕЕ."	"S648_Q0_itemDirections0_517407af694fe9.03906983_0"	"PISA_rus-LVA_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2243"	"None"	"Нулевая"	"js_translation_none_51940bae34a2a5.02729819_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2376"	"decrease"	"уменьшается"	"question5_1_o5b_2_51940bae44c087.97376885_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1042"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Для ответа на вопрос отметьте нужный вариант ответа.&lt;/i&gt;"	"S603_question4_itemDirections4_515e3a720a7b99.14171118_0"	"PISA_rus-LVA_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2784"	"To see how all the controls in this simulation work, follow these steps:"	"Чтобы увидеть, как работают различные элементы управления в этой симуляции, выполните следующие шаги:"	"question1_1_q01p2_51940c1035b545.11039704_0"	"PISA_rus-LVA_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2945"	"Uranus"	"Уран"	"S648_stimulus1_le4_517407af7dbca8.58872486_0"	"PISA_rus-LVA_SCI_S648-HabitableZone_en15_MS2022.xlf"
"736"	"Yes"	"ДА"	"S498_question3_question3_1_50ec5d6adb4d57.77796094_0"	"PISA_rus-LVA_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2777"	"To select a row of data to answer a question, click anywhere on that row. The row(s) you select will be marked with a star."	"Чтобы выбрать строку с данными для ответа на вопрос, нажмите в любом месте этой строки. Выбранная вами строка (строки) будет помечена звездочкой."	"menu_1_menuP5_51940c10332141.68408868_0"	"PISA_rus-LVA_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2375"	"increase"	"увеличивается"	"question5_1_o5b_1_51940bae44bde1.09195708_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"256"	"Low"	"Hизкая"	"S413_question3_q3t2tr6td2_50ec42a5dba7c9.76244997_0"	"PISA_rus-LVA_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2344"	"increase"	"увеличится"	"question3_1_o3b_1_51940bae404fe9.18189162_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1523"	"Medium"	"Средний"	"js_translation_slopeMedium_5193d356223111.88387023_0"	"PISA_rus-LVA_SCI_S615-Tsunami_en15_MS2022.xlf"
"1357"	"Birds leave nests"	"Птицы покидают гнёзда"	"S607_stimulus1_sl14_517407135d1832.09141585_0"	"PISA_rus-LVA_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2459"	"RUN"	"ВЫПОЛНИТЬ"	"stimulus2_1_btn-run_51940bae4fd933.82718489_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"271"	"Medium"	"Средняя"	"S413_question3_q3t4tr2td2_50ec42a5dbf3a1.77183759_0"	"PISA_rus-LVA_SCI_S413-PlasticAge_en15_MS2022.xlf"
"1363"	"Birds and Caterpillars Introduction"	"Птицы и гусеницы: введение"	"S607_stimulus1_attr_alt_attr_stimulus1_3_517407135d4900.63824973_0"	"PISA_rus-LVA_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1029"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Для ответа на вопрос отметьте нужный вариант ответа.&lt;/i&gt;"	"S603_question3_itemDirections3_515e3a72087b46.40019747_0"	"PISA_rus-LVA_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"1055"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Для ответа на вопрос отметьте нужный вариант ответа.&lt;/i&gt;"	"S603_question5_itemDirections5_515e3a720ccc26.65539143_0"	"PISA_rus-LVA_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"737"	"No"	"НЕТ"	"S498_question3_question3_2_50ec5d6adb5209.60253827_0"	"PISA_rus-LVA_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2371"	"increase"	"увеличивается"	"question5_1_o5_1_51940bae44b359.11003691_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2942"	"Venus"	"Венера"	"S648_stimulus1_le1_517407af7daf63.70073035_0"	"PISA_rus-LVA_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2361"	"Explain your answer."	"Объясните ваш ответ."	"question4_1_q04sp2_51940bae428ee9.70288990_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1364"	"Birds and Caterpillars Introduction"	"Птицы и гусеницы: введение"	"S607_stimulus1_attr_alt_attr_stimulus1_4_517407135d4b29.16028951_0"	"PISA_rus-LVA_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1347"	"Birds leave nests"	"Птицы покидают гнёзда"	"S607_stimulus1_sl04_517407135cdb41.55545007_0"	"PISA_rus-LVA_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2944"	"Mars"	"Марс"	"S648_stimulus1_le3_517407af7db842.87617149_0"	"PISA_rus-LVA_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1619"	"Medium"	"Средний"	"sim_1_simSlopeMed_5193d35634cca0.37401536_0"	"PISA_rus-LVA_SCI_S615-Tsunami_en15_MS2022.xlf"
"277"	"Medium"	"Средняя"	"S413_question3_q3t4tr5td2_50ec42a5dc1062.49420826_0"	"PISA_rus-LVA_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2943"	"Earth"	"Земля"	"S648_stimulus1_le2_517407af7db406.82055732_0"	"PISA_rus-LVA_SCI_S648-HabitableZone_en15_MS2022.xlf"
"671"	"&lt;i&gt;Refer to &quot;Antibiotics&quot; on the right. Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt;Используйте текст «АНТИБИОТИКИ», расположенный справа. Для ответа на вопрос кликните на выбранный вами вариант ответа.&lt;/i&gt;"	"S478_question3_itemDirections3_50ed1dcfb0a2b2.48571427_0"	"PISA_rus-LVA_SCI_S478-Antibiotics_en15_MS2022.xlf"
"2245"	"Medium"	"Средняя"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2457"	"Medium"	"Средняя"	"stimulus2_1_stimulus2_45_51940bae4fcf21.03581858_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1447"	"Species A"	"Вид A"	"S608_stimulus2_le21_515e3a72353145.75321740_0"	"PISA_rus-LVA_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2455"	"None"	"Нулевая"	"stimulus2_1_stimulus2_43_51940bae4fc8e8.55900256_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2370"	"select"	"Выберите"	"question5_1_o5_0_51940bae44b0b3.00306533_0"	"PISA_rus-LVA_SCI_S635-SaveTheFish_en15_MS2022.xlf"
