"Segment"	"en-ZZ"	"ar-AE"	"ID"	"File"
"4650"	"Explain your answer."	"اشرح إجابتك."	"q1MA156_question_q1p2_5c9d2165693a19.29184719_0"	"PISA_ara-ARE_MAT_MA156-Points_en21_MS2022.xlf"
"5278"	"Mean"	"المتوسط الحسابي"	"MA162_stimulus_mean_5c9d2137cb4195.00622914_0"	"PISA_ara-ARE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3550"	"cm"	"سنتيمتر (cm)"	"q2CMA138_question_question02_6_5c9d2164847a51.73603701_0"	"PISA_ara-ARE_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"1633"	"2 stars"	"نجمتان"	"Page02_stimulus_S02tr5td1_5c9d214af011e0.10936163_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"4202"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_ara-ARE_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4627"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_ara-ARE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"3981"	"Litres"	"لتر"	"MA146_stimulus3_liters_5c9d2164e9e439.48235083_0"	"PISA_ara-ARE_MAT_MA146-Fuel_en21_MS2022.xlf"
"2416"	"Select from the drop-down menus to answer the question."	"اختر من القوائم المنسدلة للإجابة عن السؤال."	"Q1MA122_question_Q1ItmDirP1Id_5c9d21372895a9.88816326_1_0"	"PISA_ara-ARE_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"4581"	"A"	"C"	"MA154_stimulus1_img1bLbl3_5c9d2165588ed8.45765769_0"	"PISA_ara-ARE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4598"	"A"	"C"	"MA154_stimulus3_img2Lbl3_5c9d21655aa3a4.29260706_0"	"PISA_ara-ARE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"5147"	"Select from the drop-down menus to answer the question."	"اختر من القوائم المنسدلة للإجابة عن السؤال."	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_ara-ARE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_ara-ARE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"اطبع إجاباتك عن السؤال باستخدام مفاتيح الأرقام."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_ara-ARE_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4324"	"Spain"	"إسبانيا"	"MA151_stimulus_cntLbl6_5c9d2165407df2.75191742_0"	"PISA_ara-ARE_MAT_MA151-MovingOut_en21_MS2022.xlf"
"4591"	"A"	"C"	"MA154_stimulus2_img2Lbl3_5c9d2165598be7.99281808_0"	"PISA_ara-ARE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر إما على &lt;b&gt;صواب&lt;/b&gt; أو &lt;b&gt;خطأ&lt;/b&gt; لكل عبارة من العبارات."	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_ara-ARE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2692"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b887736.20535767_0_0"	"PISA_ara-ARE_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"2527"	"Then click on the NEXT arrow."	"ثم انقر على زر&lt;b&gt; التالي &lt;/b&gt; ."	"question0a_1_itemDirections00_5c9d214b76c282.48085737_1_0"	"PISA_ara-ARE_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"4270"	"Explain your answer."	"اشرح إجابتك."	"q3MA149_question_q3p4_5c9d21652d7a87.93218968_0"	"PISA_ara-ARE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1782"	"Using the number keys, type your answer to the question."	"اطبع إجابتك عن السؤال باستخدام  مفاتيح الأرقام."	"MA118_question01_q01itemDirections_5c9d214b02b426.25463544_1_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1672"	"2 stars"	"نجمتان"	"Page03_stimulus_S03tr5td1_5c9d214af1dc84.36748181_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"5075"	"Statement"	"السؤال"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_ara-ARE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"اطبع إجابتك عن السؤال باستخدام  مفاتيح الأرقام."	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_ara-ARE_MAT_MA111-HealthApp_en21_MS2022.xlf"
"1132"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"انقر إما على &lt;b&gt; صواب &lt;/b&gt; أو على &lt;b&gt;خطأ &lt;/b&gt; لكل عبارة  من العبارات في الجدول أدناه."	"Q02MA113_question_Q02P2_5c9d214a6c3ca7.40682286_0"	"PISA_ara-ARE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3377"	"Explain your answer."	"اشرح إجابتك."	"MA136_question02_q2p4_5c9d21646200b3.63337441_0"	"PISA_ara-ARE_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"4578"	"A"	"C"	"MA154_stimulus1_img1aLbl3_5c9d2165588bc7.82795793_0"	"PISA_ara-ARE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1976"	"Explain your answer."	"اشرح إجابتك."	"Q3MA124_question_MA124Q03P3_5c9d214b42a550.23637236_0"	"PISA_ara-ARE_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"اطبع إجاباتك عن السؤال باستخدام مفاتيح الأرقام."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_ara-ARE_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"4632"	"Explain your answer and include numerical values to support your explanation."	"اشرح إجابتك وقم بإدراج القيم العددية لدعم تفسيرك."	"q3MA154_question_q3p3_5c9d21655e78d5.34923288_0"	"PISA_ara-ARE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1039"	"84+"	"+85"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_ara-ARE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4646"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_ara-ARE_MAT_MA156-Points_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"لتشغيل الحاسبة، اتبع هذه الخطوات:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_ara-ARE_MAT_MA112-Metabolism_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"اطبع إجابتك عن السؤال باستخدام  مفاتيح الأرقام."	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_ara-ARE_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"1748"	"2 stars"	"نجمتان"	"question0a_1_Q00tr5td1_5c9d214b005434.43072378_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2186"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b4ef0e1.47653790_0_0"	"PISA_ara-ARE_MAT_MA126-Robot_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"اطبع إجابتك عن السؤال باستخدام  مفاتيح الأرقام."	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_ara-ARE_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4011"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"MA146q3_question_q3itemDirections_5c9d2164ee45c4.14040171_1_0"	"PISA_ara-ARE_MAT_MA146-Fuel_en21_MS2022.xlf"
"4918"	"Select from the drop-down menus to answer the question."	"اختر من القوائم المنسدلة للإجابة عن السؤال."	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_ara-ARE_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4265"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"q3MA149_question_q3itemDirections_5c9d21652d7289.76917872_1_0"	"PISA_ara-ARE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"اشرح إجابتك وقم بإدراج القيم العددية لدعم تفسيرك."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_ara-ARE_MAT_MA146-Fuel_en21_MS2022.xlf"
"3372"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اطبع شرحًا للإجابة عن السؤال."	"MA136_question02_q2itemDirections_5c9d216461f9f0.70778441_1_0"	"PISA_ara-ARE_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"5190"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارين ثم اطبع تفسيراً للإجابة عن السؤال."	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_ara-ARE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2348"	"Explain your answer."	"اشرح إجابتك."	"Q2MA122_question_Q2ItmStmP4Id_5c9d214b6c2632.07402001_0"	"PISA_ara-ARE_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"انقر على مربعين للإجابة عن السؤال."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_ara-ARE_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1716"	"Then click on the NEXT arrow."	"ثم انقر على زر&lt;b&gt; التالي &lt;/b&gt; ."	"question0a_1_itemDirections00_5c9d214b0026f2.42195434_1_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"اطبع إجابتك عن السؤال باستخدام  مفاتيح الأرقام."	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_ara-ARE_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ تذكر أن تختار مربعًا &lt;b&gt;واحدًا أو أكثر&lt;/b&gt;."	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_ara-ARE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر إما على &lt;b&gt;صواب &lt;/b&gt;أو &lt;b&gt;خطأ &lt;/b&gt;لكل عبارة."	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_ara-ARE_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"5402"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"انقر إما على &lt;b&gt;نعم &lt;/b&gt; أو &lt;b&gt;لا &lt;/b&gt; لكل عبارة."	"q3MA160_question_q3p2_5c9d2137d54e96.19323569_1_0"	"PISA_ara-ARE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5440"	"Population"	"تعداد السكّان"	"js_translation_population_5c9d2137d7d9a3.64884104_0"	"PISA_ara-ARE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"2187"	"Then click on the NEXT arrow."	"ثم انقر على زر&lt;b&gt; التالي &lt;/b&gt; ."	"question0a_1_itemDirections00_5c9d214b4ef0e1.47653790_1_0"	"PISA_ara-ARE_MAT_MA126-Robot_en21_MS2022.xlf"
"1378"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214aab7211.94558881_0_0"	"PISA_ara-ARE_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"اطبع إجاباتك عن السؤال باستخدام مفاتيح الأرقام."	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_ara-ARE_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1715"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b0026f2.42195434_0_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓  تذكّر أن تختار مربعاً &lt;b&gt;واحداً أو أكثر&lt;/b&gt;."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_ara-ARE_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"3174"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt;المجموع&lt;/b&gt;"	"MA134_stimulus3_stimulus03_57_5c9d21642f4bf9.88936552_0"	"PISA_ara-ARE_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1588"	"2 stars"	"نجمتان"	"Page01_stimulus_S01tr5td1_5c9d214aee5d63.99362511_0"	"PISA_ara-ARE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"اطبع إجابتك عن السؤال باستخدام  مفاتيح الأرقام."	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_ara-ARE_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
