"Segment"	"en-ZZ"	"az-QZ"	"ID"	"File"
"2803"	"This simulation allows you to observe the results of a reaction between substance A and substance B. You will explore how the volumes of the two substances affect both the size of the particles produced and the reaction time."	"Bu simulyasiya sizə A maddəsi ilə B Maddəsi arasında reaksiyanın nəticəsini müşahidə etməyə imkan verir. Siz, iki maddənin həcminin həm əldə olunmuş zərrəciklərin ölçüsünə, həm də reaksiya vaxtında necə təsir etdiyini öyrənəcəksiniz."	"menu_1_menuP1_56f9ce16a5b4d1.19232946_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2943"	"Year"	"İl"	"S657_stimulus1_p25_56f9ce16b64027.11590823_0"	"PISA_aze-QAZ_SCI_S657-InvasiveSpecies_en18_MS2022.xlf"
"1785"	"Sound in Marine Habitats"	"Dəniz mühitində səs"	"S626_stimulus2_attr_alt_attr_stimulus2_4_56f9ce1628ee00.40696587_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"1816"	"Sound in Marine Habitats"	"Dəniz mühitində səs"	"S626_stimulus3_attr_alt_attr_stimulus3_4_56f9ce162a8e58.06873923_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"249"	"Density"	"Sıxlıq"	"S413_question3_q3t4tr3td1_56d724d9296983.58251379_0"	"PISA_aze-QAZ_SCI_S413-PlasticAge_en18_MS2022.xlf"
"1862"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Dəniz Mühitində Səs&lt;/b&gt;&lt;br /&gt; Sual"	"S626_question2_itemTitle_2_56f9ce162efec1.45542967_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"2422"	"S629 Solar Cooker"	"S629 Günəş batareyalı soba"	"S629_stimulus0_unknownID_56f9ce1678ecc9.92611199_0"	"PISA_aze-QAZ_SCI_S638-OilSpills_en18_MS2022.xlf"
"2435"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Girişi oxuyun. Sonra NÖVBƏTİ oxunu basın. &lt;/i&gt;"	"S638_question0_itemDirections0_56f9ce167bf547.25901756_0"	"PISA_aze-QAZ_SCI_S638-OilSpills_en18_MS2022.xlf"
"834"	"S602 Urban Heat Island Effect"	"S602 Şəhər İstilik Adası Təsiri"	"S602_stimulus2_unknownID_56f9ce15b6aa65.70376295_0"	"PISA_aze-QAZ_SCI_S602-UrbanHeatIslandEffect_en18_MS2022.xlf"
"990"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Suala cavab vermək üçün seçimlərdən birini klikləyin.&lt;/i&gt;"	"S603_question4_itemDirections4_56f9ce15c7db21.50138191_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"1320"	"Do elephants play a key role in maintaining the population of ants on the savannah?"	"Fillər savannada qarışqaların saxlanmasında əsas rol oynayırmı?"	"S603_question5_question5_3_56f9ce15e88bd1.09474119_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1807"	"Sound ON at Outer Edge"	"Kənar sərhəddə SƏSLİ rejim"	"S626_stimulus3_graphTitle24_56f9ce162a67e3.96096545_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"1474"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Girişi oxuyun. Sonra NÖVBƏTİ oxunu klikləyin. &lt;/i&gt;"	"question0_1_itemDirections00_56f9ce1605d361.77751467_0"	"PISA_aze-QAZ_SCI_S615-Tsunami_en18_MS2022.xlf"
"1319"	"Are fences the best way to protect acacia trees from elephants?"	"Hasarlar akasiya ağaclarını fillərdən qorumaq üçün ən yaxşı yoldur?"	"S603_question5_question5_2_56f9ce15e88716.93227019_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2606"	"How to Run the Simulation"	"Simulyasiyanı necə başlamaq olar"	"menu_1_menuHeading_56fd8ed9302605.21458137_0"	"PISA_aze-QAZ_SCI_S643-LightBulbs_en18_MS2022.xlf"
"2412"	"How to Run the Simulation"	"Simulyasiyanı necə başlamaq olar"	"menu_1_MenuHeading_56f9ce1676c244.56231500_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"797"	"&lt;i&gt;Refer to &quot;Extinction of the Dinosaurs&quot; on the right. Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt;Sağda verilmiş &quot;Dinozavrların Nəslinin Kəsilməsi&quot; mətninə baxın. Suala cavab vermək üçün cədvəldəki seçimlərə klikləyin.&lt;/i&gt;"	"S527_question3_itemDirections3_56d724da4e3121.93902556_0"	"PISA_aze-QAZ_SCI_S527-ExtinctionOfTheDinosaurs_en18_MS2022.xlf"
"2898"	"&lt;b&gt;Habitable Zone&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Yaşayış Üçün Yararlı Zonalar&lt;/b&gt;&lt;br /&gt; Sual"	"S648_question3_qitemTitle3_56f9ce16b0e6e6.11349082_0"	"PISA_aze-QAZ_SCI_S648-HabitableZone_en18_MS2022.xlf"
"2183"	"To run this simulation, you can use the following controls:"	"Bu simulyasiya üzrə nəzarətin necə işlədiyini görmək üçün aşağıdakılara əməl edin:"	"menu_1_aMenuP3_56f9ce166216f7.62701289_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"2271"	"select"	"Seçim et"	"question3_1_o3b_0_56f9ce166ae069.51490181_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"1092"	"Geothermal Energy"	"Geotermal enerji"	"S605_stimulus1_attr_alt_attr_stimulus1_1_56f9ce15d23222.73533520_0"	"PISA_aze-QAZ_SCI_S605-GeothermalEnergy_en18_MS2022.xlf"
"2082"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ &lt;b&gt;Bir və ya daha çox &lt;/b&gt; kvadratı seçməyi unutmayın."	"question1_1_q1p3_56f9ce165793f1.86449302_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"1888"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Dəniz Mühitində Səs&lt;/b&gt;&lt;br /&gt; Sual"	"S626_question4_itemTitle_4_56f9ce16323442.45045858_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"2802"	"How to Run the Simulation"	"Simulyasiyanı necə başlamaq olar"	"menu_1_menuHeading_56f9ce16a5af22.66669234_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2608"	"To run this simulation, you can use the following controls:"	"Simulyasiyanı başlamaq üçün aşağıdakı düymələri istifadə edin:"	"menu_1_menuP2_56fd8ed9302e42.75991188_0"	"PISA_aze-QAZ_SCI_S643-LightBulbs_en18_MS2022.xlf"
"2552"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;Aşağıdakı informasiya əsasında məlumatları toplamaq üçün simulyasiyanı başladın. Suala cavab vermək üçün bir və ya daha çox kvadratı klikləyin.&lt;/i&gt;"	"question4_1_itemDirections04_56fd8ed92a9a21.01377659_0"	"PISA_aze-QAZ_SCI_S643-LightBulbs_en18_MS2022.xlf"
"845"	"5"	" "	"S602_stimulus2_y26_56f9ce15b6e2d9.69607416_0"	"PISA_aze-QAZ_SCI_S602-UrbanHeatIslandEffect_en18_MS2022.xlf"
"1416"	"Ammonoids"	"Ammonoidlər"	"S608_question4_attr_alt_attr_question4_1_56f9ce15f16e68.96118252_0"	"PISA_aze-QAZ_SCI_S608-Ammonoids_en18_MS2022.xlf"
"1225"	"Time of Exposure (minutes)"	"Ekspozisiya (dəqiqə)"	"S603_stimulus1_p25_56f9ce15dec732.12301105_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"977"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Suala cavab vermək üçün seçimlərdən birini klikləyin.&lt;/i&gt;"	"S603_question3_itemDirections3_56f9ce15c68491.54901858_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"970"	"Elephants and Acacia Trees"	"Fillər və Akasiya Ağacları"	"S603_question2_attr_alt_attr_question2_5_56f9ce15c4db83.47931823_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"2079"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;Aşağıdakı informasiya əsasında məlumatları toplamaq üçün simulyasiyanı başladın. Suala cavab vermək üçün bir və ya daha çox kvadratı klikləyin.&lt;/i&gt;"	"question1_1_itemDirections01_56f9ce16578975.14109978_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"1208"	"One experiment involved offering captive elephants an equal number of branches from each of the two species. Ants were removed from half of the species A branches, and ants were added to half of the species B branches. All branches were of similar size and had a similar number of leaves."	"Afrika savannasının vegetasiyası ot və akasiya ağaclarının qarışığından ibarətdir. Savannalarda fillər akasiya ağacları ilə qidalanır, lakin tədqiqatçılar fillərin qida kimi qəbul etmədiyi bir akasiya ağacı növünü müşahidə etmişdir."	"S603_stimulus1_Sp11_56f9ce15de9853.67677566_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2804"	"To run this simulation, you can use the following controls:"	"Simulyasiyanı başlamaq üçün aşağıdakı hərəkətləri istifadə edin:"	"menu_1_menuP2_56f9ce16a5b7a2.23055742_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2512"	"&lt;i&gt;Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt; Suala cavabınızı daxil edin.&lt;/i&gt;"	"S638_question5_itemDirections5_56f9ce16840557.63927843_0"	"PISA_aze-QAZ_SCI_S638-OilSpills_en18_MS2022.xlf"
"238"	"Density"	"Sıxlıq"	"S413_question3_q3t3tr3td1_56d724d9293265.66695797_0"	"PISA_aze-QAZ_SCI_S413-PlasticAge_en18_MS2022.xlf"
"2101"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Peyvənd və Xəstəliyin Yayılması &lt;/b&gt;&lt;br /&gt; Sual"	"question2_1_itemTitle02_56f9ce16593745.52518953_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"1206"	"S603 Elephants and Acacia Trees"	"S603 Fillər və Akasiya Ağacları"	"S603_stimulus1_unknownID_56f9ce15de8b75.42262193_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2178"	"This simulation allows you to explore the effect of a vaccination on the spread of an infectious disease in a population of people exposed to the disease."	"Bu simulyasiya sizə bu xəstəliyə məruz qalan əhalidə yoluxucu xəstəliyin yayılması üzrə peyvəndin təsirini tədqiq etməyə imkan verir."	"menu_1_aMenuP1_56f9ce1661f783.67216746_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"2267"	"select"	"Seçim et"	"question3_1_o3_0_56f9ce166ad643.18211208_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"1911"	"Car Tyres"	"Avtomobil Şinləri"	"S627_stimulus2_attr_alt_attr_stimulus2_2_56f9ce16351a36.65961311_0"	"PISA_aze-QAZ_SCI_S627-CarTyres_en18_MS2022.xlf"
"2268"	"increase"	"artacaq"	"question3_1_o3_1_56f9ce166ad8d2.57152476_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"2550"	"&lt;b&gt;Comparing Light Bulbs&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;İşıq lampalarının müqayisəsi&lt;/b&gt;&lt;br /&gt; Sual"	"question4_1_itemTitle04_56fd8ed92a9361.26419147_0"	"PISA_aze-QAZ_SCI_S643-LightBulbs_en18_MS2022.xlf"
"2891"	"."	"planetindəki temperatura ən oxşar orta səth temperaturuna malik olması gözlənilir."	"S648_question2_question2_1_56f9ce16af6b76.37929200_0"	"PISA_aze-QAZ_SCI_S648-HabitableZone_en18_MS2022.xlf"
"1910"	"Car Tyres"	"Avtomobil Şinləri"	"S627_stimulus2_attr_alt_attr_stimulus2_1_56f9ce163518e3.42020214_0"	"PISA_aze-QAZ_SCI_S627-CarTyres_en18_MS2022.xlf"
"2164"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Peyvənd və Xəstəliyin Yayılması &lt;/b&gt;&lt;br /&gt; Sual"	"CS634_Q05_itemTitle05_56f9ce165e09d1.44030030_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"2807"	"The Run button to display the results."	"Nəticələri göstərmək üçün “Başlat” düyməsi."	"menu_1_menuLi3_56f9ce16a5c0a2.15687788_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2053"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"Əla!&lt;br /&gt; Davam etmək üçün NÖVBƏTİ oxuna sıxın."	"stimulus_1_dialogMsgText2_56f9ce16534058.49538271_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"2814"	"Run"	"Başlat"	"sim_1_runButton_56f9ce16a778e3.51809632_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2864"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Girişi oxuyun. Sonra NÖVBƏTİ oxunu klikləyin. &lt;/i&gt;"	"S648_Q0_itemDirections0_56f9ce16ad1801.84850427_0"	"PISA_aze-QAZ_SCI_S648-HabitableZone_en18_MS2022.xlf"
"2181"	"&lt;b&gt;Infectious:&lt;/b&gt; Individuals in this state have the disease and can infect others."	"&lt;b&gt;Yoluxmuş :&lt;/b&gt; Bu vəziyyətdə olan şəxslər xəstədir və başqalarını yoluxdura bilər."	"menu_1_aMenutr2td2_56f9ce16620b06.98424078_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"2269"	"decrease"	"azalacaq"	"question3_1_o3_2_56f9ce166adb53.19322708_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"2059"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Girişi oxuyun. Sonra NÖVBƏTİ oxunu klikləyin. &lt;/i&gt;"	"CS634_intro_itemDirections0_56f9ce1654dc32.63695252_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"1914"	"car tyres"	"Avtomobil Şinləri"	"S627_stimulus3_title3_56f9ce1635fec2.45697217_0"	"PISA_aze-QAZ_SCI_S627-CarTyres_en18_MS2022.xlf"
"1815"	"Sound in Marine Habitats"	"Dəniz mühitində səs"	"S626_stimulus3_attr_alt_attr_stimulus3_3_56f9ce162a8d52.12993516_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"1209"	"All four types of branches were offered to the elephants at time 0, and observations were made every 10 minutes for one hour. The following data were collected from the study:"	"Bütün dörd növdə olan budaqlar fillərə verildi və verildiyi andan başlayaraq saatın hət 10-cu dəqiqəsində müşahidə həyata keçirildi. Araşdırmadan aşağıdakı məlumat əldə edildi:"	"S603_stimulus1_Sp12_56f9ce15de9b16.25153197_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2494"	"Can this question be answered by scientific experiments?"	"Bu suala elmi təcrübələr ilə cavab vermək olar?"	"S638_question4_Q4_tr1th1_56f9ce1682b0d8.62476190_0"	"PISA_aze-QAZ_SCI_S638-OilSpills_en18_MS2022.xlf"
"2335"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔&lt;i&gt;&lt;b&gt; Bir və ya daha çox &lt;/b&gt; kvadratı seçməyi unutmayın.&lt;/i&gt;."	"S662_question7_q7p3_56f9ce1671b066.23875442_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"1317"	"The researchers did another experiment that involved selecting two similar areas of the savannah that had both species of acacia trees. One of the two areas was enclosed by a fence that is known to keep out elephants but does not keep smaller animals out. The researchers checked the trees in both areas for damage once every six months.&lt;br /&gt;&lt;br /&gt;Which of the following questions is the experiment designed to answer?"	"Tədqiqatçılar başqa bir təcrübə həyata keçirdilər və bu dəfə akasiya ağaclarının hər iki növünün olduğu savannanın iki oxşar sahəsini seçdilər. İki sahədən biri filləri içəri buraxmamaq üçün hasarla əhatə olunmuşdur. Nisbətən kiçik heyvanlar hasarın içərisinə buraxılmışdır.Tədqiqatçılar altı ayda bir dəfə hər iki sahədəki ağacları hər hansı zədə alıb-almadığını müəyyən etmək üçün yoxlayırdılar.&lt;br /&gt;&lt;br /&gt;Təcrübə aşağıdakı suallardan hansına cavab vermək üçün hazırlanmışdır?"	"S603_question5_p52_56f9ce15e87e71.71587596_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2532"	"&lt;b&gt;Comparing Light Bulbs&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;İşıq lampalarının müqayisəsi&lt;/b&gt;&lt;br /&gt; Sual"	"question3_1_itemTitle03_56fd8ed9294379.87380352_0"	"PISA_aze-QAZ_SCI_S643-LightBulbs_en18_MS2022.xlf"
"1003"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Suala cavab vermək üçün seçimlərdən birini klikləyin.&lt;/i&gt;"	"S603_question5_itemDirections5_56f9ce15c92572.26992135_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"1318"	"Is damage to acacia trees caused mainly by elephants?"	"Akasiya ağaclarına zədə əsasən fillər tərəfindən dəymişdir?"	"S603_question5_question5_1_56f9ce15e88305.92903148_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2867"	"Habitable Zone"	"Yaşayış Üçün Yararlı Zonalar"	"S648_Q0_Qlable1_1_56f9ce16ad2192.13397638_0"	"PISA_aze-QAZ_SCI_S648-HabitableZone_en18_MS2022.xlf"
"1735"	"&lt;b&gt;Wildfires and the Fire Triangle&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Yanğınlar və Yanğın Üçbucağı&lt;/b&gt;&lt;br /&gt; Sual"	"S625_question3_qitemTitle3_56f9ce1625abc3.29300285_0"	"PISA_aze-QAZ_SCI_S625-WildfiresAndTheFireTriangle_en18_MS2022.xlf"
"2273"	"decrease"	"azalacaq."	"question3_1_o3b_2_56f9ce166ae551.14649817_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"929"	"S603 Elephants and Acacia Trees"	"FİLLƏR VƏ AKASİYA AĞACLARI"	"S603_stimulus0_unknownID_56f9ce15bf5a06.47152342_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"2712"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Girişi oxuyun. Sonra NÖVBƏTİ oxunu klikləyin. &lt;/i&gt;"	"question0_1_itemDirections00_56f9ce169c6b67.08383402_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"1220"	"Species B&lt;br /&gt;branches with ants"	"B Növü &lt;br /&gt;qarışqaların olduğu budaqlar"	"S603_stimulus1_le4_56f9ce15deb940.35048755_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1315"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Suala cavab vermək üçün seçimlərdən birini klikləyin.&lt;/i&gt;"	"S603_question5_itemDirections5_56f9ce15e87764.54150643_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2177"	"How to Run the Simulation"	"Simulyasiyanı necə başlamaq olar"	"menu_1_MenuHeading_56f9ce1661f082.18493634_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"1313"	"&lt;b&gt;Development and Disaster&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;İnkişaf və Təbii Fəlakət&lt;/b&gt;&lt;br /&gt; Sual"	"S603_question5_itemTitle5_56f9ce15e87110.52427026_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1510"	"&lt;b&gt;Understanding Tsunamis&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Sunami anlayışları&lt;/b&gt;&lt;br /&gt; Sual"	"question4_1_itemTitle04_56f9ce160a7644.60076860_0"	"PISA_aze-QAZ_SCI_S615-Tsunami_en18_MS2022.xlf"
