"Segment"	"en-ZZ"	"ko-KR"	"ID"	"File"
"3981"	"Litres"	"리터"	"MA146_stimulus3_liters_5c9d2164e9e439.48235083_0"	"PISA_kor-KOR_MAT_MA146-Fuel_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"숫자 키를 사용하여 물음에 대한 답을 입력하시오."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_kor-KOR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"선택지를 하나 클릭하고 물음에 대한 답을 설명하시오."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_kor-KOR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2459"	"mg"	"mg 까지"	"MA128q02_question_question02_13_5c9d21372a79d4.15572906_0"	"PISA_kor-KOR_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"숫자 키를 사용하여 물음에 대한 답을 입력하시오."	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_kor-KOR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"5348"	"Question"	"물음"	"q2MA161_question_q2tr1th1_5c9d2137d31a65.20583341_0"	"PISA_kor-KOR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"물음에 대한 답을 한 개 또는 그 이상 선택하여 클릭하시오."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_kor-KOR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"4627"	"Click on a choice and then type an explanation to answer the question."	"선택지를 하나 클릭하고 물음에 대한 답을 설명하시오."	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_kor-KOR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"각 설명에 대하여 &lt;b&gt;참&lt;/b&gt; 또는 &lt;b&gt;거짓&lt;/b&gt; 중 하나를 선택하시오."	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_kor-KOR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"이유를 설명하고, 수치에 근거하여 설명을 뒷받침하시오."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_kor-KOR_MAT_MA146-Fuel_en21_MS2022.xlf"
"3841"	"269 kJ"	"269kJ"	"MA144_stimulusb_r3c2_5c9d2164cc9014.63988134_0"	"PISA_kor-KOR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4238"	"Click on one or more boxes to answer the question."	"물음에 대한 답을 하나 또는 그 이상 선택하여 클릭하시오."	"q1MA149_question_q1itemDirections_5c9d21652ae393.23843683_1_0"	"PISA_kor-KOR_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"물음에 대한 답을 한 개 또는 그 이상 선택하여 클릭하시오."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_kor-KOR_MAT_MA114-Honey_en21_MS2022.xlf"
"2732"	"Click on the choices in the table to answer the question."	"표에 있는 선택지를 클릭해서 물음에 답하시오."	"MA130_question02_itemDirectionsQ02_5c9d214b8c2531.90987341_1_0"	"PISA_kor-KOR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4202"	"Click on a choice and then type an explanation to answer the question."	"선택지를 하나 클릭하고 물음에 대한 답을 설명하시오."	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_kor-KOR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"각 설명에 대해 &lt;b&gt;참&lt;/b&gt; 또는 &lt;b&gt;거짓&lt;/b&gt; 중 하나를 클릭하시오."	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_kor-KOR_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1039"	"84+"	"85+"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_kor-KOR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3812"	"269 kJ"	"269kJ"	"MA144_stimulusa_r3c2_5c9d2164cb19e8.95739034_0"	"PISA_kor-KOR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"5402"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"각 설명에 대해 &lt;b&gt;예&lt;/b&gt; 또는 &lt;b&gt;아니요&lt;/b&gt;를 클릭하시오."	"q3MA160_question_q3p2_5c9d2137d54e96.19323569_1_0"	"PISA_kor-KOR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"4632"	"Explain your answer and include numerical values to support your explanation."	"이유를 설명하고, 수치에 근거하여 설명을 뒷받침하시오."	"q3MA154_question_q3p3_5c9d21655e78d5.34923288_0"	"PISA_kor-KOR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2348"	"Explain your answer."	"답을 설명하시오."	"Q2MA122_question_Q2ItmStmP4Id_5c9d214b6c2632.07402001_0"	"PISA_kor-KOR_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"물음에 대한 답을 두 개 선택하여 클릭하시오."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_kor-KOR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"숫자 키를 사용하여 물음에 대한 답을 입력하시오."	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_kor-KOR_MAT_MA111-HealthApp_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓&lt;b&gt;한 개 또는 그 이상&lt;/b&gt; 선택할 수 있음을 기억하시오."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_kor-KOR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2559"	"Using the number keys, type your answer to the question."	"숫자 키를 사용하여 물음에 대한 답을 입력하시오."	"Q2MA129_question_Q2ItmDirP1Id_5c9d214b793427.46399402_1_0"	"PISA_kor-KOR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
