"Segment"	"en-ZZ"	"ar-MA"	"ID"	"File"
"4377"	"Question"	"سؤال"	"q1MA151_question_q1itemTitle_5c9d2165424479.13098942_2_0"	"PISA_ara-MAR_MAT_MA151-MovingOut_en21_MS2022.xlf"
"5402"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"انقر على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكل عبارة."	"q3MA160_question_q3p2_5c9d2137d54e96.19323569_1_0"	"PISA_ara-MAR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1409"	"Question"	"سؤال"	"MA117_question02_Q02itemTitle_5c9d214aae23e8.37221158_2_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4383"	"Statement"	"تأكيد"	"q1MA151_question_q1tr1th1_5c9d2165424b48.24511318_0"	"PISA_ara-MAR_MAT_MA151-MovingOut_en21_MS2022.xlf"
"1194"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA114_question2_itemDirections2_5c9d214a83b1e3.67009864_1_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"2204"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA126_question01_itemDirectionsQ01_5c9d214b506370.60535880_1_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"3179"	"Question"	"سؤال"	"Q1MA134_question_Q1itemTitle_5c9d2164316d34.51679777_2_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1183"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA114_question1_itemDirections1_5c9d214a82a650.54712226_1_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"4131"	"30%"	"% 30"	"MA147q4_question_question04_6_5c9d21650b70f6.04913867_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3545"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2CMA138_question_q2itemDirections_5c9d21648472a1.52007146_1_0"	"PISA_ara-MAR_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"4728"	"0%"	"% 0"	"MA158_stimulus_r5c6_5c9d216579a9a2.87361390_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3590"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"xxCMA139_question_q2itemDirections_5c9d2164919bd5.42007175_1_0"	"PISA_ara-MAR_MAT_MA139-TabletCover_en21_MS2022.xlf"
"1340"	"Question"	"سؤال"	"MA116_question3_itemTitle3_5c9d214a9c46c3.04760682_2_0"	"PISA_ara-MAR_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4775"	"Question"	"سؤال"	"q3MA158_question_q3itemTitle_5c9d21657e1bf1.54874380_2_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3792"	"Question"	"سؤال"	"MA143_question04_q4itemTitle_5c9d2164c0de40.61854428_2_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"4918"	"Select from the drop-down menus to answer the question."	"اختر من القائمة المنسدلة للإجابة عن السؤال."	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_ara-MAR_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4124"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA147q4_question_q4itemDirections_5c9d21650b66f4.19975110_1_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"1446"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA117_question05_Q05itemDirections_5c9d214ab30ed9.20769936_1_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3705"	"Question"	"سؤال"	"MA142_questionq1_q1itemTitle_5c9d2164b33425.15090248_2_0"	"PISA_ara-MAR_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_ara-MAR_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"1479"	"Question"	"سؤال"	"MA119_question3_itemTitle3_5c9d214ad81148.43576514_2_0"	"PISA_ara-MAR_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"للإجابة على السؤال، انقر على خانتين."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_ara-MAR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"984"	"Age"	"السن"	"MA113S02_stimulus_tr2td3_5c9d214a6622b3.32961817_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"2339"	"Question"	"سؤال"	"Q2MA122_question_Q2itemTitle_5c9d214b6c1964.78948918_2_0"	"PISA_ara-MAR_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر على&lt;b&gt; صحيح &lt;/b&gt; أو  &lt;b&gt;خطأ &lt;/b&gt; لكل عبارة."	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_ara-MAR_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"827"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q2M111_question_Q2itemDirections_5c9d214a59d864.67731521_1_0"	"PISA_ara-MAR_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4132"	"42%"	"% 42"	"MA147q4_question_question04_7_5c9d21650b7306.73251190_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"4729"	"50%"	"% 50"	"MA158_stimulus_r5c7_5c9d216579ab00.59196640_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2559"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"Q2MA129_question_Q2ItmDirP1Id_5c9d214b793427.46399402_1_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1836"	"Question"	"سؤال"	"MA121_question03_Q03itemTitle_5c9d214b07d538.89357923_2_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3372"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"MA136_question02_q2itemDirections_5c9d216461f9f0.70778441_1_0"	"PISA_ara-MAR_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3444"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"xxCMA137_question_q1itemDirections_5c9d21646f0047.88877228_1_0"	"PISA_ara-MAR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3456"	"Select from the drop-down menus to answer the question."	"للإجابة عن السؤال، اختر أجوبتك من القوائم المنسدلة."	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_ara-MAR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4177"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q1MA148_question_q1itemDirections_5c9d21651b0cc9.30517555_1_0"	"PISA_ara-MAR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"2953"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q2MA132_question_Q2ItmDirP1Id_5c9d214bb5c036.31631569_1_0"	"PISA_ara-MAR_MAT_MA132-WaterTemperature_en21_MS2022.xlf"
"1716"	"Then click on the NEXT arrow."	"ثم انقر فوق السهم الموالي."	"question0a_1_itemDirections00_5c9d214b0026f2.42195434_1_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2527"	"Then click on the NEXT arrow."	"ثم انقر فوق السهم الموالي."	"question0a_1_itemDirections00_5c9d214b76c282.48085737_1_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"انقر على أحد أو عدة اختيارات للإجابة على السؤال."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"4696"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2MA157_question_q2itemDirections_5c9d216572eb83.90804733_1_0"	"PISA_ara-MAR_MAT_MA157-Tyres_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"اشرح وعلل إجابتك بالاستعانة بقيم عددية."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"2708"	"Use drag and drop to answer the question."	"استخدم السحب والوضع للإجابة على السؤال."	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_ara-MAR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4249"	"Question"	"سؤال"	"q2MA149_question_q2itemTitle_5c9d21652c2e97.97973326_2_0"	"PISA_ara-MAR_MAT_MA149-FloorArea_en21_MS2022.xlf"
"5190"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد اختيارات الاجابة، ثم أكتب تعليل اختيارك."	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_ara-MAR_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"اكتب إجابتك على السؤال باستعمل مفاتيح الأرقام."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"3780"	"Question"	"سؤال"	"MA143_question03_q3itemTitle_5c9d2164bfa614.68308279_2_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"2790"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA131_question1_q1itemDirections_5c9d214ba1ed50.83741588_1_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"814"	"Question"	"سؤال"	"Q1M111_question_Q1itemTitle_5c9d214a58a2d8.22403053_2_0"	"PISA_ara-MAR_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4292"	"Question"	"سؤال"	"q2MA150_question_q2itemTitle_5c9d216538eb62.19137041_2_0"	"PISA_ara-MAR_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"4767"	"Statement"	"تأكيد"	"q2MA158_question_q2tr1th1_5c9d21657cb706.07064036_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1130"	"Click on the choices in the table to answer the question."	"انقر فوق الاختيارات الموجودة في الجدول للإجابة على السؤال."	"Q02MA113_question_Q02itemDirections_5c9d214a6c39e7.02495684_1_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4616"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2MA154_question_q2itemDirections_5c9d21655d41c9.81604829_1_0"	"PISA_ara-MAR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1556"	"Click on one or more boxes to answer the question."	"انقر على أحد أو عدة اختيارات للإجابة على السؤال."	"MA120_question3_itemDirectionsQ03_5c9d214ae4ac85.25797889_1_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2978"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA133Q01_question_q1itemDirections_5c9d2164228f81.27626420_1_0"	"PISA_ara-MAR_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"4395"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2MA151_question_q2itemDirections_5c9d216543c0a5.48560059_1_0"	"PISA_ara-MAR_MAT_MA151-MovingOut_en21_MS2022.xlf"
"1398"	"Question"	"سؤال"	"MA117_question01_q01itemTitle_5c9d214aacc6a3.43320789_2_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1180"	"Question"	"سؤال"	"MA114_question1_itemTitle1_5c9d214a82a374.57540900_2_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"1807"	"Question"	"سؤال"	"MA121_question02_Q02itemTitle_5c9d214b057c40.31719769_2_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2812"	"Question"	"سؤال"	"MA131_question3_q3itemTitle_5c9d214ba449d2.21472976_2_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"4000"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA146q2_question_q2itemDirections_5c9d2164ecdb44.24311045_1_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"2975"	"Question"	"سؤال"	"MA133Q01_question_q1itemTitle_5c9d2164228c52.22845231_2_0"	"PISA_ara-MAR_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"4904"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"انقر على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكل عبارة."	"q1MA160_question_q1p1_5c9d21377c3598.13096072_1_0"	"PISA_ara-MAR_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1379"	"Then click on the NEXT arrow."	"ثم انقر فوق السهم الموالي."	"question0a_1_itemDirections00_5c9d214aab7211.94558881_1_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1401"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA117_question01_q01itemDirections_5c9d214aacc999.01242355_1_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3356"	"Question"	"سؤال"	"MA136_question01_q1itemTitle_5c9d216460b8f1.10778635_2_0"	"PISA_ara-MAR_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"1378"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214aab7211.94558881_0_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1116"	"Question"	"سؤال"	"Q01MMA113_question_Q4itemTitle_5c9d214a6aa170.35786830_2_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3650"	"Question"	"سؤال"	"q1CMA141_question_q1itemTitle_5c9d2164a61d33.86367519_2_0"	"PISA_ara-MAR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"2749"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA130_question03_itemDirectionsQ03_5c9d214b8dfe44.39422320_1_0"	"PISA_ara-MAR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3949"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA145_question2_q2itemDirections_5c9d2164e0e799.91065994_1_0"	"PISA_ara-MAR_MAT_MA145-Shadows_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_ara-MAR_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2705"	"Question"	"سؤال"	"MA130_question1_q01itemTitle_5c9d214b8a4313.15859297_2_0"	"PISA_ara-MAR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"2187"	"Then click on the NEXT arrow."	"ثم انقر فوق السهم الموالي."	"question0a_1_itemDirections00_5c9d214b4ef0e1.47653790_1_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"3760"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA143_question01_q1itemDirections_5c9d2164bd09f7.43448559_1_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"1127"	"Question"	"سؤال"	"Q02MA113_question_Q02itemTitle_5c9d214a6c3716.16953929_2_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3674"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q3CMA141_question_q3itemDirections_5c9d2164a87c86.43889590_1_0"	"PISA_ara-MAR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1142"	"Question"	"سؤال"	"Q03MA113_question_Q03itemTitle_5c9d214a6e0a45.71698655_2_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4632"	"Explain your answer and include numerical values to support your explanation."	"اشرح وعلل إجابتك بالاستعانة بقيم عددية."	"q3MA154_question_q3p3_5c9d21655e78d5.34923288_0"	"PISA_ara-MAR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"3359"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA136_question01_q1itemDirections_5c9d216460bbf5.70131128_1_0"	"PISA_ara-MAR_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"4008"	"Question"	"سؤال"	"MA146q3_question_q3itemTitle_5c9d2164ee42c1.06790487_2_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"1968"	"Question"	"سؤال"	"Q3MA124_question_Q3itemTitle_5c9d214b4296d9.18387970_2_0"	"PISA_ara-MAR_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"3575"	"Question"	"سؤال"	"CMA139_question_q1itemTitle_5c9d2164903448.47615480_2_0"	"PISA_ara-MAR_MAT_MA139-TabletCover_en21_MS2022.xlf"
"2416"	"Select from the drop-down menus to answer the question."	"اختر من القائمة المنسدلة للإجابة عن السؤال."	"Q1MA122_question_Q1ItmDirP1Id_5c9d21372895a9.88816326_1_0"	"PISA_ara-MAR_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"4083"	"Question"	"سؤال"	"MA147q1_question_q1itemTitle_5c9d21650761d2.13512496_2_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3174"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt;مجموع&lt;/b&gt;"	"MA134_stimulus3_stimulus03_57_5c9d21642f4bf9.88936552_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3627"	"Question"	"سؤال"	"MA140_question3_q3itemTitle_5c9d21649dbb42.84442751_2_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"3914"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر فوق &lt;b&gt; صحيح &lt;/b&gt; أو &lt;b&gt; خطأ &lt;/b&gt; لكل عبارة."	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_1_0"	"PISA_ara-MAR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_ara-MAR_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4646"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_ara-MAR_MAT_MA156-Points_en21_MS2022.xlf"
"3897"	"Question"	"سؤال"	"q2MA144_question_q2itemTitle_5c9d2164cfce71.51273857_2_0"	"PISA_ara-MAR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"837"	"Question"	"سؤال"	"Q3M111_question_Q3itemTitle_5c9d214a5b1113.22333612_2_0"	"PISA_ara-MAR_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4679"	"Use drag and drop to answer the question."	"للإجابة عن السؤال، استعمل الوظيفة &quot;سحب - وضع&quot;."	"q1MA157_question_q1itemDirections_5c9d216571a4f9.75837745_1_0"	"PISA_ara-MAR_MAT_MA157-Tyres_en21_MS2022.xlf"
"3708"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA142_questionq1_q1itemDirections_5c9d2164b33733.31465748_1_0"	"PISA_ara-MAR_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"2534"	"Question"	"سؤال"	"Q1MA129_question_Q1itemTitle_5c9d214b77e8f8.49639200_2_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"5147"	"Select from the drop-down menus to answer the question."	"اختر من القائمة المنسدلة للإجابة عن السؤال."	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_ara-MAR_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1839"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA121_question03_Q03itemDirections_5c9d214b07d797.77931049_1_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"4011"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"MA146q3_question_q3itemDirections_5c9d2164ee45c4.14040171_1_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"3915"	"Statement"	"تأكيد"	"q3MA144_question_q3tr1th1_5c9d2164d14be7.65905574_0"	"PISA_ara-MAR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3380"	"Question"	"سؤال"	"MA136_question03_q3itemTitle_5c9d2164634803.40352832_2_0"	"PISA_ara-MAR_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ تذكر تحديد &lt;b&gt; خانة أو أكثر&lt;/b&gt;."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1145"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q03MA113_question_Q03itemDirections_5c9d214a6e0c82.46175181_1_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
