"Segment"	"en-ZZ"	"ar-AE"	"ID"	"File"
"2829"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question04_q04itemTitle_56fc785ce35cb1.72030187_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"4662"	"Introduction"	"مقدمة"	"q00body_itemTitle00_56fc783b5ae715.23065375_1_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2102"	"True"	"صحيحة"	"R545_question03_Q03tr1th2_56fc7821ad9111.87122059_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1431"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q01R542_question_Q01itemDirections_56fc782106a666.48274673_1_0"	"PISA_ara-ARE_REA_R542-BulletinBoard_en18_MS2022.xlf"
"2843"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question05_q05itemTitle_56fc785ce58b86.78464724_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر على &lt;b&gt;صحيحة &lt;/b&gt; أو &lt;b&gt; خاطئة &lt;/b&gt; لكل عبارة ."	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5312"	"True"	"صحيحة"	"R567_question08_q08tr1th2_56fc7879157d44.48840269_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5947"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question01_q01itemDirections_56fc787977c2c5.49256860_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"3957"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R560_question04_q04itemDirections_56fc784a7c0426.30672562_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1050"	"&lt;b&gt;2/ Complete&lt;/b&gt; the form below.&lt;br /&gt; &lt;b&gt;3/ Attach&lt;/b&gt; a copy of your proof of purchase as well as the bar code(s) or price tag(s) of the original products.&lt;br /&gt; &lt;b&gt;4/ Send&lt;/b&gt;, within 15 days of purchase, to the following address:&lt;br /&gt;"	"&lt;b&gt;2/ أملأ &lt;/b&gt; النموذج أدناه.&lt;br /&gt; &lt;b&gt;3/ أرفق &lt;/b&gt; نسخة من إثبات مشترياتك والرمز الالكتروني أو بطاقة السعر للمنتج الأصلي.&lt;br /&gt; &lt;b&gt;4/ أرسل &lt;/b&gt;خلال 15 يوماً من الشراء إلى العنوان التالي:&lt;br /&gt;"	"R466_stimulus_section2_50d37b1428a519.57322102_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"3842"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R559_question05_q05itemDirections_56fc783b2928b3.13861690_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"1293"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q05_question_Q05itemDirections_56fc7820d2f8a9.56273558_1_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"2873"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question07_q07itemTitle_56fc785ce9a365.24704799_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"2847"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R550_question05_q05itemDirections_56fc785ce59224.28868554_1_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"4942"	"Website"	"الموقع الإلكتروني"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2722"	"Dedicated to the preservation of this important landmark"	"مخصص للحفاظ على هذا المَعلَم المهم"	"R550_hours_hours-tagline_56fc785ccf5622.79476431_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"2513"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R549_question02_q02itemDirections_56fc786acd2da2.66365134_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5739"	"Read the Introduction."	"اقرأ المقدمة."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_0_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"3814"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R559_question03_q03itemDirections_56fc783b26ca61.80059891_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"2833"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R550_question04_q04itemDirections_56fc785ce36323.12198026_1_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"5251"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R567_question04_q04itemDirections_56fc78790f8a73.23597526_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5393"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R568_question10_q10itemDirections_56fc78791dc480.80691911_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4663"	"Read the Introduction."	"اقرأ المقدمة."	"q00body_q00itemDirections_56fc783b5aea95.72363860_0_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"1071"	"&lt;b&gt;Important!  Do not forget to attach:&lt;/b&gt;&lt;br /&gt; — A copy of your proof of purchase&lt;br /&gt; — The bar code(s) or price tag(s) of the original products&lt;br /&gt;"	"مهم! لا تنسى أن ترفق ما يلي:&lt;/b&gt;&lt;br /&gt; &amp;mdash;  نسخة من إثبات الشراء. &lt;br /&gt; &amp;mdash; الرمز الالكتروني للمنتجات الأصلية.&lt;br /&gt;"	"R466_stimulus_sect3right_50d37b1428ff55.85989572_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"5008"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4205"	"Refer to both chats on the right by clicking on each of the tabs."	"ارجع إلى الدردشتين على الجانب الأيسر بالنقر على كل واحدة من علامات التبويب."	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_0_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"304"	"S"	"الأحد"	"R219_stimulus_stimulus_10_50d36da2c55f42.21736534_0"	"PISA_ara-ARE_REA_R219-Employment_en15_MS2022.xlf"
"1851"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم انقر على زر &quot;التالي&quot;. &lt;/i&gt;"	"question0b_1_itemDirections00_56fc782165fc64.42851849_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"3994"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R560_question06_q06itemDirections_56fc784a7f68d8.83936530_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4147"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R561_question03_q03itemDirections_56fc785d2a1ae0.05518128_1_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"6159"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_1_0"	"PISA_ara-ARE_REA_R590-Sentences01_en18_MS2022.xlf"
"3468"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R556_question6_itemDirections_56fc783ad7eec4.09705116_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"54"	"&lt;i&gt;Refer to the two-page newspaper article on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;ارجع إلى المقال في الجريدة في الصفحتين على الجانب الأيسر ، واطبع إجابتك عن السؤال&lt;/i&gt;"	"R102_question_itemDirections_50d366e301e148.07061706_0"	"PISA_ara-ARE_REA_R102-Shirts_en15_MS2022.xlf"
"4394"	"About Us"	"نبذة عنّا."	"R563-stimulus-communtity_stimulus_culture_community_5_56fc786b34e7e8.94779133_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4888"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R565_question7_itemDirections_56fc785d61d9f9.86494574_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"1266"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q03_question_Q03itemDirections_56fc7820d02020.47983670_1_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"4447"	"About Us"	"نبذة عنّا."	"R563-stimulus-communtity_stimulus_culture_sports_5_56fc786b3809e6.65774760_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4500"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4701"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R564_question03_q03itemDirections_56fc783b5e5cd1.57939726_1_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"1068"	"Between £60 and £149.99&lt;br /&gt;"	"بين 600 و1490.90 درهم&lt;br /&gt;"	"R466_stimulus_sect3left_50d37b1428f3d3.98380922_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"3929"	"Click on a search result to answer the question."	"ثم انقر على إحدى نتائج البحث للإجابة عن السؤال."	"R560_question01_q01itemDirections_56fc784a78e486.20169494_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3776"	"Introduction"	"مقدمة"	"q00body_itemTitle00_56fc783b2345c2.65472154_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4482"	"About Us"	"نبذة عنّا."	"R563-stimulus-news_stimulus_news_5_56fc786b3a5726.69858954_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3786"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R559_question01_q01itemDirections_56fc783b245423.47469729_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4853"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R565_question4_itemDirections_56fc785d5db7c6.75871172_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"3828"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R559_question04_q04itemDirections_56fc783b27f456.31679060_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5374"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q0a-body_q0a-itemDirections_56fc787919c1f3.79340677_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3057"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R552_question03_q03itemDirections_56fd794260f3e6.11870453_1_0"	"PISA_ara-ARE_REA_R552-FestiRock_en18_MS2022.xlf"
"3209"	"Introduction"	"مقدمة"	"question00a_1_itemTitle0a_56fc784a5a2385.32112185_1_0"	"PISA_ara-ARE_REA_R553-HealthForum_en18_MS2022.xlf"
"1330"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q05_question_Q05itemDirections_56fc7820d65671.48215910_1_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"301"	"T"	"الخميس"	"R219_stimulus_stimulus_7_50d36da2c553a5.79695721_0"	"PISA_ara-ARE_REA_R219-Employment_en15_MS2022.xlf"
"5542"	"True"	"صحيحة"	"R568_question02_q02tr1th2_56fc784aa47db9.34290218_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"6148"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_1_0"	"PISA_ara-ARE_REA_R590-Sentences01_en18_MS2022.xlf"
"1355"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q10_question_Q10itemDirections_56fc7820d94ce2.32272970_1_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"6014"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question05_q05itemDirections_56fc78797d7529.74542919_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"1841"	"Introduction"	"مقدمة"	"question0a_1_itemTitle00_56fc782164df60.33871605_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"6028"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question06_q06itemDirections_56fc78797f34f1.87101971_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"5246"	"Give one example."	"أعطِ مثالاً واحداً."	"R567_question03_q03p2_56fc78790e6a67.23961686_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3018"	"Read the Introduction."	"اقرأ المقدمة."	"q00a-body_q00a-itemDirections_56fd79425c7be5.80957375_0_0"	"PISA_ara-ARE_REA_R552-FestiRock_en18_MS2022.xlf"
"4206"	"Click on a choice and then type an explanation to answer the question."	"وانقر على أحد الخيارات ثم اكتب شرحاً للإجابة عن السؤال."	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_1_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3475"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R556_question7_itemDirections_56fc783ad9edc5.41424598_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"1957"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"انقر على &lt;b&gt; نعم &lt;/b&gt; أو &lt;b&gt; لا &lt;/b&gt;  لكل عبارة."	"R544_question4_question4_1_56fc78217b0235.67596425_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"3123"	"Click on a choice and then type an explanation to answer the question."	"و انقر على أحد الخيارات ثم اكتب شرحاً للإجابة عن السؤال."	"R552_question08_q08itemDirections_56fd79426a23e6.65077049_1_0"	"PISA_ara-ARE_REA_R552-FestiRock_en18_MS2022.xlf"
"5267"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر على &lt;b&gt;صحيحة &lt;/b&gt; أو &lt;b&gt; خاطئة &lt;/b&gt; لكل عبارة ."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1312"	"True"	"صحيحة"	"Q07_question_tr1th2_56fc7820d48a65.56061412_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"2656"	"Dedicated to the preservation of this important landmark"	"مخصص للحفاظ على هذا المَعلَم المهم"	"R550_ancestral_ancestral-tagline_56fc785cc8c793.88389873_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"4274"	"Introduction"	"مقدمة"	"q00body_itemTitle00_56fc783b3f8715.72792534_1_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"3308"	"MICROLENDING – GENEROSITY OR GREED?"	"القروض متناهية الصغر ـ سخاء أم جشع؟"	"Page2_stimulus_pg2Title_56fc783ab45909.01682830_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"2576"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R549_question07_q07itemDirections_56fc786ad40030.43832098_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3673"	"&lt;i&gt;Refer to the Tyson Electronics webpage on the right."	"&lt;i&gt;ارجع إلى صفحة الموقع الإلكترونية الخاصة بشركة المروج  للإلكترونيات على الجانب الأيسر."	"R558_question4_itemDirections_56fc786b0c9040.22539487_0_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2492"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2126"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R545_question02_Q06itemDirections_56fc7821b05912.78337269_1_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5136"	"Click on a choice and then type an explanation to answer the question."	"وانقر على اختيار ثم اكتب شرحاً للإجابة عن السؤال."	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2004"	"Type your answer to the question.&lt;/i&gt;"	"ثم  اكتب إجابتك عن السؤال &lt;/i&gt;."	"R544_question8_itemDirections_56fc7821801f42.81584931_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"1238"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q01_question_Q01itemDirections_56fc7820cd87b9.08306338_1_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"5844"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اكتب شرحاً للإجابة عن السؤال."	"q7R569_question_q7itemDirections_56fc7879565396.04415883_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"1502"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q05R542_question_Q05itemDirections_56fc78210d1328.39002237_1_0"	"PISA_ara-ARE_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1903"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"وانقر على أحد الخيارات ثم اكتب شرحاً للإجابة عن السؤال. &lt;/i&gt;"	"R544_question12_itemDirections_56fc78216b9a04.98619256_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"1049"	"&gt; For purchases between £60 and £149.99, Work Right will reimburse you £20.&lt;br /&gt; &gt; For purchases between £150 and £299.99, Work Right will reimburse you £50.&lt;br /&gt; &gt; For purchases of £300 or more, Work Right will reimburse you £100.&lt;br /&gt;"	"&lt; للمشتريات من 600 درهم وحتى 1499.9 درهم ستحصل من ورك رايت على &lt;span id=&quot;q3key&quot;&gt;200&lt;/span&gt; درهماً.&lt;br /&gt; &lt; للمشتريات من 1500 درهم وحتى 2999.99 درهم ستحصل من ورك رايت على 500 درهماً.&lt;br /&gt; &lt; للمشتريات من 3000 درهم فأكثر ستحصل من ورك رايت على 1000 درهماً.&lt;br /&gt;"	"R466_stimulus_line5_50d37b1428a281.97771485_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"331"	"Then click on the NEXT arrow to view the first question."	"ثم انقر السهم &quot;التالي&quot;ثم انقر السهم لترى السؤال الأول"	"R220_question_introBullet3_50d3746289e2c1.23349584_0"	"PISA_ara-ARE_REA_R220-SouthPole_en15_MS2022.xlf"
"4021"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3241"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R553_question2_q02itemDirections_56fc784a5d6452.10662812_1_0"	"PISA_ara-ARE_REA_R553-HealthForum_en18_MS2022.xlf"
"2818"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question03_q03itemTitle_56fc785ce17471.21918271_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"5649"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_1_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4716"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R564_question04_q04itemDirections_56fc783b5f9314.54350838_1_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2683"	"Dedicated to the preservation of this important landmark"	"مخصص للحفاظ على هذا المَعلَم المهم"	"R550_cliff_palace_c-palace-tagline_56fc785ccae3e3.55222199_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"5386"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1164"	"Click on a choice to answer the question."	"&lt;i&gt;انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R540Q06Body_Q06itemDirections_56fc7820b64505.70915829_1_0"	"PISA_ara-ARE_REA_R540-BuildingALegend_en18_MS2022.xlf"
"3674"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R558_question4_itemDirections_56fc786b0c9040.22539487_1_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1405"	"Introduction"	"مقدمة"	"R542_question00_q00itemTitle_56fc7821059086.53518590_1_0"	"PISA_ara-ARE_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4558"	"About Us"	"نبذة عنّا."	"R563_question05_question05_6_56fc786b440c44.64641158_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4687"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R564_question02_q02itemDirections_56fc783b5cfdd4.82081497_1_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2499"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R549_question01_q01itemDirections_56fc786acc1966.50302132_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2894"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question09_q09itemTitle_56fc785ced8fa6.72873403_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"4818"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R565_question01_itemDirections_56fc785d59a4c9.01449593_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"3778"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00body_q00itemDirections_56fc783b2348f3.80349298_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
