"Segment"	"en-ZZ"	"sr-ME"	"ID"	"File"
"4679"	"Use drag and drop to answer the question."	"Odgovori na pitanje koristeći opciju „prevuci i postavi“."	"q1MA157_question_q1itemDirections_5c9d216571a4f9.75837745_1_0"	"PISA_mne-MNE_MAT_MA157-Tyres_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"Odgovori na pitanje klikom na jedno ili više polja."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_mne-MNE_MAT_MA114-Honey_en21_MS2022.xlf"
"5072"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu s desne strane kao pomoć da odgovoriš na pitanje dolje."	"q1MA161_question_q1itemDirections_5c9d2137a0db16.80720504_1_0"	"PISA_mne-MNE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"5398"	"Click on the choices in the table to answer the question."	"Odgovori na pitanje klikom na opcije ponuđene u donjoj tabeli."	"q3MA160_question_q3itemDirections_5c9d2137d54ae4.61371872_2_0"	"PISA_mne-MNE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"4646"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim obrazloži svoj izbor."	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_mne-MNE_MAT_MA156-Points_en21_MS2022.xlf"
"984"	"Age"	"Starost"	"MA113S02_stimulus_tr2td3_5c9d214a6622b3.32961817_0"	"PISA_mne-MNE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"5075"	"Statement"	"Pitanje"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_mne-MNE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4902"	"Click on the choices in the table to answer the question."	"Odgovori na pitanje klikom na opcije ponuđene u donjoj tabeli."	"q1MA160_question_q1itemDirections_5c9d21377c33e0.63336318_2_0"	"PISA_mne-MNE_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"Odgovori na pitanje klikom na jedno ili više polja."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_mne-MNE_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_mne-MNE_MAT_MA111-HealthApp_en21_MS2022.xlf"
"956"	"To run this simulation, follow these steps:"	"Da koristiš kalkulator, prati ove korake:"	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_mne-MNE_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4650"	"Explain your answer."	"Obrazloži svoj odgovor."	"q1MA156_question_q1p2_5c9d2165693a19.29184719_0"	"PISA_mne-MNE_MAT_MA156-Points_en21_MS2022.xlf"
"1042"	"Age"	"Starost"	"MA113S02_stimulus_T02tr2td3_5c9d214a666ba4.72309842_0"	"PISA_mne-MNE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1975"	"No"	"Ne"	"Q3MA124_question_Q03lable11_5c9d214b42a406.70574239_0"	"PISA_mne-MNE_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klikni na &lt;b&gt;Tačno&lt;/b&gt; ili &lt;b&gt;Netačno&lt;/b&gt; za svaku od tvrdnji."	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_mne-MNE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4207"	"Explain your answer."	"Obrazloži svoj odgovor."	"q3MA148_question_q3p3_5c9d21651da120.58575580_0"	"PISA_mne-MNE_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim obrazloži svoj izbor."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_mne-MNE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1495"	"No"	"Ne"	"Q3MA119_question_Q03lable11_5c9d214ad93342.47609431_0"	"PISA_mne-MNE_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_mne-MNE_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4011"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim obrazloži svoj izbor."	"MA146q3_question_q3itemDirections_5c9d2164ee45c4.14040171_1_0"	"PISA_mne-MNE_MAT_MA146-Fuel_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"Otkucaj odgovor koristeći numeričku tastaturu."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_mne-MNE_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"441"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu kao pomoć da odgovoriš na donje pitanje."	"M105_question5_itemDirections5_5c9d2136771724.04274916_1_0"	"PISA_mne-MNE_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"Otkucaj odgovore koristeći numeričku tastaturu."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_mne-MNE_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3981"	"Litres"	"Litara"	"MA146_stimulus3_liters_5c9d2164e9e439.48235083_0"	"PISA_mne-MNE_MAT_MA146-Fuel_en21_MS2022.xlf"
"5190"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora a zatim ukucaj objašnjenje."	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_mne-MNE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2347"	"No"	"Ne"	"Q2MA122_question_Q03lable11_5c9d214b6c24d1.66999366_0"	"PISA_mne-MNE_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"1494"	"Yes"	"Da"	"Q3MA119_question_Q03lable10_5c9d214ad93171.78728872_0"	"PISA_mne-MNE_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3456"	"Select from the drop-down menus to answer the question."	"Odgovori na pitanje birajući odgovor iz padajućih menija."	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_mne-MNE_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"761"	"No"	"Ne"	"Q3M110_question_Q03lable11_5c9d214a4c0837.18126059_0"	"PISA_mne-MNE_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"1556"	"Click on one or more boxes to answer the question."	"Odgovori na pitanje klikom na jedno ili više polja."	"MA120_question3_itemDirectionsQ03_5c9d214ae4ac85.25797889_1_0"	"PISA_mne-MNE_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"Otkucaj odgovore na pitanje koristeći numeričku tastaturu."	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_mne-MNE_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"760"	"Yes"	"Da"	"Q3M110_question_Q03lable10_5c9d214a4c0674.17078988_0"	"PISA_mne-MNE_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Podsjećamo te da možeš izabrati &lt;b&gt;jedno ili više&lt;/b&gt; polja."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_mne-MNE_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klikni na &lt;b&gt;Tačno&lt;/b&gt; ili &lt;b&gt;Netačno&lt;/b&gt; za svaku od tvrdnji."	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_mne-MNE_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"5189"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu kao pomoć da odgovoriš na pitanje dolje."	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_1_0"	"PISA_mne-MNE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_mne-MNE_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"1545"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Podsjećamo te da možeš izabrati &lt;b&gt;jedno ili više&lt;/b&gt; polja."	"MA120_question2_Q02p3_5c9d214ae38a80.91484290_0"	"PISA_mne-MNE_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"3914"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klikni na &lt;b&gt;Tačno&lt;/b&gt; ili &lt;b&gt;Netačno&lt;/b&gt; za svaku od tvrdnji."	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_1_0"	"PISA_mne-MNE_MAT_MA144-Yogurt_en21_MS2022.xlf"
"1878"	"Use drag and drop to answer the question."	"Odgovori na pitanje koristeći funkciju „prevuci i postavi“."	"MA128_question1_q1itemDirections_5c9d214b319101.94990115_1_0"	"PISA_mne-MNE_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"Odgovori na pitanje klikom na dva od ponuđenih odgovora."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_mne-MNE_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4312"	"Explain your answer."	"Obrazloži svoj odgovor."	"q3MA150_question_q3p4_5c9d21653a0672.84676440_0"	"PISA_mne-MNE_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"4945"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu kao pomoć da odgovoriš na donje pitanje."	"q3MA160_question_q3itemDirections_5c9d21377f8251.32216410_1_0"	"PISA_mne-MNE_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_mne-MNE_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3377"	"Explain your answer."	"Obrazloži svoj odgovor."	"MA136_question02_q2p4_5c9d21646200b3.63337441_0"	"PISA_mne-MNE_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"2559"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"Q2MA129_question_Q2ItmDirP1Id_5c9d214b793427.46399402_1_0"	"PISA_mne-MNE_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"4917"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu kao pomoć da odgovoriš na donje pitanje."	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_1_0"	"PISA_mne-MNE_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"3721"	"Type your answer to the question."	"Otkucaj odgovor na pitanje."	"MA142_questionq2_q2itemDirections_5c9d2164b45da3.19087883_1_0"	"PISA_mne-MNE_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"5278"	"Mean"	"Srednja vrijednost"	"MA162_stimulus_mean_5c9d2137cb4195.00622914_0"	"PISA_mne-MNE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1782"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"MA118_question01_q01itemDirections_5c9d214b02b426.25463544_1_0"	"PISA_mne-MNE_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1482"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_mne-MNE_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"Obrazloži svoj odgovor i unesi brojčane vrijednosti da potkrijepiš svoje objašnjenje."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_mne-MNE_MAT_MA146-Fuel_en21_MS2022.xlf"
"1974"	"Yes"	"Da"	"Q3MA124_question_Q03lable10_5c9d214b42a222.79953887_0"	"PISA_mne-MNE_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"1039"	"84+"	"85+"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_mne-MNE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Ne zaboravi da izabereš &lt;b&gt;jedan ili više&lt;/b&gt; kvadratića."	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_mne-MNE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"2708"	"Use drag and drop to answer the question."	"Odgovori na pitanje koristeći funkciju „prevuci i postavi“."	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_mne-MNE_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"5332"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu kao pomoć da odgovoriš na donje pitanje."	"q1MA162_question_q1itemDirections_5c9d2137d16d37.11041740_1_0"	"PISA_mne-MNE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5146"	"Use the spreadsheet to help you answer the question below."	"Koristi tabelu kao pomoć da odgovoriš na pitanje dolje."	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_1_0"	"PISA_mne-MNE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4265"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim obrazloži svoj izbor."	"q3MA149_question_q3itemDirections_5c9d21652d7289.76917872_1_0"	"PISA_mne-MNE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim obrazloži svoj izbor."	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_mne-MNE_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"3913"	"Are the following statements true or false?"	"Jesu li sljedeće tvrdnje tačne ili netačne?"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_mne-MNE_MAT_MA144-Yogurt_en21_MS2022.xlf"
"2346"	"Yes"	"Da"	"Q2MA122_question_Q03lable10_5c9d214b6c22f8.93234328_0"	"PISA_mne-MNE_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"3288"	"Use drag and drop to answer the question."	"Odgovori na pitanje koristeći opciju „prevuci i postavi“."	"CMA135_question3_q3itemDirections_5c9d216451d087.67360697_0"	"PISA_mne-MNE_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"4270"	"Explain your answer."	"Obrazloži svoj odgovor."	"q3MA149_question_q3p4_5c9d21652d7a87.93218968_0"	"PISA_mne-MNE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Da koristiš kalkulator, prati ove korake:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_mne-MNE_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4238"	"Click on one or more boxes to answer the question."	"Odgovori na pitanje klikom na jedan ili više ponuđenih odgovora."	"q1MA149_question_q1itemDirections_5c9d21652ae393.23843683_1_0"	"PISA_mne-MNE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4632"	"Explain your answer and include numerical values to support your explanation."	"Obrazloži svoj odgovor i unesi brojčane vrijednosti da potkrijepiš svoje objašnjenje."	"q3MA154_question_q3p3_5c9d21655e78d5.34923288_0"	"PISA_mne-MNE_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"3174"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt; Ukupno &lt;/b&gt;"	"MA134_stimulus3_stimulus03_57_5c9d21642f4bf9.88936552_0"	"PISA_mne-MNE_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"5440"	"Population"	"Stanov-ništvo"	"js_translation_population_5c9d2137d7d9a3.64884104_0"	"PISA_mne-MNE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5019"	"Mean"	"Srednja vrijednost"	"MA161_stimulus_mean_5c9d213799a198.65253612_0"	"PISA_mne-MNE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3162"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt; Ukupno &lt;/b&gt;"	"MA134_stimulus3_stimulus03_45_5c9d21642f31d1.99013301_0"	"PISA_mne-MNE_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3372"	"Click on a choice and then type an explanation to answer the question."	"Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim obrazloži svoj izbor."	"MA136_question02_q2itemDirections_5c9d216461f9f0.70778441_1_0"	"PISA_mne-MNE_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"Otkucaj odgovor koristeći numeričku tastaturu."	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_mne-MNE_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_mne-MNE_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"&lt;i&gt;Otkucaj odgovor koristeći numeričku tastaturu.&lt;/i&gt;"	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_mne-MNE_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
