"Segment"	"en-ZZ"	"az-QZ"	"ID"	"File"
"2037"	"False"	"Yanlış"	"R545_question03_Q03tr1th3_56fc7821ad93b8.10756218_0"	"PISA_aze-QAZ_REA_R545-MachuPicchu_en18_MS2022.xlf"
"473"	"continuous darkness"	"Günün qaranlıq hissəsi"	"R220_stimulus_label8_56d724d386cd71.28633904_0"	"PISA_aze-QAZ_REA_R220-SouthPole_en18_MS2022.xlf"
"3050"	"Type your answer to the question."	"Suala cavabınızı daxil edin. ."	"R552_question07_q07itemDirections_56fd7942689af8.23731694_1_0"	"PISA_aze-QAZ_REA_R552-FestiRock_en18_MS2022.xlf"
"5326"	"Refer to “Requirements” on the right."	"Sağda verilmiş &quot;Paraşütçü Yanğınsöndürən üçün Tələblər” mətninə müraciət edin."	"R568_question10_q10itemDirections_56fc78791dc480.80691911_0_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4357"	"About Us"	"Haqqımızda"	"R563-stimulus-communtity_stimulus_culture_music_5_56fc786b3667e1.34991282_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5876"	"Click on the NEXT arrow to read the story."	"Nağılı oxumaq üçün NÖVBƏTİ ox işarəsinə vurun."	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_aze-QAZ_REA_R570-TheFavour_en18_MS2022.xlf"
"3242"	"MICROLENDING – GENEROSITY OR GREED?"	"MİKROMALİYYƏLƏŞDİRMƏ &amp;ndash; SƏXAVƏT YOXSA XƏSİSLİK?"	"Page2_stimulus_pg2Title_56fc783ab45909.01682830_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5244"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Hər bir ifadə üçün &lt;b&gt;Doğru&lt;/b&gt; və ya &lt;b&gt;Yanlış&lt;/b&gt; sözlərindən birinin üzərinə vurun."	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5576"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kosmik Tullantılar&lt;/b&gt;&lt;br /&gt;"	"q0a-body_itemTitle0a_56fc784ab0bb14.87991620_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5230"	"Refer to the Web Search on the right."	"Sağda verilmiş Veb Axtarışına müraciət edin."	"R567_question07_q07itemDirections_56fc787913cff0.88321485_0_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"271"	"S"	"B"	"R219_stimulus_stimulus_10_56d724d3576635.54338783_0"	"PISA_aze-QAZ_REA_R219-Employment_en18_MS2022.xlf"
"5221"	"Click on a search result to answer the question."	"Suala cavab vermək üçün düyməni axtarış nəticəsinin üzərində sıxın."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_1_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"462"	"In the southern spring of 1912 the bodies of Scott and his companions, their travel diaries and last letters were found."	"1912-ci ildə, Cənub yarımkürəsinin yaz mövsümündə Skotun və onun yol - daş - la - rı - nın cəsədləri, onların səyahət gündəlikləri və son məktubları tapıldı."	"R220_stimulus_p6_56d724d382b825.84773427_0"	"PISA_aze-QAZ_REA_R220-SouthPole_en18_MS2022.xlf"
"5581"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kosmik Tullantılar&lt;/b&gt;&lt;br /&gt;"	"q0b-body_itemTitle0b_56fc784ab1fd13.59797946_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5925"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"Hər məşğuliyyət üçün &lt;b&gt;Bəli &lt;/b&gt; və ya &lt;b&gt;Xeyr&lt;/b&gt; düyməsinə sıxın."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_aze-QAZ_REA_R570-TheFavour_en18_MS2022.xlf"
"3204"	"Products made from honey"	"Baldan hazırlanan məhsullar"	"R553_question4_question04_4_56fc784a600149.50110116_1_0"	"PISA_aze-QAZ_REA_R553-HealthForum_en18_MS2022.xlf"
"3007"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Hər bir ifadə üçün &lt;b&gt;Bəli&lt;/b&gt; və ya &lt;b&gt;Xeyr&lt;/b&gt; düyməsinə sıxın."	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_aze-QAZ_REA_R552-FestiRock_en18_MS2022.xlf"
"4380"	"Culture &amp; Events"	"&amp;bull;	Mədəniyyət və Tədbirlər"	"R563-stimulus-communtity_stimulus_culture_sports_4_56fc786b380594.73963854_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3321"	"Click on a choice to answer the question.&lt;/i&gt;"	"Suala cavab vermək üçün düyməni seçdiyiniz variantın üzərində sıxın. &lt;/i&gt;"	"R556_question1_itemDirections_56fc783ac17050.91870088_1_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5582"	"Read the information below."	"Girişi oxuyun."	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_0_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2307"	"One book must be a non-fiction book"	"Kitablardan biri elmi janrda olmalıdır."	"R547_question10_q10l1i2_56fc782e14a1f5.53976147_0"	"PISA_aze-QAZ_REA_R547-BookSurvey_en18_MS2022.xlf"
"3337"	"&lt;i&gt;Refer to “What is Microlending?” on the right."	"&lt;i&gt;Sağda verilmiş “Mikromaliyyələşdirmə nədir?” mətninə müraciət edin."	"R556_question2_itemDirections_56fc783ac2dd82.36710021_0_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5511"	"Refer to the Web Search on the right."	"Sağda verilmiş Veb Axtarışa müraciət edin."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_0_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5007"	"Refer to the Web Search on the right."	"Sağda verilmiş veb axtarışa müraciət edin."	"R566_question05_q05itemDirections_56fc786b884b06.27057078_0_0"	"PISA_aze-QAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3005"	"Click on the choices in the table to answer the question."	"Suala cavab vermək üçün düyməni seçdiyiniz variantın üzərində sıxın."	"R552_question04_q04itemDirections_56fd794262d177.81724264_1_0"	"PISA_aze-QAZ_REA_R552-FestiRock_en18_MS2022.xlf"
"2306"	"One book must be from the top 3 fiction genres in the survey results"	"Kitablardan biri sorğunun nəticələrində müəyyən olunan 3 ən yaxşı bədii janrdan birində olmalıdır."	"R547_question10_q10l1i1_56fc782e149f54.60504523_0"	"PISA_aze-QAZ_REA_R547-BookSurvey_en18_MS2022.xlf"
"4356"	"Culture &amp; Events"	"&amp;bull;	Mədəniyyət və Tədbirlər"	"R563-stimulus-communtity_stimulus_culture_music_4_56fc786b3663c3.64427514_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2212"	"&lt;b&gt;Book Survey&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kİtab Sorğusu&lt;/b&gt;&lt;br /&gt;"	"R547_question01_itemTitle_56fc782e08ac82.92618959_0_0"	"PISA_aze-QAZ_REA_R547-BookSurvey_en18_MS2022.xlf"
"406"	"continuous darkness"	"Günün qaranlıq"	"R220_stimulus_label8_56d724d37a3269.71106628_0"	"PISA_aze-QAZ_REA_R220-SouthPole_en18_MS2022.xlf"
"673"	"&lt;i&gt;Refer to the two-page article &quot;Sleep&quot; on the right. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Sağda iki səhifəlik &quot;Yuxu&quot; məqaləsinə müraciət edin. Suala cavab vermək üçün seçimə klikləyin.&lt;/i&gt;"	"R404_question_itemDirections_56d724d4257021.42902021_0"	"PISA_aze-QAZ_REA_R404-Sleep_en18_MS2022.xlf"
"4620"	"Refer to “Portrait of a Photographer” on the right."	"Sağda verilmiş “Fotoqrafın Portreti&quot; mətninə müraciət edin."	"R564_question02_q02itemDirections_56fc783b5cfdd4.82081497_0_0"	"PISA_aze-QAZ_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"6082"	"Then click on the NEXT arrow."	"Sonra NÖVBƏTI oxunu basın."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_1_0"	"PISA_aze-QAZ_REA_R590-Sentences01_en18_MS2022.xlf"
"5515"	"Click on a search result to answer the question."	"Suala cavab vermək üçün müvafiq axtarış nəticəsinə keçidi vurun."	"R568_question05_q05p2_56fc784aa8d4d1.26450648_1_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2425"	"Read the information below."	"Girişi oxuyun."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_0_0"	"PISA_aze-QAZ_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4572"	"To:"	"Kimə"	"R563_question10_r1c1_56fc786b4e4693.55860562_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"966"	"Given Name:"	"Adi:"	"R466_stimulus_line8_56d724d64b14d8.16042151_0"	"PISA_aze-QAZ_REA_R466-WorkRight_en18_MS2022.xlf"
"1782"	"Click on the NEXT arrow to read the first source."	"Birinci mənbəni oxumaq üçün NÖVBƏTİ ox işarəsinə vurun."	"question0a_1_q00p2_56fc782164ea92.65756040_0"	"PISA_aze-QAZ_REA_R544-Tesla_en18_MS2022.xlf"
"4941"	"Read the information below."	"Girişi oxuyun."	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_0_0"	"PISA_aze-QAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"594"	"&lt;i&gt;Refer to the documents in &quot;South Pole&quot; on the right. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Sağda verilmiş &quot;Cənub Qütbü&quot; haqqındakı sənədlərə müraciət edin. Suala cavab vermək üçün seçimə klikləyin.&lt;/i&gt;"	"R220_question_itemDirections_56d724d3a154b1.50914029_0"	"PISA_aze-QAZ_REA_R220-SouthPole_en18_MS2022.xlf"
"3338"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Suala cavab vermək üçün cədvəldə seçdiyiniz variantın üzərində sıxın. &lt;/i&gt;"	"R556_question2_itemDirections_56fc783ac2dd82.36710021_1_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5477"	"False"	"Yalnış"	"R568_question02_q02tr1th3_56fc784aa48033.97482900_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4958"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;&lt;b&gt;Bir və ya daha çox&lt;/b&gt; bəndi seçməyi unutmayın.&lt;/i&gt;"	"R566_question01_q01p2_56fc786b7f01a9.64276582_0"	"PISA_aze-QAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3289"	"MICROLENDING – GENEROSITY OR GREED?"	"MİKROMALİYYƏLƏŞDİRMƏ &amp;ndash; SƏXAVƏT YOXSA XƏSİSLİK?"	"Page3_stimulus_pg3Title_56fc783ab5dfc8.56294685_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5201"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Hər bir ifadə üçün &lt;b&gt;Doğru&lt;/b&gt; və ya &lt;b&gt;Yanlış&lt;/b&gt; sözlərindən birinin üzərinə vurun."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5204"	"False"	"Yanlış"	"R567_question05_q05tr1th3_56fc787910fb30.40248662_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"268"	"T"	"CA"	"R219_stimulus_stimulus_7_56d724d3575d20.31060386_0"	"PISA_aze-QAZ_REA_R219-Employment_en18_MS2022.xlf"
"4573"	"Subject:"	"Başlıq:"	"R563_question10_r2c1_56fc786b4e4e01.44187974_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4566"	"Type your answers to the questions."	"Suala cavablarınızı daxil edin."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2310"	"Fantasy&lt;br/&gt;5%"	"Fantastika&lt;br&gt; 5%"	"R547_question10_fantasyLbl_56fc782e14af33.32289400_0"	"PISA_aze-QAZ_REA_R547-BookSurvey_en18_MS2022.xlf"
"3560"	"Click on a choice to answer the question.&lt;/i&gt;"	"Suala cavab vermək üçün düyməni seçdiyiniz variantın üzərində sıxın. &lt;/i&gt;"	"R558_question01_itemDirections_56fc786b088cb0.75370623_1_0"	"PISA_aze-QAZ_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4311"	"About Us"	"Haqqımızda"	"R563-stimulus-culture_stimulus_culture_5_56fc786b3355c9.89235823_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2188"	"Click on a choice to answer the question.&lt;/i&gt;"	"Suala cavab vermək üçün düyməni seçdiyiniz variantın üzərində sıxın. &lt;/i&gt;"	"R547_question01_itemDirections_56fc782e0460d7.64458893_1_0"	"PISA_aze-QAZ_REA_R547-BookSurvey_en18_MS2022.xlf"
"4328"	"About Us"	"Haqqımızda"	"R563-stimulus-communtity_stimulus_culture_community_5_56fc786b34e7e8.94779133_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4289"	"About Us"	"Haqqımızda"	"R563-stimulus-about_stimulus_about_5_56fc786b3201a8.65325622_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5454"	"Refer to the Web Search on the right."	"Sağda verilmiş Veb Axtarışa müraciət edin."	"R568_question01_q01itemDirections_56fc784aa350d1.09869742_0_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3359"	"&lt;i&gt;Refer to “What is Microlending?” on the right."	"&lt;i&gt;Sağda verilmiş “Mikromaliyyələşdirmə nədir?” mətninə müraciət edin."	"R556_question3_itemDirections_56fc783ac55ff8.32442383_0_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5577"	"Read the information below."	"Girişi oxuyun."	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_0_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5570"	"Refer to both sources on the right by clicking on each of the tabs."	"Cədvəllərdən hər birinə vuraraq sağda verilmiş hər iki mənbəyə müraciət edin."	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_0_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5589"	"Refer to both sources on the right by clicking on each of the tabs."	"Cədvəllərdən hər birinə vuraraq sağda verilmiş hər iki mənbəyə müraciət edin."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_0_0"	"PISA_aze-QAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3431"	"Click on a choice to answer the question.&lt;/i&gt;"	"Suala cavab vermək üçün düyməni seçdiyiniz variantın üzərində sıxın. &lt;/i&gt;"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_aze-QAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5220"	"Refer to the Web Search on the right."	"Sağda verilmiş Veb Axtarışına müraciət edin."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_0_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4602"	"Click on the NEXT arrow to read the brochure."	"Kitabçanı oxumaq üçün NÖVBƏTİ ox işarəsinə vurun."	"q00body_q00p3_56fc783b5af5d9.50141633_0"	"PISA_aze-QAZ_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5247"	"False"	"Yanlış"	"R567_question08_q08tr1th3_56fc7879157fc1.91910008_0"	"PISA_aze-QAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"6105"	"Click &lt;b&gt;YES&lt;/b&gt; if the sentence makes sense."	"Əgər cümlənin mənası varsa &lt;b&gt;BƏLİ&lt;/b&gt; seçiminə vurun"	"q3R590_question_q3p1_56fd23111960a4.54446684_1_0"	"PISA_aze-QAZ_REA_R590-Sentences01_en18_MS2022.xlf"
"4416"	"About Us"	"Haqqımızda"	"R563-stimulus-news_stimulus_news_5_56fc786b3a5726.69858954_0"	"PISA_aze-QAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2035"	"Is the statement true or false?"	"Broşüra əsasən, ifadə doğru yoxsa yanlışdır?"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_aze-QAZ_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4773"	"Click on a choice to answer the question.&lt;/i&gt;"	"Suala cavab vermək üçün düyməni seçdiyiniz variantın üzərində sıxın. &lt;/i&gt;"	"R565_question_itemDirections_56fc785d5c2e04.42459264_1_0"	"PISA_aze-QAZ_REA_R565-SittingDisease_en18_MS2022.xlf"
