"Segment"	"en-ZZ"	"sq-AL"	"ID"	"File"
"3456"	"Select from the drop-down menus to answer the question."	"Për t'ju përgjigjur pyetjes zgjidhni një nga menutë që lëshohen poshtë."	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_sqi-ALB_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"5147"	"Select from the drop-down menus to answer the question."	"Zgjidhni nga menutë që lëshohen poshtë për t'ju përgjigjur pyetjes."	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_sqi-ALB_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"Shtypni përgjinen e pyetjes duke përdorur numrat në tastierë."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_sqi-ALB_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"4700"	"Construction Vehicle"	"Automjeti i Ndërtimit"	"q2MA157_question_question02_5_5c9d216572f2a6.82105559_0"	"PISA_sqi-ALB_MAT_MA157-Tyres_en21_MS2022.xlf"
"3912"	"Click on the choices in the table to answer the question."	"Klikoni mbi një alternativë në tabelë për t'ju përgjigjur pyetjes."	"q3MA144_question_q3itemDirections_5c9d2164d14836.39405170_1_0"	"PISA_sqi-ALB_MAT_MA144-Yogurt_en21_MS2022.xlf"
"2708"	"Use drag and drop to answer the question."	"Përdorni tërhiq dhe lësho për t'ju përgjigjur pyetjeve."	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_sqi-ALB_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"1878"	"Use drag and drop to answer the question."	"Përdorni tërhiq dhe lësho për t'ju përgjigjur pyetjeve."	"MA128_question1_q1itemDirections_5c9d214b319101.94990115_1_0"	"PISA_sqi-ALB_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"2693"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR"	"question0a_1_itemDirections00_5c9d214b887736.20535767_1_0"	"PISA_sqi-ALB_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3914"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klikoni &lt;b&gt;I vërtetë&lt;/b&gt; ose &lt;b&gt;I rremë&lt;/b&gt; për secilin nga pohimet."	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_1_0"	"PISA_sqi-ALB_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_sqi-ALB_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_sqi-ALB_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4011"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"MA146q3_question_q3itemDirections_5c9d2164ee45c4.14040171_1_0"	"PISA_sqi-ALB_MAT_MA146-Fuel_en21_MS2022.xlf"
"1556"	"Click on one or more boxes to answer the question."	"Klikoni mbi një ose më tepër kuti për t'ju përgjigjur pyetjes."	"MA120_question3_itemDirectionsQ03_5c9d214ae4ac85.25797889_1_0"	"PISA_sqi-ALB_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"Klikoni mbi një ose më tepër kuti për t'ju përgjigjur pyetjes."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_sqi-ALB_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"5366"	"Argentina"	"Argjentina"	"q2MA161_question_question02_23_5c9d2137d332c4.55085159_0"	"PISA_sqi-ALB_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5190"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për t'ju përgjigjur pyetjes."	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_sqi-ALB_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"Klikoni dy kuti për t'ju përgjigjur pyetjes."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_sqi-ALB_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4591"	"A"	"Z"	"MA154_stimulus2_img2Lbl3_5c9d2165598be7.99281808_0"	"PISA_sqi-ALB_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_sqi-ALB_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1264"	"Germany"	"Gjermani"	"MA116_stimulus1_stimulus1_7_5c9d214a9821d0.98723818_0"	"PISA_sqi-ALB_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"Klikoni mbi një ose më tepër kuti për t'ju përgjigjur pyetjes."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_sqi-ALB_MAT_MA114-Honey_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_sqi-ALB_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_sqi-ALB_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4581"	"A"	"Z"	"MA154_stimulus1_img1bLbl3_5c9d2165588ed8.45765769_0"	"PISA_sqi-ALB_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4627"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_sqi-ALB_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"5427"	"Argentina"	"Argjentina"	"js_translation_country1_5c9d2137d756a6.79410873_0"	"PISA_sqi-ALB_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1132"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"Klikoni &lt;b&gt;I vërtetë&lt;/b&gt; ose &lt;b&gt;I rremë&lt;/b&gt; për secilin nga pohimet në tabelën më poshtë."	"Q02MA113_question_Q02P2_5c9d214a6c3ca7.40682286_0"	"PISA_sqi-ALB_MAT_MA113-HeartRate_en21_MS2022.xlf"
"2527"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR"	"question0a_1_itemDirections00_5c9d214b76c282.48085737_1_0"	"PISA_sqi-ALB_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1379"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR"	"question0a_1_itemDirections00_5c9d214aab7211.94558881_1_0"	"PISA_sqi-ALB_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Për të përdorur këtë matës, ndiqni këto hapa:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_sqi-ALB_MAT_MA112-Metabolism_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_sqi-ALB_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"3182"	"Select from the drop-down menus to answer the question."	"Për t'ju përgjigjur pyetjes zgjidhni një nga menutë që lëshohen poshtë."	"Q1MA134_question_Q1ItmDirP1Id_5c9d2164317095.77316110_1_0"	"PISA_sqi-ALB_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1130"	"Click on the choices in the table to answer the question."	"Klikoni mbi një nga alternativat në tabelë për t'ju përgjigjur pyetjes."	"Q02MA113_question_Q02itemDirections_5c9d214a6c39e7.02495684_1_0"	"PISA_sqi-ALB_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4598"	"A"	"Z"	"MA154_stimulus3_img2Lbl3_5c9d21655aa3a4.29260706_0"	"PISA_sqi-ALB_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4646"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_sqi-ALB_MAT_MA156-Points_en21_MS2022.xlf"
"4578"	"A"	"Z"	"MA154_stimulus1_img1aLbl3_5c9d2165588bc7.82795793_0"	"PISA_sqi-ALB_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2732"	"Click on the choices in the table to answer the question."	"Klikoni mbi një nga alternativat në tabelë për t'ju përgjigjur pyetjes."	"MA130_question02_itemDirectionsQ02_5c9d214b8c2531.90987341_1_0"	"PISA_sqi-ALB_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_sqi-ALB_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4686"	"Motorcycle"	"Motoçikleta"	"q1MA157_question_question01_6_5c9d216571aed9.78645997_0"	"PISA_sqi-ALB_MAT_MA157-Tyres_en21_MS2022.xlf"
"4380"	"Click on the choices in the table to answer the question."	"Klikoni mbi një alternativë në tabelë për t'ju përgjigjur pyetjes."	"q1MA151_question_q1itemDirections_5c9d2165424791.67979223_1_0"	"PISA_sqi-ALB_MAT_MA151-MovingOut_en21_MS2022.xlf"
"2559"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"Q2MA129_question_Q2ItmDirP1Id_5c9d214b793427.46399402_1_0"	"PISA_sqi-ALB_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1265"	"China"	"Kinë"	"MA116_stimulus1_stimulus1_9_5c9d214a982357.38643905_0"	"PISA_sqi-ALB_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"1716"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR"	"question0a_1_itemDirections00_5c9d214b0026f2.42195434_1_0"	"PISA_sqi-ALB_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_sqi-ALB_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4699"	"Car"	"Makina"	"q2MA157_question_question02_4_5c9d216572f050.52985827_0"	"PISA_sqi-ALB_MAT_MA157-Tyres_en21_MS2022.xlf"
"1039"	"84+"	"85+"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_sqi-ALB_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1482"	"Using the number keys, type your answer to the question."	"Shtypni përgjigjen e pyetjes duke përdorur numrat në tastierë."	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_sqi-ALB_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"2416"	"Select from the drop-down menus to answer the question."	"Zgjidhni nga menutë që lëshohen poshtë për t'ju përgjigjur pyetjes."	"Q1MA122_question_Q1ItmDirP1Id_5c9d21372895a9.88816326_1_0"	"PISA_sqi-ALB_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"4701"	"Motorcycle"	"Motoçikleta"	"q2MA157_question_question02_6_5c9d216572f4d8.24396304_0"	"PISA_sqi-ALB_MAT_MA157-Tyres_en21_MS2022.xlf"
"2187"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR"	"question0a_1_itemDirections00_5c9d214b4ef0e1.47653790_1_0"	"PISA_sqi-ALB_MAT_MA126-Robot_en21_MS2022.xlf"
"5380"	"Argentina"	"Argjentina"	"q2MA161_question_question02_37_5c9d2137d34979.20423616_0"	"PISA_sqi-ALB_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3372"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"MA136_question02_q2itemDirections_5c9d216461f9f0.70778441_1_0"	"PISA_sqi-ALB_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"Duke përdorur tastet numerike, shtypni përgjigjen e pyetjes."	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_sqi-ALB_MAT_MA141-WaterBill_en21_MS2022.xlf"
"3981"	"Litres"	"Litrat"	"MA146_stimulus3_liters_5c9d2164e9e439.48235083_0"	"PISA_sqi-ALB_MAT_MA146-Fuel_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"Shtypni përgjinen e pyetjes duke përdorur numrat në tastierë."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_sqi-ALB_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1171"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR"	"question0a_1_itemDirections00_5c9d214a819cf9.74104060_1_0"	"PISA_sqi-ALB_MAT_MA114-Honey_en21_MS2022.xlf"
"4238"	"Click on one or more boxes to answer the question."	"Klikoni mbi një ose më shumë kuti për t'ju përgjigjur pyetjes."	"q1MA149_question_q1itemDirections_5c9d21652ae393.23843683_1_0"	"PISA_sqi-ALB_MAT_MA149-FloorArea_en21_MS2022.xlf"
"3913"	"Are the following statements true or false?"	"A janë të vërteta apo të rreme pohimet e mëposhtme?"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_sqi-ALB_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4202"	"Click on a choice and then type an explanation to answer the question."	"Klikoni mbi një alternativë dhe më pas shtypni një shpjegim për përgjigjen e pyetjes."	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_sqi-ALB_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"956"	"To run this simulation, follow these steps:"	"Për të përdorur këtë matës, ndiqni këto hapa:"	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_sqi-ALB_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4685"	"Truck"	"Kamionçina"	"q1MA157_question_question01_5_5c9d216571ad23.50972026_0"	"PISA_sqi-ALB_MAT_MA157-Tyres_en21_MS2022.xlf"
