"Segment"	"en-ZZ"	"bg-BG"	"ID"	"File"
"1179"	"3"	"Г"	"Q1M948_question_attr_value_attr_M948Q01RADIO_3_50d35c6665f0d3.77905151_0"	"PISA_bul-BGR_MAT_M948-PartTimeWork_en15_MS2022.xlf"
"855"	"0"	"А"	"Q1M906_question_attr_value_attr_M906Q01RADIO_0_50d3649c885d92.52626638_0"	"PISA_bul-BGR_MAT_M906-CrazyAnts_en15_MS2022.xlf"
"858"	"3"	"Г"	"Q1M906_question_attr_value_attr_M906Q01RADIO_3_50d3649c8860f9.87509490_0"	"PISA_bul-BGR_MAT_M906-CrazyAnts_en15_MS2022.xlf"
"372"	"2"	"В"	"Q1M423_question_attr_value_attr_M423Q01RADIO_2_50d3615410f192.38016413_0"	"PISA_bul-BGR_MAT_M423-TossingCoins_en15_MS2022.xlf"
"1176"	"0"	"А"	"Q1M948_question_attr_value_attr_M948Q01RADIO_0_50d35c6665ed88.65360771_0"	"PISA_bul-BGR_MAT_M948-PartTimeWork_en15_MS2022.xlf"
"670"	"3"	"Г"	"Q1M800_question_attr_value_attr_M800Q01RADIO_3_50d3552b0136c9.96437493_0"	"PISA_bul-BGR_MAT_M800-ComputerGame_en15_MS2022.xlf"
"1041"	"&lt;b&gt;SEATS IN A THEATRE&lt;/b&gt;"	"&lt;b&gt;МЕСТА В ТЕАТЪР &lt;/b&gt;"	"M936_stimulus2_title2_50d348fc503d91.41549680_0"	"PISA_bul-BGR_MAT_M936-SeatsInATheatre_en15_MS2022.xlf"
"1057"	"1"	"Б"	"Q1M939_question_attr_value_attr_M939Q01RADIO_1_50d360829d30f3.04366858_0"	"PISA_bul-BGR_MAT_M939-Racing_en15_MS2022.xlf"
"1280"	"m"	"м"	"Q3M949_question_sp2_50d362f81099c5.53770597_0"	"PISA_bul-BGR_MAT_M949-RoofTrussDesign_en15_MS2022.xlf"
"276"	"False"	"Не-&lt;br /&gt;вярно"	"Q1M408_question_Q1tr1th3_50d36223ec7a41.51789667_0"	"PISA_bul-BGR_MAT_M408-Lotteries_en15_MS2022.xlf"
"596"	"1"	"Б"	"Q1M571_question_attr_value_attr_M571Q01RADIO_1_50d34b6e835230.28517605_0"	"PISA_bul-BGR_MAT_M571-StopTheCar_en15_MS2022.xlf"
"886"	"1"	"Б"	"Q2M909_question_attr_value_attr_M909Q02RADIO_1_50d359fbcecb91.23935975_0"	"PISA_bul-BGR_MAT_M909-SpeedingFines_en15_MS2022.xlf"
"1044"	"row number 10"	"Ред номер 10"	"M936_stimulus2_label2_2_50d348fc5045a2.89116716_0"	"PISA_bul-BGR_MAT_M936-SeatsInATheatre_en15_MS2022.xlf"
"568"	"3"	"Г"	"Q1M564_question_attr_value_attr_M564Q01RADIO_3_50d34355e7e169.67863606_0"	"PISA_bul-BGR_MAT_M564-ChairLift_en15_MS2022.xlf"
"956"	"1"	"Б"	"Q1M915_question_attr_value_attr_M915Q01RADIO_1_50d34dde8fef72.11208806_0"	"PISA_bul-BGR_MAT_M915-CarbonTax_en15_MS2022.xlf"
"262"	"0"	"А"	"Q1M305_question_attr_value_attr_M305Q01RADIO_0_50d35ac94abdb5.72860873_0"	"PISA_bul-BGR_MAT_M305-Map_en15_MS2022.xlf"
"1046"	"row number 1"	"Ред номер 1"	"M936_stimulus2_label2_4_50d348fc504a53.56856396_0"	"PISA_bul-BGR_MAT_M936-SeatsInATheatre_en15_MS2022.xlf"
"581"	"2"	"В"	"Q2M564_question_attr_value_attr_M564Q02RADIO_2_50d34355e90ec4.01145040_0"	"PISA_bul-BGR_MAT_M564-ChairLift_en15_MS2022.xlf"
"318"	"0"	"А"	"Q2M411_question_attr_value_attr_M411Q02RADIO_0_50d3469370b5b4.69904697_0"	"PISA_bul-BGR_MAT_M411-Diving_en15_MS2022.xlf"
"582"	"3"	"Г"	"Q2M564_question_attr_value_attr_M564Q02RADIO_3_50d34355e90f98.69421541_0"	"PISA_bul-BGR_MAT_M564-ChairLift_en15_MS2022.xlf"
"1609"	"Dec 2009"	"Декември  2009 г."	"M982_stimulus_tr3td4_50d351e4dbe815.65194680_0"	"PISA_bul-BGR_MAT_M982-EmploymentData_en15_MS2022.xlf"
"1025"	"&lt;b&gt;Seats in a Theatre&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;МЕСТА В ТЕАТЪР &lt;/b&gt;&lt;br /&gt; Въпрос"	"Q2M936_question_Q2itemTitle_50d348fc4c84a1.36759406_0"	"PISA_bul-BGR_MAT_M936-SeatsInATheatre_en15_MS2022.xlf"
"321"	"3"	"Г"	"Q2M411_question_attr_value_attr_M411Q02RADIO_3_50d3469370b8e6.02013523_0"	"PISA_bul-BGR_MAT_M411-Diving_en15_MS2022.xlf"
"1492"	"China"	"Индия"	"M955_stimulus_tr5td1_50d350483306e5.75866871_0"	"PISA_bul-BGR_MAT_M955-Migration_en15_MS2022.xlf"
"1178"	"2"	"В"	"Q1M948_question_attr_value_attr_M948Q01RADIO_2_50d35c6665efe6.65512675_0"	"PISA_bul-BGR_MAT_M948-PartTimeWork_en15_MS2022.xlf"
"373"	"3"	"Г"	"Q1M423_question_attr_value_attr_M423Q01RADIO_3_50d3615410f280.50950159_0"	"PISA_bul-BGR_MAT_M423-TossingCoins_en15_MS2022.xlf"
"1597"	"2"	"В"	"Q4M982_question_attr_value_attr_M982Q04RADIO_2_50d351e4da4d35.54493461_0"	"PISA_bul-BGR_MAT_M982-EmploymentData_en15_MS2022.xlf"
"1489"	"Canada"	"Германия"	"M955_stimulus_tr4td1_50d3504832fd02.50199225_0"	"PISA_bul-BGR_MAT_M955-Migration_en15_MS2022.xlf"
"68"	"&lt;b&gt;Population Pyramids&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ПИРАМИДИ НА НАСЕЛЕНИЕТО &lt;/b&gt;&lt;br /&gt; Въпрос"	"Q3M155_question_Q3itemTitle_50d35d3752c9d8.96633224_0"	"PISA_bul-BGR_MAT_M155-PopulationPyramids_en15_MS2022.xlf"
"462"	"&lt;i&gt;Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Напишете своя отговор на въпроса с помощта на цифровите клавиши на клавиатурата.&lt;/i&gt;"	"Q1M464_question_Q1itemDirections_50d35fa8107e52.40159347_0"	"PISA_bul-BGR_MAT_M464-Fence_en15_MS2022.xlf"
"887"	"2"	"В"	"Q2M909_question_attr_value_attr_M909Q02RADIO_2_50d359fbcecc93.88139826_0"	"PISA_bul-BGR_MAT_M909-SpeedingFines_en15_MS2022.xlf"
"890"	"&lt;b&gt;Speeding Fines&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ГЛОБИ ЗА ПРЕВИШЕНА СКОРОСТ&lt;/b&gt;&lt;br /&gt; Въпрос"	"Q3M909_question_Q3itemTitle_50d359fbd03396.35540341_0"	"PISA_bul-BGR_MAT_M909-SpeedingFines_en15_MS2022.xlf"
"73"	"&lt;br /&gt; &lt;br /&gt; Show how you found your answer.&lt;br /&gt;"	"&lt;br /&gt; &lt;br /&gt;Покажете как получихте отговора.&lt;br /&gt;"	"Q3M155_question_Q3itemStem_50d35d3752d803.06418791_0"	"PISA_bul-BGR_MAT_M155-PopulationPyramids_en15_MS2022.xlf"
"857"	"2"	"В"	"Q1M906_question_attr_value_attr_M906Q01RADIO_2_50d3649c885ff3.46883687_0"	"PISA_bul-BGR_MAT_M906-CrazyAnts_en15_MS2022.xlf"
"448"	"0"	"A"	"Q1M447_question_attr_value_attr_M447Q01RADIO_0_50d35e07126d37.31232936_0"	"PISA_bul-BGR_MAT_M447-TileArrangement_en15_MS2022.xlf"
"957"	"2"	"В"	"Q1M915_question_attr_value_attr_M915Q01RADIO_2_50d34dde8ff072.95685655_0"	"PISA_bul-BGR_MAT_M915-CarbonTax_en15_MS2022.xlf"
"432"	"&lt;b&gt;Thermometer Cricket&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ЩУРЕЦ&amp;ndash;ТЕРМОМЕТЪР&lt;/b&gt;&lt;br /&gt; Въпрос"	"Q2M446_question_Q2itemTitle_50d3538c521f27.94827519_0"	"PISA_bul-BGR_MAT_M446-ThermometerCricket_en15_MS2022.xlf"
"1177"	"1"	"Б"	"Q1M948_question_attr_value_attr_M948Q01RADIO_1_50d35c6665eee2.74565335_0"	"PISA_bul-BGR_MAT_M948-PartTimeWork_en15_MS2022.xlf"
"885"	"0"	"А"	"Q2M909_question_attr_value_attr_M909Q02RADIO_0_50d359fbceca53.09525665_0"	"PISA_bul-BGR_MAT_M909-SpeedingFines_en15_MS2022.xlf"
"371"	"1"	"Б"	"Q1M423_question_attr_value_attr_M423Q01RADIO_1_50d3615410f095.73264628_0"	"PISA_bul-BGR_MAT_M423-TossingCoins_en15_MS2022.xlf"
"667"	"0"	"А"	"Q1M800_question_attr_value_attr_M800Q01RADIO_0_50d3552b013380.18261626_0"	"PISA_bul-BGR_MAT_M800-ComputerGame_en15_MS2022.xlf"
"888"	"3"	"Г"	"Q2M909_question_attr_value_attr_M909Q02RADIO_3_50d359fbcecd96.50416279_0"	"PISA_bul-BGR_MAT_M909-SpeedingFines_en15_MS2022.xlf"
"533"	"1"	"Б"	"Q1M559_question_attr_value_attr_M559Q01RADIO_1_50d34eace44675.17297891_0"	"PISA_bul-BGR_MAT_M559-TelephoneRates_en15_MS2022.xlf"
"668"	"1"	"Б"	"Q1M800_question_attr_value_attr_M800Q01RADIO_1_50d3552b0134d9.87329576_0"	"PISA_bul-BGR_MAT_M800-ComputerGame_en15_MS2022.xlf"
"856"	"1"	"Б"	"Q1M906_question_attr_value_attr_M906Q01RADIO_1_50d3649c885ef5.19927612_0"	"PISA_bul-BGR_MAT_M906-CrazyAnts_en15_MS2022.xlf"
"319"	"1"	"Б"	"Q2M411_question_attr_value_attr_M411Q02RADIO_1_50d3469370b708.47527927_0"	"PISA_bul-BGR_MAT_M411-Diving_en15_MS2022.xlf"
"1598"	"3"	"Г"	"Q4M982_question_attr_value_attr_M982Q04RADIO_3_50d351e4da4e27.86878976_0"	"PISA_bul-BGR_MAT_M982-EmploymentData_en15_MS2022.xlf"
"955"	"0"	"А"	"Q1M915_question_attr_value_attr_M915Q01RADIO_0_50d34dde8fee12.23529991_0"	"PISA_bul-BGR_MAT_M915-CarbonTax_en15_MS2022.xlf"
"1070"	"1"	"Б"	"Q2M939_question_attr_value_attr_M939Q02RADIO_1_50d360829e9765.89300703_0"	"PISA_bul-BGR_MAT_M939-Racing_en15_MS2022.xlf"
"1071"	"2"	"В"	"Q2M939_question_attr_value_attr_M939Q02RADIO_2_50d360829e9861.31397411_0"	"PISA_bul-BGR_MAT_M939-Racing_en15_MS2022.xlf"
"566"	"1"	"Б"	"Q1M564_question_attr_value_attr_M564Q01RADIO_1_50d34355e7dfc4.43814844_0"	"PISA_bul-BGR_MAT_M564-ChairLift_en15_MS2022.xlf"
"877"	"&lt;b&gt;Speeding Fines&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ГЛОБИ ЗА ПРЕВИШЕНА СКОРОСТ&lt;/b&gt;&lt;br /&gt; Въпрос"	"Q2M909_question_Q2itemTitle_50d359fbcea964.55772749_0"	"PISA_bul-BGR_MAT_M909-SpeedingFines_en15_MS2022.xlf"
"565"	"0"	"А"	"Q1M564_question_attr_value_attr_M564Q01RADIO_0_50d34355e7de87.15433721_0"	"PISA_bul-BGR_MAT_M564-ChairLift_en15_MS2022.xlf"
"1595"	"0"	"А"	"Q4M982_question_attr_value_attr_M982Q04RADIO_0_50d351e4da4ad1.13763483_0"	"PISA_bul-BGR_MAT_M982-EmploymentData_en15_MS2022.xlf"
"1596"	"1"	"Б"	"Q4M982_question_attr_value_attr_M982Q04RADIO_1_50d351e4da4c30.67041903_0"	"PISA_bul-BGR_MAT_M982-EmploymentData_en15_MS2022.xlf"
"1059"	"3"	"Г"	"Q1M939_question_attr_value_attr_M939Q01RADIO_3_50d360829d32f6.60732343_0"	"PISA_bul-BGR_MAT_M939-Racing_en15_MS2022.xlf"
"583"	"4"	"Д"	"Q2M564_question_attr_value_attr_M564Q02RADIO_4_50d34355e91064.41549723_0"	"PISA_bul-BGR_MAT_M564-ChairLift_en15_MS2022.xlf"
"1058"	"2"	"В"	"Q1M939_question_attr_value_attr_M939Q01RADIO_2_50d360829d31f8.67599732_0"	"PISA_bul-BGR_MAT_M939-Racing_en15_MS2022.xlf"
"1045"	"row number 2"	"Ред номер 2"	"M936_stimulus2_label2_3_50d348fc504805.62734158_0"	"PISA_bul-BGR_MAT_M936-SeatsInATheatre_en15_MS2022.xlf"
"264"	"2"	"В"	"Q1M305_question_attr_value_attr_M305Q01RADIO_2_50d35ac94ac037.95769071_0"	"PISA_bul-BGR_MAT_M305-Map_en15_MS2022.xlf"
"534"	"2"	"В"	"Q1M559_question_attr_value_attr_M559Q01RADIO_2_50d34eace44771.94286821_0"	"PISA_bul-BGR_MAT_M559-TelephoneRates_en15_MS2022.xlf"
