"Segment"	"en-ZZ"	"ja-JP"	"ID"	"File"
"1957"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"それぞれの文について「&lt;b&gt;はい&lt;/b&gt;」または「&lt;b&gt;いいえ&lt;/b&gt;」のどちらかをクリックしてください。"	"R544_question4_question4_1_56fc78217b0235.67596425_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"5269"	"True"	"正"	"R567_question05_q05tr1th2_56fc787910f8b1.79894974_0"	"PISA_jpn-JPN_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4888"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R565_question7_itemDirections_56fc785d61d9f9.86494574_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"3717"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;　 右のタブをクリックすると、それぞれの資料を読むことができます。"	"R558_question8_itemDirections_56fc786b1259f5.61081922_0_0"	"PISA_jpn-JPN_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1993"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックし、その理由を入力してください。"	"R544_question6_itemDirections_56fc78217e75b4.12434036_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"3475"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R556_question7_itemDirections_56fc783ad9edc5.41424598_1_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"4447"	"About Us"	"この新聞について"	"R563-stimulus-communtity_stimulus_culture_sports_5_56fc786b3809e6.65774760_0"	"PISA_jpn-JPN_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1889"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R544_question11_itemDirections_56fc782169f054.65729882_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"321"	"PHONE"	"電話番号"	"R219_stimulus_sect4Line2span3_50c7b7c6e16667.56170992_0"	"PISA_jpn-JPN_REA_R219-Employment_en15_MS2022.xlf"
"2296"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R547_question01_itemDirections_56fc782e0a01b6.54291375_1_0"	"PISA_jpn-JPN_REA_R547-BookSurvey_en18_MS2022.xlf"
"1060"	"Town/ City:"	"都道府県:"	"R466_stimulus_line10_50c7c98cd5d961.45009774_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"1903"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックし、その理由を入力してください。"	"R544_question12_itemDirections_56fc78216b9a04.98619256_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"4839"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R565_question_itemDirections_56fc785d5c2e04.42459264_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"2282"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R547_question01_itemDirections_56fc782e08b391.57814376_1_0"	"PISA_jpn-JPN_REA_R547-BookSurvey_en18_MS2022.xlf"
"6175"	"Then click on the NEXT arrow.&lt;/i&gt;"	"「次へ」ボタンをクリックしてください。"	"q00body_q00itemDirections_56fd23111a5057.38756393_1_0"	"PISA_jpn-JPN_REA_R590-Sentences01_en18_MS2022.xlf"
"1050"	"&lt;b&gt;2/ Complete&lt;/b&gt; the form below.&lt;br /&gt; &lt;b&gt;3/ Attach&lt;/b&gt; a copy of your proof of purchase as well as the bar code(s) or price tag(s) of the original products.&lt;br /&gt; &lt;b&gt;4/ Send&lt;/b&gt;, within 15 days of purchase, to the following address:&lt;br /&gt;"	"2）下記の返金サービス申し込み用紙に &lt;b&gt;記入してください&lt;/b&gt;。&lt;br /&gt; 3）お買い上げの際のレシートのコピーと、製品についている値札かバーコードを&lt;b&gt;同封してください&lt;/b&gt;。&lt;br /&gt; 4）お買い上げ日から15日以内に、下記の宛先まで&lt;b&gt;お送りください&lt;/b&gt;。：&lt;br /&gt;"	"R466_stimulus_section2_50c7c98cd58fa7.27164022_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"2332"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"下の表の中から、次の問いの答えをクリックしてください。"	"R547_question7_itemDirections_56fc782e0f7dd6.16533398_1_0"	"PISA_jpn-JPN_REA_R547-BookSurvey_en18_MS2022.xlf"
"4810"	"Then click on the NEXT arrow.&lt;/i&gt;"	"「次へ」ボタンをクリックしてください。"	"question00a_1_itemDirections00_56fc785d589cb2.39315232_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"1313"	"False"	"誤"	"Q07_question_tr1th3_56fc7820d48d81.68230758_0"	"PISA_jpn-JPN_REA_R541-Plastic_en18_MS2022.xlf"
"5287"	"Click on a search result to answer the question."	"検索結果をクリックして、下の問いに答えてください。"	"R567_question06_q06itemDirections_56fc7879127de3.09243109_1_0"	"PISA_jpn-JPN_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"576"	"The worst has happened"	"最悪の事態が起こった。"	"R220_stimulus_stimulusHQ4_3_50c7c092a4d496.20501185_0"	"PISA_jpn-JPN_REA_R220-SouthPole_en15_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"それぞれの行動について、「&lt;b&gt;はい&lt;/b&gt;」または「&lt;b&gt;いいえ&lt;/b&gt;」のどちらかをクリックしてください。"	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_jpn-JPN_REA_R570-TheFavour_en18_MS2022.xlf"
"1859"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R544_question01_itemDirections_56fc7821671ff0.57797605_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"5217"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt;注：答えは&lt;b&gt;一つとは限りません。&lt;/b&gt;&lt;/i&gt;"	"R567_question01_q01p2_56fc78790bc0f7.07074059_0"	"PISA_jpn-JPN_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4853"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R565_question4_itemDirections_56fc785d5db7c6.75871172_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"4482"	"About Us"	"この新聞について"	"R563-stimulus-news_stimulus_news_5_56fc786b3a5726.69858954_0"	"PISA_jpn-JPN_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4394"	"About Us"	"この新聞について"	"R563-stimulus-communtity_stimulus_culture_community_5_56fc786b34e7e8.94779133_0"	"PISA_jpn-JPN_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_jpn-JPN_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4162"	"Click on the choices in the table to answer the question."	"下の表から次の問いの答えをクリックしてください。"	"R561_question04_q04itemDirections_56fc785d2bb824.31060928_1_0"	"PISA_jpn-JPN_REA_R561-OlympicFlag_en18_MS2022.xlf"
"301"	"T"	"木"	"R219_stimulus_stimulus_7_50c7b7c6e0b7a8.97253812_0"	"PISA_jpn-JPN_REA_R219-Employment_en15_MS2022.xlf"
"1851"	"Then click on the NEXT arrow.&lt;/i&gt;"	"「次へ」ボタンをクリックしてください。"	"question0b_1_itemDirections00_56fc782165fc64.42851849_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"3387"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R556_question1_itemDirections_56fc783ac17050.91870088_1_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"3262"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R553_question4_q04itemDirections_56fc784a5fe943.11595551_1_0"	"PISA_jpn-JPN_REA_R553-HealthForum_en18_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"それぞれの文について、「&lt;b&gt;正&lt;/b&gt;」または「&lt;b&gt;誤&lt;/b&gt;」のどちらかをクリックしてください。"	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_jpn-JPN_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5106"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt;注：答えは&lt;b&gt;一つとは限りません。&lt;/b&gt;&lt;/i&gt;"	"R566_question07_q07p2_56fc786b8be128.35981027_0"	"PISA_jpn-JPN_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4377"	"About Us"	"この新聞について"	"R563-stimulus-culture_stimulus_culture_5_56fc786b3355c9.89235823_0"	"PISA_jpn-JPN_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5542"	"True"	"正"	"R568_question02_q02tr1th2_56fc784aa47db9.34290218_0"	"PISA_jpn-JPN_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1902"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"右のタブをクリックすると、それぞれの資料を読むことができます。"	"R544_question12_itemDirections_56fc78216b9a04.98619256_0_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"1873"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R544_question10_itemDirections_56fc7821685510.10412790_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"4874"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R565_question6_itemDirections_56fc785d6051c6.45976345_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"1312"	"True"	"正"	"Q07_question_tr1th2_56fc7820d48a65.56061412_0"	"PISA_jpn-JPN_REA_R541-Plastic_en18_MS2022.xlf"
"638"	"Click on &lt;b&gt;2&lt;/b&gt; to look at page &lt;b&gt;2&lt;/b&gt;."	"右上にある「2｣をクリックすると、&lt;b&gt;2&lt;/b&gt;ページ目を見ることができます。"	"R404_question_introBullet2_50c7c8752cea20.83296725_0"	"PISA_jpn-JPN_REA_R404-Sleep_en15_MS2022.xlf"
"2615"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"それぞれの文について、「 &lt;b&gt;はい&lt;/b&gt;」 または「 &lt;b&gt;いいえ&lt;/b&gt;」 のどちらかをクリックしてください。"	"R549_question09_q09p1_56fc786ad74676.94123719_1_0"	"PISA_jpn-JPN_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1066"	"What is the total value of the Work Right office supplies* that you have purchased?&lt;br /&gt;"	"ワークライト社製品*のお買い上げの総額はおいくらですか?&lt;br /&gt;"	"R466_stimulus_section3_50c7c98cd60306.44957040_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"567"	"&lt;b&gt;SOUTH POLE - Document 1&lt;/b&gt;"	"&lt;b&gt;南 極 点 - 資料 1&lt;/b&gt;"	"R220_stimulus_title_50c7c092a4a748.64775412_0"	"PISA_jpn-JPN_REA_R220-SouthPole_en15_MS2022.xlf"
"5942"	"Click on the NEXT arrow to read the story."	"「次へ」ボタンをクリックして、おとぎ話を読んでください。"	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_jpn-JPN_REA_R570-TheFavour_en18_MS2022.xlf"
"5270"	"False"	"誤"	"R567_question05_q05tr1th3_56fc787910fb30.40248662_0"	"PISA_jpn-JPN_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5643"	"Read the information below."	"下の説明を読んで、"	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_0_0"	"PISA_jpn-JPN_REA_R568-SpaceDebris_en18_MS2022.xlf"
"331"	"Then click on the NEXT arrow to view the first question."	"「南極点」を読んだら、「次へ」ボタンをクリックして、最初の問いに進んでください。"	"R220_question_introBullet3_50c7c092885fd5.95018439_0"	"PISA_jpn-JPN_REA_R220-SouthPole_en15_MS2022.xlf"
"5313"	"False"	"誤"	"R567_question08_q08tr1th3_56fc7879157fc1.91910008_0"	"PISA_jpn-JPN_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5648"	"Read the information below."	"下の説明を読んで、"	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_0_0"	"PISA_jpn-JPN_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5467"	"Image Credit: NASA"	"（ 画像提供：NASA ）"	"page2_stimulus_stimulusTab1_3_56fc784aa14495.49572288_1_0"	"PISA_jpn-JPN_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4028"	"Read the information below."	"下の説明を読んで、"	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_0_0"	"PISA_jpn-JPN_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1842"	"&lt;i&gt;Read the introduction."	"下の文章を読んで、"	"question0a_1_itemDirections00_56fc782164e353.11298372_0_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"3454"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R556_question5_itemDirections_56fc783ac89735.55151724_1_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"4182"	"Use drag and drop to answer the question."	"ドラッグ＆ドロップを使って下の問いに答えてください。"	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_jpn-JPN_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3713"	"Click on a search result to answer the question."	"検索結果をクリックして、答えてください。"	"R558_question7_question07_2_56fc786b10ac54.73473157_1_0"	"PISA_jpn-JPN_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2013"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R544_question9_itemDirections_56fc782181a288.51990939_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"4809"	"&lt;i&gt;Read the Introduction."	"下の文章を読んで、"	"question00a_1_itemDirections00_56fc785d589cb2.39315232_0_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"568"	"Document 1 describes the different stages of the contest between two teams, led by:"	"以下の課題文は、次の二つの探検隊の競争を何段階かに分けて描いたものです。"	"R220_stimulus_abstract_50c7c092a4aaf4.48645804_0"	"PISA_jpn-JPN_REA_R220-SouthPole_en15_MS2022.xlf"
"2004"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R544_question8_itemDirections_56fc7821801f42.81584931_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"1058"	"Address:"	"郵便番号:"	"R466_stimulus_line9_50c7c98cd5c990.46916164_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"1064"	"Post code:"	"マンション・アパート名など:"	"R466_stimulus_line12_50c7c98cd5f559.96324272_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"5578"	"Click on a search result to answer the question."	"検索結果をクリックして、下の問いに答えてください。"	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_1_0"	"PISA_jpn-JPN_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4818"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R565_question01_itemDirections_56fc785d59a4c9.01449593_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"2103"	"False"	"誤"	"R545_question03_Q03tr1th3_56fc7821ad93b8.10756218_0"	"PISA_jpn-JPN_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5123"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt;注：答えは&lt;b&gt;一つとは&lt;/b&gt;限りません。&lt;/i&gt;"	"R566_question08_q08p2_56fc786b8e20a7.54435316_0"	"PISA_jpn-JPN_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4916"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R565_question9_itemDirections_56fc785d64abb5.53582901_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"1915"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"下の表の中から、次の問いの答えをクリックしてください。"	"R544_question13_itemDirections_56fc7821777325.89058352_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"3739"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;　 右のタブをクリックすると、それぞれの資料を読むことができます。"	"R558_question09_itemDirections_56fc786b14e033.98417900_0_0"	"PISA_jpn-JPN_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
