"Segment"	"en-ZZ"	"el-CY"	"ID"	"File"
"2827"	"&lt;i&gt;For this question you will not need to use the simulation. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Για την ερώτηση αυτή δεν θα χρειαστεί να χρησιμοποιήσεις την προσομοίωση. Για να απαντήσεις στην ερώτηση, να κάνεις κλικ σε μία επιλογή και μετά να πληκτρολογήσεις μια εξήγηση.&lt;/i&gt;"	"question6_1_itemDirections06_51940c103ebfe4.25149254_0"	"PISA_ell-QCY_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1435"	"Ammonoids"	"Αμμωνιτες"	"S608_stimulus1_attr_alt_attr_stimulus1_1_515e3a7232d2f9.39089824_0"	"PISA_ell-QCY_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2864"	"Habitable Zone"	"Κατοικήσιμη Ζώνη"	"S648_Q0_Qlable1_1_517407af696281.39035562_0"	"PISA_ell-QCY_SCI_S648-HabitableZone_en15_MS2022.xlf"
"375"	"&lt;i&gt;Refer to &quot;Penguin Island  – Table 1&quot; on the right. Click on a choice to answer to the question.&lt;/i&gt;"	"&lt;i&gt;Να ανατρέξεις στις πληροφορίες του θέματος &quot;Το Νησί των Πιγκουίνων  &amp;ndash; Πίνακας 1&quot; στα δεξιά. Για να απαντήσεις στην ερώτηση, να κάνεις κλικ σε μία επιλογή.&lt;/i&gt;"	"S425_question3_itemDirections3_5135f0c9e29f88.71451676_0"	"PISA_ell-QCY_SCI_S425-PenguinIsland_en15_MS2022.xlf"
"2104"	"&lt;b&gt;Susceptible:&lt;/b&gt; Individuals in this state are not vaccinated to prevent the disease and may get the disease."	"&lt;b&gt;Ευπαθή:&lt;/b&gt; Τα άτομα σε αυτή την κατάσταση δεν έχουν εμβολιαστεί για πρόληψη της ασθένειας και μπορεί να κολλήσουν την ασθένεια."	"question000_1_t1tr1td2_5193fde5991607.39636409_0"	"PISA_ell-QCY_SCI_S634-Vaccination_en15_MS2022.xlf"
"1419"	"Ammonoids"	"Αμμωνιτες"	"S608_question4_attr_alt_attr_question4_1_515e3a722fe821.68295073_0"	"PISA_ell-QCY_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2102"	"This simulation allows you to explore the effect of a vaccination on the spread of an infectious disease in a population of people exposed to the disease."	"Η προσομοίωση αυτή σoυ επιτρέπει να εξερευνήσεις την επίδραση ενός εμβολιασμού στη μετάδοση μιας μολυσματικής ασθένειας σε έναν πληθυσμό ανθρώπων που εκτίθενται στην ασθένεια."	"question000_1_q000P1_5193fde5990cf3.01147251_0"	"PISA_ell-QCY_SCI_S634-Vaccination_en15_MS2022.xlf"
"1011"	"Comparison 1"	"Η Σύγκριση 1"	"S603_question2_question2_7_515e3a720642a8.94038370_0"	"PISA_ell-QCY_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2550"	"Oil Spills"	"Πετρελαιοκηλίδες"	"S638_stimulus1_attr_alt_attr_stimulus1_1_51804fe1904d11.47600391_0"	"PISA_ell-QCY_SCI_S638-OilSpills_en15_MS2022.xlf"
"2519"	"Can this question be answered by scientific experiments?"	"Μπορεί αυτή η ερώτηση να απαντηθεί με επιστημονικά πειράματα;"	"S638_question4_Q4_tr1th1_51804fe1883fb9.47923889_0"	"PISA_ell-QCY_SCI_S638-OilSpills_en15_MS2022.xlf"
"1869"	"Sound in Marine Habitats"	"Ηχος στους Θαλασσιους Βιοτοπους"	"S626_stimulus2_attr_alt_attr_stimulus2_5_515e3a727421f4.14084198_0"	"PISA_ell-QCY_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"1290"	"Birds and Caterpillars"	"Πουλιά και Κάμπιες"	"S607_question2_attr_alt_attr_question2_1_51740713435604.28442710_0"	"PISA_ell-QCY_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2450"	"Low"	"Χαμηλό"	"stimulus2_1_stimulus2_44_51940bae4fcc02.17470008_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2451"	"Medium"	"Μέτριο"	"stimulus2_1_stimulus2_45_51940bae4fcf21.03581858_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1898"	"Sound in Marine Habitats"	"Ηχος στους Θαλασσιους Βιοτοπους"	"S626_stimulus3_attr_alt_attr_stimulus3_2_515e3a72776ac3.73647720_0"	"PISA_ell-QCY_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2106"	"&lt;b&gt;Recovered/Vaccinated:&lt;/b&gt; Individuals in this state either had the disease and then recovered from it or have been vaccinated to prevent the disease. In the simulation, these individuals cannot get the disease."	"&lt;b&gt;Αναρρωμένα/Εμβολιασμένα:&lt;/b&gt; Τα άτομα σε αυτή την κατάσταση είτε είχαν την ασθένεια και μετά ανάρρωσαν από αυτήν ή έχουν εμβολιαστεί για πρόληψη της ασθένειας. Στην προσομοίωση αυτά τα άτομα δεν μπορούν να κολλήσουν την ασθένεια."	"question000_1_t1tr3td2_5193fde59921c3.30526260_0"	"PISA_ell-QCY_SCI_S634-Vaccination_en15_MS2022.xlf"
"2768"	"The Run button to display the results."	"Το κουμπί «Εκτέλεση», για να εμφανιστούν τα αποτελέσματα."	"menu_1_menuLi3_51940c103317a2.93942447_0"	"PISA_ell-QCY_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1436"	"Ammonoids"	"Αμμωνιτες"	"S608_stimulus1_attr_alt_attr_stimulus1_2_515e3a7232d5b5.18443298_0"	"PISA_ell-QCY_SCI_S608-Ammonoids_en15_MS2022.xlf"
"929"	"higher"	"υψηλότερες"	"S602_question4_S602Q04SELECT31_515e3a71ecfa31.57124397_0"	"PISA_ell-QCY_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1873"	"S626 Sound in Marine Habitats"	"S626 Ο Ηχος στους Θαλασσιους Βιοτοπους"	"S626_stimulus3_unknownID_515e3a7276cfb5.29733817_0"	"PISA_ell-QCY_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"970"	"Rural"	"Αγροτικές"	"S602_stimulus2_le3_515e3a71f29bc9.05626063_0"	"PISA_ell-QCY_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1459"	"&lt;b&gt;Brain-Controlled Robotics&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Ρομπότ που Ελέγχονται με τον Εγκέφαλο&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S610_question2_QitemTitle2_51804e6bcf3483.26385704_0"	"PISA_ell-QCY_SCI_S610-Brain-controlledRobotics_en15_MS2022.xlf"
"2445"	"Low"	"Χαμηλό"	"stimulus2_1_stimulus2_36_51940bae4fb421.47656771_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1472"	"&lt;b&gt;Brain-Controlled Robotics&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Ρομπότ που Ελέγχονται με τον Εγκέφαλο&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S610_question4_itemTitle4_51804e6bd26341.00497826_0"	"PISA_ell-QCY_SCI_S610-Brain-controlledRobotics_en15_MS2022.xlf"
"1424"	"Ammonoids"	"Αμμωνιτες"	"S608_stimulus1_title1_515e3a723278f4.32125142_0"	"PISA_ell-QCY_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2967"	"&lt;i&gt;Use drag and drop to answer the question.&lt;/i&gt;"	"&lt;i&gt;Για να απαντήσεις στην ερώτηση, να χρησιμοποιήσεις την τεχνική &quot;σύρε και τοποθέτησε&quot;.&lt;/i&gt;"	"S657_question1_itemDirections1_518050dc4052f0.99989837_0"	"PISA_ell-QCY_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2770"	"To delete any row of data, click on the delete button next to that row."	"Για να διαγράψεις οποιαδήποτε γραμμή δεδομένων, να κάνεις κλικ στο κουμπί «Διαγραφή» που βρίσκεται δίπλα από τη συγκεκριμένη γραμμή."	"menu_1_menuP4_51940c10331dd6.82051249_0"	"PISA_ell-QCY_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2625"	"CFL light bulbs"	"Οι Λαμπτήρες Φθορισμού"	"question5_1_question5_6_51940c10266be3.09555400_0"	"PISA_ell-QCY_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2339"	"decrease"	"μειωθεί"	"question3_1_o3b_2_51940bae405248.03074236_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"3024"	"Year"	"Χρόνος"	"S657_stimulus1_p25_518050dc49ea96.13591958_0"	"PISA_ell-QCY_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2627"	"Halogen light bulbs"	"Οι Λαμπτήρες Αλογόνου"	"question5_1_question5_8_51940c10267417.00337851_0"	"PISA_ell-QCY_SCI_S643-LightBulbs_en15_MS2022.xlf"
"731"	"No"	"ΟΧΙ"	"S498_question3_question3_2_5135f0cebf9020.68912551_0"	"PISA_ell-QCY_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2444"	"None"	"Κανένα"	"stimulus2_1_stimulus2_35_51940bae4fb0c7.49763146_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"639"	"Bacteria"	"Τα βακτήρια"	"S478_question1_question1_3_5135f0cd9df831.85646259_0"	"PISA_ell-QCY_SCI_S478-Antibiotics_en15_MS2022.xlf"
"2239"	"Medium"	"Μέτριο"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2338"	"increase"	"αυξηθεί"	"question3_1_o3b_1_51940bae404fe9.18189162_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1979"	"S627 Car Tyres"	"S627 Ελαστικά Αυτοκινήτου"	"S627_stimulus2_unknownID_51740713b9a6d6.96511638_0"	"PISA_ell-QCY_SCI_S627-CarTyres_en15_MS2022.xlf"
"1275"	"Birds and Caterpillars"	"Πουλιά και Κάμπιες"	"S607_question1_attr_alt_attr_question1_1_517407133f6cd9.70465538_0"	"PISA_ell-QCY_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1143"	"Water from Fog"	"Νερό από την Ομίχλη"	"S604_stimulus1_attr_alt_attr_stimulus_1_51804e6bc9af12.51509441_0"	"PISA_ell-QCY_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"1131"	"Experiment B"	"Το Πείραμα B"	"S604_question4_question4_2_51804e6bc718c4.79991350_0"	"PISA_ell-QCY_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"1438"	"Ammonoids"	"Αμμωνιτες"	"S608_stimulus2_title2_515e3a72351f17.07218628_0"	"PISA_ell-QCY_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2401"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"&lt;i&gt;Μην ξεχάσεις να επιλέξεις &lt;b&gt;ένα ή περισσότερα&lt;/b&gt; κουτάκια&lt;/i&gt;."	"S662_question7_q7p3_51940bae49c112.44979934_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2579"	"In this simulation, you will be able to see how different types of light bulbs with different power levels function. The light bulb tester will show the amount of light output (measured in lumens) as well as the light bulb's efficiency (measured in lumens per watt)."	"Σε αυτή την προσομοίωση θα μπορείς να δεις πώς λειτουργούν διαφορετικοί τύποι λαμπτήρων, με διαφορετικά επίπεδα ισχύος. Ο ελεγκτής λαμπτήρων θα δείξει την ποσότητα του παραγόμενου φωτός (μετριέται σε λούμενς) καθώς και την απόδοση του λαμπτήρα (μετριέται σε λούμενς ανά βατ)."	"question2_1_Q02P1_51940c1020aec2.48208157_0"	"PISA_ell-QCY_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2951"	"Habitable Zone"	"Κατοικήσιμη Ζώνη"	"S642_stimulus2_lable2_1_517407af83a424.62501371_0"	"PISA_ell-QCY_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1868"	"Sound in Marine Habitats"	"Ηχος στους Θαλασσιους Βιοτοπους"	"S626_stimulus2_attr_alt_attr_stimulus2_4_515e3a72742018.23258723_0"	"PISA_ell-QCY_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2762"	"Delete some data to run more trials."	"Να διαγράψεις μερικά δεδομένα, για να εκτελέσεις περισσότερες δοκιμές."	"js_translation_deleteMsg_51940c10312124.83384997_0"	"PISA_ell-QCY_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1716"	"S620 Tornadoes"	"S620 Ανεμοστρόβιλοι"	"S620_stimulus1_unknownID_51740713aa1ef5.74731796_0"	"PISA_ell-QCY_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2924"	"S648 Habitable Zone"	"S648 Κατοικήσιμη Ζώνη"	"S648_stimulus1_unknownID_517407af7d5b40.55377752_0"	"PISA_ell-QCY_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1012"	"Comparison 2"	"Η Σύγκριση 2"	"S603_question2_question2_8_515e3a72064a73.99030096_0"	"PISA_ell-QCY_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"730"	"Yes"	"ΝΑΙ"	"S498_question3_question3_1_5135f0cebf8842.77883473_0"	"PISA_ell-QCY_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2237"	"None"	"Κανένα"	"js_translation_none_51940bae34a2a5.02729819_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2446"	"Medium"	"Μέτριο"	"stimulus2_1_stimulus2_37_51940bae4fb717.07805933_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2449"	"None"	"Κανένα"	"stimulus2_1_stimulus2_43_51940bae4fc8e8.55900256_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2937"	"Earth"	"Γη"	"S648_stimulus1_le2_517407af7db406.82055732_0"	"PISA_ell-QCY_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1442"	"Species B"	"Είδος Β"	"S608_stimulus2_le22_515e3a72353560.98825786_0"	"PISA_ell-QCY_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2240"	"High"	"Υψηλό"	"js_translation_high_51940bae34b560.40161506_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2626"	"LED light bulbs"	"Οι Λαμπτήρες LED"	"question5_1_question5_7_51940c10266fe0.14307762_0"	"PISA_ell-QCY_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2947"	"S648 Habitable Zone"	"S648 Κατοικήσιμη Ζώνη"	"S642_stimulus2_unknownID_517407af837c82.23923381_0"	"PISA_ell-QCY_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1675"	"May"	"Μαι"	"S620_Q2_xq25_51740713a0a6b5.88203009_0"	"PISA_ell-QCY_SCI_S620-Tornadoes_en15_MS2022.xlf"
"1870"	"Sound in Marine Habitats"	"Ηχος στους Θαλασσιους Βιοτοπους"	"S626_stimulus2_attr_alt_attr_stimulus2_6_515e3a727423c7.35149129_0"	"PISA_ell-QCY_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2604"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;Να εκτελέσεις την προσομοίωση για να συλλέξεις δεδομένα, με βάση τις παρακάτω πληροφορίες. Για να απαντήσεις στην ερώτηση, να κάνεις κλικ σε ένα ή περισσότερα κουτάκια.&lt;/i&gt;"	"question4_1_itemDirections04_51940c1024b383.82866558_0"	"PISA_ell-QCY_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2238"	"Low"	"Χαμηλό"	"js_translation_low_51940bae34a947.00199980_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1867"	"Sound in Marine Habitats"	"Ηχος στους Θαλασσιους Βιοτοπους"	"S626_stimulus2_attr_alt_attr_stimulus2_3_515e3a72741db3.29356464_0"	"PISA_ell-QCY_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2452"	"High"	"Υψηλό"	"stimulus2_1_stimulus2_46_51940bae4fd1e3.66045354_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2939"	"Uranus"	"Ουρανός"	"S648_stimulus1_le4_517407af7dbca8.58872486_0"	"PISA_ell-QCY_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2624"	"Incandescent light bulbs"	"Οι Λαμπτήρες Πυρακτώσεως"	"question5_1_question5_5_51940c102667c4.89967001_0"	"PISA_ell-QCY_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2334"	"increase"	"αυξηθεί"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"786"	"The use of science to predict natural disasters"	"Συνδρομή της επιστήμης για την πρόβλεψη φυσικών καταστροφών"	"S514_question3_tr2td1_5135f0cf6911b2.91843355_0"	"PISA_ell-QCY_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"2335"	"decrease"	"μειωθεί"	"question3_1_o3_2_51940bae4048a1.83833544_0"	"PISA_ell-QCY_SCI_S635-SaveTheFish_en15_MS2022.xlf"
