"Segment"	"en-ZZ"	"uz-UZ"	"ID"	"File"
"4816"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R566_question02_q02itemDirections_5c9d225b29c1c6.33734469_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5587"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R570_question06_q06itemDirections_5c9d225bece499.21816193_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"5215"	"Click on a search result to answer the question."	"Savolga javob berish uchun qiduruv natijasi ustiga bosing."	"R568_question05_q05itemDirections_5c9d225b943d37.21487688_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2828"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Har bir izoh uchun &lt;b&gt;Ha&lt;/b&gt; yoki&lt;b&gt;Yo'q&lt;/b&gt; ni bosing."	"R549_question09_q09p1_5c9d219f52e044.56910023_1_0"	"PISA_uzb-UZB_REA_R549-MessageInABottle_en21_MS2022.xlf"
"5530"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00c-body_q00c-itemDirections_5c9d225be4b0a6.34337423_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"4527"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R564_question03_q03itemDirections_5c9d225ad99568.65149557_1_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4078"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R561_question03_q03itemDirections_5c9d225a55d7e2.08697913_1_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"5041"	"Read the Introduction."	"Kirish qismini o'qing."	"q0a-body_q0a-itemDirections_5c9d225b68ba89.64609386_0_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3568"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R556_question8_itemDirections_5c9d21a02a9c27.07477347_1_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"5196"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R568_question03_q03itemDirections_5c9d225b919bb2.38251586_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"1486"	"For the purchase of office supplies*"	"bonuslar ulashamiz.*"	"R466_stimulus_line2_5c9d217eb39c49.29121704_0"	"PISA_uzb-UZB_REA_R466-WorkRight_en21_MS2022.xlf"
"5576"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R570_question05_q05itemDirections_5c9d225beb6572.44466392_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"5566"	"No"	"YO'Q"	"R570_question04_tr1th3_5c9d225be9e1f9.42352253_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"3683"	"No"	"YO'Q"	"R558_question2_tr1th3_5c9d2259d6d514.04796593_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4792"	"Read the Introduction."	"Kirish qismini o'qing."	"q00a-body_q00a-itemDirections_5c9d225b241a05.89342632_0_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2595"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R547_question6_itemDirections_5c9d219f1d98c8.80414353_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"4802"	"Click on the NEXT arrow to read the website."	"Saytdagi ma'lumotlarni o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q00b-body_q00b-p2_5c9d225b254bc8.65241268_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4637"	"&lt;i&gt;Read the Introduction."	"&lt;i&gt;Kirish qismini o'qing."	"question00a_1_itemDirections00_5c9d225af0b1a4.44659479_0_0"	"PISA_uzb-UZB_REA_R565-SittingDisease_en21_MS2022.xlf"
"4499"	"Click on the NEXT arrow to read the brochure."	"Kitobchani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q00body_q00p3_5c9d225ad634e6.58888224_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4963"	"on the right."	"qarang."	"R567_question03_q03itemDirections_5c9d225b5d0026.69007205_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5356"	"Read the Introduction."	"Kirish qismini o'qing."	"q00a-body_q00a-itemDirections_5c9d225bbbd163.29252885_0_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"4550"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R564_question05_q05itemDirections_5c9d225adc09b8.88788512_1_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4095"	"True"	"TO'G'RI"	"R561_question04_q04tr1th2_5c9d225a5852e6.07952539_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3784"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R559_question01_q01itemDirections_5c9d225a094583.08629248_1_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"5357"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00a-body_q00a-itemDirections_5c9d225bbbd163.29252885_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"3817"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R559_question05_q05itemDirections_5c9d225a0e2ce7.46367068_1_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"4972"	"on the right."	"qarang."	"R567_question04_q04itemDirections_5c9d225b5e6145.15954865_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4407"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_1_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3548"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R556_question5_itemDirections_5c9d21a02610c3.63790339_1_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"5424"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"q4R569_question_q04itemDirections_5c9d225bc32b91.09930143_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"3537"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R556_question4_itemDirections_5c9d21a024b0e0.57299231_1_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"2812"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing."	"R549_question08_q08itemDirections_5c9d219f5152d7.03553824_1_0"	"PISA_uzb-UZB_REA_R549-MessageInABottle_en21_MS2022.xlf"
"2826"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing."	"R549_question09_q09itemDirections_5c9d219f52dd35.44656995_1_0"	"PISA_uzb-UZB_REA_R549-MessageInABottle_en21_MS2022.xlf"
"5074"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi variantlar ustiga bosing."	"R567_question11_q11itemDirections_5c9d225b6e1bf5.70371706_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4776"	"20 August 2015"	"2015-yil 20-avgust"	"pg4_stimulus_date_5c9d225b22d9b2.24361207_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4728"	"Newspaper Article"	"Gazeta maqolasi"	"R566_Stimulus04_stimulus4_4_5c9d225b1ef5a0.12653615_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2589"	"Type your answer to the question.&lt;/i&gt;"	"Savolga javobingizni yozing.&lt;/i&gt;"	"R547_question01_itemDirections_5c9d219f1a9276.29525184_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"4973"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R567_question04_q04itemDirections_5c9d225b5e6145.15954865_2_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"2332"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun variant ustiga bosing va keyin izohingizni yozing.&lt;/i&gt;"	"R544_question6_itemDirections_5c9d219eb685e2.41999055_1_0"	"PISA_uzb-UZB_REA_R544-Tesla_en21_MS2022.xlf"
"5235"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R568_question08_q08itemDirections_5c9d225b990248.85148475_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5078"	"Yes"	"HA"	"R567_question11_q11tr1th2_5c9d225b6e1fa8.23276505_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5263"	"Yes"	"HA"	"R568_question10_question10_3_5c9d225b9f0fe0.83138807_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2578"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R547_question01_itemDirections_5c9d219f193cb0.19049584_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"2280"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun variant ustiga bosing va keyin izohingizni yozing.&lt;/i&gt;"	"R544_question12_itemDirections_5c9d219eaecf11.08950368_1_0"	"PISA_uzb-UZB_REA_R544-Tesla_en21_MS2022.xlf"
"3721"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun jadvaldagi tanlovlaringiz ustiga bosing.&lt;/i&gt;"	"R558_question8_itemDirections_5c9d2259dff4b4.26787399_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3835"	"Web Search"	"Internetda izlash"	"R560_stimulus_pg01h1_5c9d225a248330.25416437_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4539"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R564_question04_q04itemDirections_5c9d225adaca53.72529344_1_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4806"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00c-body_q00c-itemDirections_5c9d225b268d16.70648842_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4848"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R566_question05_q05itemDirections_5c9d225b2e4c18.97287601_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2608"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing.&lt;/i&gt;"	"R547_question7_itemDirections_5c9d219f1f6623.95886149_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"1810"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Har bir fikr uchun &lt;b&gt;To'g'ri&lt;/b&gt; yoki &lt;b&gt;Noto'g'ri&lt;/b&gt;ni bosing."	"Q07_question_Q07p2_5c9d219e3bd593.06084435_1_0"	"PISA_uzb-UZB_REA_R541-Plastic_en21_MS2022.xlf"
"5685"	"Read the Introduction."	"Kirish qismini o'qing."	"q0aR590_question_q0aitemDirections_5c9d225c163889.38571216_0_0"	"PISA_uzb-UZB_REA_R590-Sentences01_en21_MS2022.xlf"
"4495"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00body_q00itemDirections_5c9d225ad63037.10388777_1_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"5253"	"Click on the NEXT arrow to read the article."	"Maqolani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q0b-body_q0b-p2_5c9d225b9d8ad3.57377464_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5224"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R568_question06_q06itemDirections_5c9d225b95c7c2.45173392_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5686"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q0aR590_question_q0aitemDirections_5c9d225c163889.38571216_1_0"	"PISA_uzb-UZB_REA_R590-Sentences01_en21_MS2022.xlf"
"558"	"On 9 January 1912, they reached latitude 88°23'5&quot;."	"yetib keldi. Ular 1912-yil 9-yanvarda, 88°23'5&quot; kenglikka yetib kelishdi."	"R220_stimulus_p5_5c9d217d961d59.34286375_0_0"	"PISA_uzb-UZB_REA_R220-SouthPole_en21_MS2022.xlf"
"2342"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R544_question9_itemDirections_5c9d219eb9e0e2.04420842_1_0"	"PISA_uzb-UZB_REA_R544-Tesla_en21_MS2022.xlf"
"2291"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing.&lt;/i&gt;"	"R544_question13_itemDirections_5c9d219eb05504.42221208_1_0"	"PISA_uzb-UZB_REA_R544-Tesla_en21_MS2022.xlf"
"5382"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"q1R569_question_q01itemDirections_5c9d225bbe7a46.56649318_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"3946"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00abody_q00aitemDirections_5c9d225a310689.57957911_1_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5218"	"Click on a search result to answer the question."	"Savolga javob berish uchun qiduruv natijasi ustiga bosing."	"R568_question05_q05p2_5c9d225b944012.35673014_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"3906"	"Click on a search result to answer the question."	"Savolga javob berish uchun qiduruv natijasi ustiga bosing."	"R560_question01_q01itemDirections_5c9d225a275490.54340907_1_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4702"	"Newspaper Article"	"Gazeta maqolasi"	"R566_Stimulus01_stimulus1_4_5c9d225b1ba0c1.01552199_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4406"	"Refer to the different webpages of the website on the right."	"O'ng tomondagi veb-saytning turli sahifalariga qarang."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_0_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3806"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R559_question03_q03itemDirections_5c9d225a0bca08.34875790_1_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"5513"	"Read the Introduction."	"Kirish qismini o'qing."	"q00a-body_q00a-itemDirections_5c9d225be27017.66409098_0_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"4658"	"Type your answer to the question.&lt;/i&gt;"	"Savolga javobingizni kiriting.&lt;/i&gt;"	"R565_question2_itemDirections_5c9d225af32f63.48100809_1_0"	"PISA_uzb-UZB_REA_R565-SittingDisease_en21_MS2022.xlf"
"3660"	"Then click on the NEXT arrow.&lt;/i&gt;"	"So'ngra KEYINGI ko'rsatkichi ustiga bosing.&lt;/i&gt;"	"question00a_1_itemDirections00_5c9d2259cfa214.87345836_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"1149"	"Give a reason for your answer."	"Javobingiz uchun bitta sabab keltiring."	"R446_question_itemStem_5c9d217e7583f3.02441541_2_0"	"PISA_uzb-UZB_REA_R446-JobVacancy_en21_MS2022.xlf"
"2561"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R547_question01_itemDirections_5c9d219f166ae3.43581469_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"3668"	"Then click on the NEXT arrow.&lt;/i&gt;"	"So'ngra KEYINGI ko'rsatkichi ustiga bosing.&lt;/i&gt;"	"question00b_1_itemDirections00_5c9d2259d0a923.54695152_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4889"	"No"	"YO'Q"	"R566_question09_question09_4_5c9d225b3520d8.85447821_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3778"	"Click on the NEXT arrow to read the article."	"Maqolani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q00body_q00p2_5c9d225a083717.02980991_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"4184"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R562_question01_q01itemDirections_5c9d225a8485a4.12121265_1_0"	"PISA_uzb-UZB_REA_R562-OpeningNight_en21_MS2022.xlf"
"4703"	"Web Search"	"Internetda izlash"	"R566_stimulus02_pg02h1_5c9d225b1cb230.57150775_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3715"	"Click on a search result to answer the question."	"Savolga javob berish uchun qiduruv natijasi ustiga bosing."	"R558_question7_question07_2_5c9d2259de41a7.64572909_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3936"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R560_question07_q07itemDirections_5c9d225a2f6d99.11968305_1_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5610"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R570_question09_q09itemDirections_5c9d225bf19000.49412663_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"4175"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00body_q00itemDirections_5c9d225a833923.77937199_1_0"	"PISA_uzb-UZB_REA_R562-OpeningNight_en21_MS2022.xlf"
"3511"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R556_question1_itemDirections_5c9d21a0206c18.88355179_2_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"4516"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R564_question02_q02itemDirections_5c9d225ad871c4.82679481_1_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"5711"	"Then click on the NEXT arrow.&lt;/i&gt;"	"So'ngra KEYINGI ko'rsatkichi ustiga bosing.&lt;/i&gt;"	"q00body_q00itemDirections_5c9d225c1daca6.57636802_1_0"	"PISA_uzb-UZB_REA_R590-Sentences01_en21_MS2022.xlf"
"2144"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R543_question5_itemDirections_5c9d219e828549.10101766_1_0"	"PISA_uzb-UZB_REA_R543-Nobel_en21_MS2022.xlf"
"3559"	"Type your answer to the question.&lt;/i&gt;"	"Savolga javobingizni yozing.&lt;/i&gt;"	"R556_question7_itemDirections_5c9d21a02923d2.20334776_1_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"5259"	"Click on a choice and type an explanation to answer the question."	"Savolga javob berish uchun tanlagan javobingiz ustiga bosing va izoh yozing."	"R568_question10_q10itemDirections_5c9d225b9f0d59.48638070_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"1494"	"20"	"200 000"	"R466_stimulus_q3key_5c9d217eb3a336.12358410_0"	"PISA_uzb-UZB_REA_R466-WorkRight_en21_MS2022.xlf"
"4442"	"Refer to the different webpages of the website on the right."	"O'ng tomondagi veb-saytning turli sahifalariga qarang."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_0_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3659"	"&lt;i&gt;Read the Introduction."	"&lt;i&gt;Kirish qismini o'qing."	"question00a_1_itemDirections00_5c9d2259cfa214.87345836_0_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3775"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00body_q00itemDirections_5c9d225a083229.64311247_1_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"5413"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"q3R569_question_q03itemDirections_5c9d225bc19df3.83780861_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"3925"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R560_question06_q06itemDirections_5c9d225a2dfd60.74432509_1_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"2156"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R543_question6_itemDirections_5c9d219e841e59.06022258_1_0"	"PISA_uzb-UZB_REA_R543-Nobel_en21_MS2022.xlf"
"5258"	"Refer to both sources on the right by clicking on each of the tabs."	"Yorliqlarga bosish orqali o'ng tomondagi ikkala manbani ko'rib chiqing."	"R568_question10_q10itemDirections_5c9d225b9f0d59.48638070_0_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5084"	"Web Search"	"Internetda izlash"	"R568_stimulus1_pg01h1_5c9d225b881974.02192114_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"3710"	"Click on a search result to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun qidiruv natijalari ustiga bosing.&lt;/i&gt;"	"R558_question7_itemDirections_5c9d2259de3d30.86993518_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3692"	"Type your answer to the question.&lt;/i&gt;"	"Savolga javobingizni kiriting.&lt;/i&gt;"	"R558_question4_itemDirections_5c9d2259d9d989.95651222_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5121"	"Image Credit: NASA"	"Surat NASA tomonidan olingan"	"page2_stimulus_stimulusTab1_2_5c9d225b8c6386.71216999_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
