"Segment"	"en-ZZ"	"el-GR"	"ID"	"File"
"794"	"The provision of assistance to victims of natural disasters"	"Παροχή βοήθειας στα θύματα των φυσικών καταστροφών"	"S514_question3_tr4td1_50ed2974914b44.43291632_0"	"PISA_ell-GRC_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"1232"	"S605 Geothermal Energy"	"S605 Γεωθερμική ενέργεια"	"S605_stimulus3_unknownID_515e3a7222f3d5.31439290_0"	"PISA_ell-GRC_SCI_S605-GeothermalEnergy_en15_MS2022.xlf"
"1119"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt; Μη ξεχάσεις να επιλέξεις &lt;b&gt;ένα ή περισσότερα&lt;/b&gt; τετραγωνάκια.&lt;/i&gt;"	"S604_question3_q3p2_51804e6bc49453.85399057_0"	"PISA_ell-GRC_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"2441"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"&lt;i&gt; Μην ξεχάσεις να επιλέξεις &lt;b&gt;ένα ή περισσότερα&lt;/b&gt; τετραγωνάκια.&lt;/i&gt;"	"S662_question7_q7p3_51940bae49c112.44979934_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1381"	"One experiment involved offering captive elephants an equal number of branches from each of the two species. Ants were removed from half of the species A branches, and ants were added to half of the species B branches. All branches were of similar size and had a similar number of leaves."	"Σε ένα πείραμα προσέφεραν σε ελέφαντες που ζουν σε αιχμαλωσία τον ίδιο αριθμό κλαδιών από καθένα από τα δύο είδη. Τα μυρμήγκια απομακρύνθηκαν από τα μισά κλαδιά του είδους Α, ενώ προστέθηκαν μυρμήγκια στα μισά κλαδιά του είδους Β. Όλα τα κλαδιά είχαν το ίδιο μέγεθος και είχαν παρόμοιο αριθμό φύλλων."	"S603_stimulus1_Sp11_5174071361d132.18428423_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2338"	"To run this simulation, you can use the following controls:"	"Για να εκτελέσεις αυτήν την προσομοίωση μπορείς να χρησιμοποιήσεις τις παρακάτω εντολές:"	"menu_1_menuP2_51940bae3962f0.36724953_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2904"	"Habitable Zone"	"Κατοικήσιμη ζώνη"	"S648_Q0_Qlable1_1_517407af696281.39035562_0"	"PISA_ell-GRC_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2472"	"1000"	"1.000"	"stimulus2_1_ylabel_1000z_51940bae4f7677.00286165_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2119"	"Solar Cooker"	"Ηλιακή κουζίνα"	"S629_stimulus1_attr_alt_attr_stimulus1_2_515e3a729164b8.81962885_0"	"PISA_ell-GRC_SCI_S629-SolarCooker_en15_MS2022.xlf"
"645"	"Bacteria"	"Τα βακτήρια"	"S478_question1_question1_3_50ed1d14476160.22901846_0"	"PISA_ell-GRC_SCI_S478-Antibiotics_en15_MS2022.xlf"
"2976"	"Venus"	"Αφροδίτη"	"S648_stimulus1_le1_517407af7daf63.70073035_0"	"PISA_ell-GRC_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1342"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"S603_question5_itemDirections5_51740713540214.25491020_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1361"	"Birds leave nests"	"Τα πουλιά αφήνουν τις φωλιές."	"S607_stimulus1_sl04_517407135cdb41.55545007_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1347"	"Do elephants play a key role in maintaining the population of ants on the savannah?"	"Οι ελέφαντες παίζουν σημαντικό ρόλο στη διατήρηση του πληθυσμού των μυρμηγκιών στη σαβάνα;"	"S603_question5_question5_3_51740713542a52.62549962_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2693"	"Compact CFL"	"CLF"	"sim_1_q02sim3_51940c102b1c94.13513006_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1913"	"S626 Sound in Marine Habitats"	"S626 Ο ήχος στους θαλάσσιους βιότοπους"	"S626_stimulus3_unknownID_515e3a7276cfb5.29733817_0"	"PISA_ell-GRC_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"925"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Το φαινόμενο της αστικής θερμικής νησίδας&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S602_question4_qitemTitle4_515e3a71ecc5d8.94269684_0"	"PISA_ell-GRC_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1837"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;O ήχος στους θαλάσσιους βιότοπους &lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S626_question2_itemTitle_2_515e3a72684469.01352681_0"	"PISA_ell-GRC_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"1398"	"Time of Exposure (minutes)"	"Χρόνος που ήταν διαθέσιμη η τροφή (λεπτά)"	"S603_stimulus1_p25_51740713621ef2.23731047_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1943"	"S626 Sound in Marine Habitats"	"S626 Ο ήχος στους θαλάσσιους βιότοπους"	"S626_stimulus4_unknownID_515e3a727a7b87.05998946_0"	"PISA_ell-GRC_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2282"	"1000"	"1.000"	"js_translation_data_1000_51940bae34c777.31998533_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2732"	"Halogen"	"Αλογόνου"	"stimulus_1_stimuluslb4label_51940c102e6424.85106393_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1878"	"S626 Sound in Marine Habitats"	"S626 Ο ήχος στους θαλάσσιους βιότοπους"	"S626_stimulus2_unknownID_515e3a72732e69.96402716_0"	"PISA_ell-GRC_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2978"	"Mars"	"Άρης"	"S648_stimulus1_le3_517407af7db842.87617149_0"	"PISA_ell-GRC_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1345"	"Is damage to acacia trees caused mainly by elephants?"	"Οι βλάβες στις ακακίες προκαλούνται κυρίως από τους ελέφαντες;"	"S603_question5_question5_1_517407135419e2.14832619_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1803"	"&lt;i&gt; Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt; Μη ξεχάσεις να επιλέξεις &lt;b&gt;ένα ή περισσότερα&lt;/b&gt; τετραγωνάκια.&lt;/i&gt;"	"S625_question3_Reminder_515e3a72606b12.91412290_0"	"PISA_ell-GRC_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"2486"	"Medium"	"Μέτριος"	"stimulus2_1_stimulus2_37_51940bae4fb717.07805933_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1392"	"Species A&lt;br /&gt;branches with ants"	"Είδη A&lt;br /&gt;κλαδιά με μυρμήγκια"	"S603_stimulus1_le3_5174071361fc03.36887402_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2466"	"2000"	"2.000"	"stimulus2_1_ylabel_2000p_51940bae4f60a8.91837676_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2644"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;Να εκτελέσεις την προσομοίωση για να συλλέξεις δεδομένα, με βάση τις παρακάτω πληροφορίες. Κάνε κλικ σε ένα ή περισσότερα τετραγωνάκια, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"question4_1_itemDirections04_51940c1024b383.82866558_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1785"	"&lt;b&gt;Wildfires and the Fire Triangle&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Πυρκαγιές στη φύση και το τρίγωνο της φωτιάς&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S625_question2_qitemTitle2_515e3a725ebb04.25985468_0"	"PISA_ell-GRC_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"2802"	"Delete some data to run more trials."	"Να διαγράψεις μερικά δεδομένα για να εκτελέσεις περισσότερες δοκιμές."	"js_translation_deleteMsg_51940c10312124.83384997_0"	"PISA_ell-GRC_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1371"	"Birds leave nests"	"Τα πουλιά αφήνουν τις φωλιές."	"S607_stimulus1_sl14_517407135d1832.09141585_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1368"	"Caterpillars hatch and eat leaves"	"Οι κάμπιες εκκολάπτονται και τρώνε φύλλα."	"S607_stimulus1_sl11_517407135d0c78.97389268_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2245"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"&lt;i&gt; Μην ξεχάσεις να επιλέξεις &lt;b&gt;ένα ή περισσότερα&lt;/b&gt; τετραγωνάκια.&lt;/i&gt;"	"CS634_Q05_p52_5193fde5a49981.31413934_0"	"PISA_ell-GRC_SCI_S634-Vaccination_en15_MS2022.xlf"
"920"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Το φαινόμενο της αστικής θερμικής νησίδας&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S602_question3_qitemTitle3_515e3a71ea4ab2.35582126_0"	"PISA_ell-GRC_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1344"	"The researchers did another experiment that involved selecting two similar areas of the savannah that had both species of acacia trees. One of the two areas was enclosed by a fence that is known to keep out elephants but does not keep smaller animals out. The researchers checked the trees in both areas for damage once every six months.&lt;br /&gt;&lt;br /&gt;Which of the following questions is the experiment designed to answer?"	"Οι ερευνητές έκαναν άλλο ένα πείραμα, κατά το οποίο επέλεξαν δύο παρόμοιες περιοχές της σαβάνας όπου υπήρχαν δέντρα και από τα δύο είδη ακακίας. Μία από τις δύο περιοχές περιβάλλονταν από φράκτη, που κρατάει μακριά τους ελέφαντες, αλλά όχι και τα μικρότερα ζώα. Οι ερευνητές εξέταζαν τα δέντρα για βλάβες και στις δύο περιοχές κάθε έξι μήνες. &lt;br /&gt;&lt;br /&gt;Ποια από τις ακόλουθες ερωτήσεις επιχειρεί να απαντήσει το πείραμα;"	"S603_question5_p52_517407135410f2.33073972_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1213"	"Geothermal Energy"	"Γεωθερμική ενέργεια"	"S605_stimulus1_attr_alt_attr_stimulus1_1_515e3a721e4142.02566117_0"	"PISA_ell-GRC_SCI_S605-GeothermalEnergy_en15_MS2022.xlf"
"2620"	"To see how all the controls in this simulation work, follow these steps:"	"Για να δεις πώς λειτουργούν οι διάφορες εντολές που χρησιμοποιούνται σε αυτήν την προσομοίωση, να ακολουθήσεις τα παρακάτω βήματα:"	"question2_1_Q02P2_51940c1020b465.51317902_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2697"	"Halogen"	"Αλογόνου"	"sim_1_q02sim5_51940c102b2833.62847084_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1850"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Ο ήχος στους θαλάσσιους βιότοπους &lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S626_question3_itemTitle_3_515e3a726a8597.13003860_0"	"PISA_ell-GRC_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"792"	"The use of science to predict natural disasters"	"Συνδρομή της επιστήμης για την πρόβλεψη φυσικών καταστροφών"	"S514_question3_tr2td1_50ed2974913ab8.50762288_0"	"PISA_ell-GRC_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"1249"	"S605 Geothermal Energy"	"S605 Γεωθερμική ενέργεια"	"S605_stimulus4_unknownID_515e3a7225e821.28287897_0"	"PISA_ell-GRC_SCI_S605-GeothermalEnergy_en15_MS2022.xlf"
"1214"	"S605 Geothermal Energy"	"S605 Γεωθερμική ενέργεια"	"S605_stimulus2_unknownID_515e3a72201f89.25290121_0"	"PISA_ell-GRC_SCI_S605-GeothermalEnergy_en15_MS2022.xlf"
"2810"	"To delete any row of data, click on the delete button next to that row."	"Για να διαγράψεις μία γραμμή με δεδομένα, κάνε κλικ στο κουμπί «Διαγραφή» δίπλα σε αυτήν τη γραμμή. &lt;br /&gt; &lt;br /&gt;"	"menu_1_menuP4_51940c10331dd6.82051249_0"	"PISA_ell-GRC_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"3031"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Είδος επιδρομέα&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S657_question3_itemTitleqS3_518050dc4485a9.75889405_0"	"PISA_ell-GRC_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2279"	"Medium"	"Μέτριος"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"935"	"higher"	"υψηλότερες"	"S602_question4_S602Q04SELECT31_515e3a71ecfa31.57124397_0"	"PISA_ell-GRC_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"3018"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Είδος επιδρομέα&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S657_question2_itemTitleqS2_518050dc425b41.03457307_0"	"PISA_ell-GRC_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2409"	"increase"	"αυξάνεται"	"question5_1_o5b_1_51940bae44bde1.09195708_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1066"	"Elephants and Acacia Trees"	"Ελεφαντες και ακακιες"	"S603_stimulus1_title1_515e3a720f0d05.94739019_0"	"PISA_ell-GRC_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"1822"	"Wildfires and the Fire Triangle"	"Πυρκαγιες στη φυση και το τριγωνο της φωτιας"	"S625_stimulus1_attr_alt_attr_stimulus1_1_515e3a7263baa0.29159962_0"	"PISA_ell-GRC_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"3044"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Είδος επιδρομέα&lt;/b&gt;&lt;br /&gt; Ερώτηση"	"S657_question4_itemTitleqS4_518050dc4689a8.97679857_0"	"PISA_ell-GRC_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2719"	"Please click on the NEXT arrow to continue."	"Κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ, για να συνεχίσεις."	"sim_1_automationMsg2_51940c102ba4f1.09359315_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1382"	"All four types of branches were offered to the elephants at time 0, and observations were made every 10 minutes for one hour. The following data were collected from the study:"	"Και οι τέσσερις τύποι κλαδιών δόθηκαν στους ελέφαντες τη χρονική στιγμή 0, και οι παρατηρήσεις καταγράφονταν κάθε 10 λεπτά για μια ώρα. Από την έρευνα συγκεντρώθηκαν οι παρακάτω πληροφορίες:"	"S603_stimulus1_Sp12_5174071361d466.12152648_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2977"	"Earth"	"Γη"	"S648_stimulus1_le2_517407af7db406.82055732_0"	"PISA_ell-GRC_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2467"	"1000"	"1.000"	"stimulus2_1_ylabel_1000p_51940bae4f6304.12006161_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2405"	"increase"	"αυξάνεται"	"question5_1_o5_1_51940bae44b359.11003691_0"	"PISA_ell-GRC_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"936"	"lower"	"χαμηλότερες"	"S602_question4_S602Q04SELECT32_515e3a71ecff57.11412426_0"	"PISA_ell-GRC_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1358"	"Caterpillars hatch and eat leaves"	"Οι κάμπιες εκκολάπτονται και τρώνε φύλλα."	"S607_stimulus1_sl01_517407135cced4.30298235_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1055"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"S603_question5_itemDirections5_515e3a720ccc26.65539143_0"	"PISA_ell-GRC_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2730"	"Compact CFL"	"CLF"	"stimulus_1_stimuluslb2label_51940c102e5b47.55394349_0"	"PISA_ell-GRC_SCI_S643-LightBulbs_en15_MS2022.xlf"
"3010"	"Caterpillar"	"&lt;br/&gt;Προνύμφη"	"S657_question1_source1_518050dc4065d2.43433896_0"	"PISA_ell-GRC_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2126"	"To run this simulation, you can use the following controls:"	"Για να εκτελέσεις αυτήν την προσομοίωση μπορείς να χρησιμοποιήσεις τις παρακάτω εντολές:"	"menu_1_aMenuP3_5193fde5960855.32998808_0"	"PISA_ell-GRC_SCI_S634-Vaccination_en15_MS2022.xlf"
"2979"	"Uranus"	"Ουρανός"	"S648_stimulus1_le4_517407af7dbca8.58872486_0"	"PISA_ell-GRC_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2818"	"To see how all the controls in this simulation work, follow these steps:"	"Για να δεις πώς λειτουργούν οι διάφορες εντολές που χρησιμοποιούνται σε αυτήν την προσομοίωση να ακολουθήσεις τα παρακάτω βήματα:"	"question1_1_q01p2_51940c1035b545.11039704_0"	"PISA_ell-GRC_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2118"	"Solar Cooker"	"Ηλιακή κουζίνα"	"S629_stimulus1_attr_alt_attr_stimulus1_1_515e3a72916242.75942693_0"	"PISA_ell-GRC_SCI_S629-SolarCooker_en15_MS2022.xlf"
"1464"	"Ammonoids"	"ΑΜΜΩΝΙΤΕΣ"	"S608_stimulus1_title1_515e3a723278f4.32125142_0"	"PISA_ell-GRC_SCI_S608-Ammonoids_en15_MS2022.xlf"
"1346"	"Are fences the best way to protect acacia trees from elephants?"	"Οι φράκτες είναι ο καλύτερος τρόπος για να προστατευθούν οι ακακίες από τους ελέφαντες;"	"S603_question5_question5_2_51740713542222.30045207_0"	"PISA_ell-GRC_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
