"Segment"	"en-ZZ"	"ar-IL"	"ID"	"File"
"2243"	"None"	"لا شيء"	"js_translation_none_51940bae34a2a5.02729819_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2361"	"Explain your answer."	"فسّروا إجابتكم."	"question4_1_q04sp2_51940bae428ee9.70288990_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2375"	"increase"	"ستزداد"	"question5_1_o5b_1_51940bae44bde1.09195708_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2245"	"Medium"	"متوسط"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1751"	"&lt;b&gt;Wildfires and the Fire Triangle&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الحرائق في البراري ومثلّث النار&lt;/b&gt;&lt;br /&gt; سؤال"	"S625_question2_qitemTitle2_515e3a725ebb04.25985468_0"	"PISA_ara-ISR_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"2455"	"None"	"لا شيء"	"stimulus2_1_stimulus2_43_51940bae4fc8e8.55900256_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2790"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;شغّلوا المحاكاة لكي تجمعوا معطيات تعتمد على المعلومات أدناه.  للإجابة عن السؤال، اضغطوا على أحد الخيارات.&lt;/i&gt;"	"question2_1_itemDirections02_51940c10381160.17280342_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2543"	"&lt;i&gt;Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;اكتبوا إجابتكم عن السؤال. &lt;/i&gt;"	"S638_question5_itemDirections5_51804fe18ba1e7.21783966_0"	"PISA_ara-ISR_SCI_S638-OilSpills_en15_MS2022.xlf"
"2525"	"Can this question be answered by scientific experiments?"	"هل يمكن الإجابة عن هذا السؤال بواسطة تجارب علميّة؟"	"S638_question4_Q4_tr1th1_51804fe1883fb9.47923889_0"	"PISA_ara-ISR_SCI_S638-OilSpills_en15_MS2022.xlf"
"2585"	"In this simulation, you will be able to see how different types of light bulbs with different power levels function. The light bulb tester will show the amount of light output (measured in lumens) as well as the light bulb's efficiency (measured in lumens per watt)."	"في هذه المحاكاة، يمكنكم أن تشاهدوا كيف تعمل أنواع مختلفة من المصابيح الكهربائيّة ذات مستويات قدرة مختلفة. فاحص المصباح الكهربائيّ سيُظهر كمّيّة إنتاج المصباح ( لومن) بالإضافة إلى نجاعة المصباح الكهربائيّ (لومن لكل واط)."	"question2_1_Q02P1_51940c1020aec2.48208157_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2125"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ انتبهوا: من الممكن اختيار خانة &lt;b&gt;واحدة أو أكثر&lt;/b&gt;."	"question1_1_q1p3_5193fde59b26d2.60726263_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"255"	"Transparency"	"الشفافية"	"S413_question3_q3t2tr6td1_50ec41d251e158.96550956_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2867"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;اِقرؤوا المقدّمة. ثم اضعطوا على سهم &quot;التالي&quot;.&lt;/i&gt;"	"S648_Q0_itemDirections0_517407af694fe9.03906983_0"	"PISA_ara-ISR_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2086"	"How to Run the Simulation"	"كيفيّة &quot;تشغيل&quot; المحاكاة"	"menu_1_MenuHeading_5193fde595e614.09293724_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"249"	"Scratch resistance"	"مقاومته للخدش"	"S413_question3_q3t2tr3td1_50ec41d251ca17.84197382_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2774"	"The Run button to display the results."	"زرّ &quot;تشغيل&quot; لعرض النتائج."	"menu_1_menuLi3_51940c103317a2.93942447_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2683"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"جيّد!&lt;br /&gt; اضغطوا على سهم &quot;التالي&quot; للاستمرار."	"sim_1_dialogMsgText2_51940c102b9894.02724093_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"635"	"Belltown"	"بلتاون"	"S466_stimulus2_label3_50ed238840a110.76031237_0"	"PISA_ara-ISR_SCI_S466-ForestFires_en15_MS2022.xlf"
"2820"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;شغّلوا المحاكاة لكي تجمعوا معطيات تعتمد على المعلومات أدناه.  للإجابة عن السؤال، اضغطوا على أحد الخيارات ومن ثم اكتبوا شرحًا.&lt;/i&gt;"	"question5_1_itemDirections05_51940c103ce917.28673274_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2695"	"Incandescent"	"مصباح التوهُّج"	"stimulus_1_stimuluslb1label_51940c102e5782.07661572_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"935"	"higher"	"أعلى"	"S602_question4_S602Q04SELECT31_515e3a71ecfa31.57124397_0"	"PISA_ara-ISR_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2211"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ انتبهوا: من الممكن اختيار خانة &lt;b&gt;واحدة أو أكثر&lt;/b&gt;."	"CS634_Q05_p52_5193fde5a49981.31413934_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"2108"	"This simulation allows you to explore the effect of a vaccination on the spread of an infectious disease in a population of people exposed to the disease."	"تمكّنكم هذه المحاكاة من اكتشاف كيف يؤثّر التطعيم على انتشار مرض مُعدٍ لدى مجموعة سكانيّة من الناس المعرّضين للإصابة بالمرض."	"question000_1_q000P1_5193fde5990cf3.01147251_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"2456"	"Low"	"منخفض"	"stimulus2_1_stimulus2_44_51940bae4fcc02.17470008_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2833"	"&lt;i&gt;For this question you will not need to use the simulation. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;لن تحتاجوا في هذا السؤال إلى استعمال المحاكاة.  للإجابة عن السؤال، اضغطوا على أحد الخيارات ومن ثم اكتبوا شرحًا.&lt;/i&gt;"	"question6_1_itemDirections06_51940c103ebfe4.25149254_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2808"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;شغّلوا المحاكاة لكي تجمعوا معطيات تعتمد على المعلومات أدناه.  للإجابة عن السؤال، اضغطوا على أحد الخيارات.&lt;/i&gt;"	"question4_1_itemDirections04_51940c103b3ee7.77719911_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"934"	"Select"	"إختاروا"	"S602_question4_S602Q04SELECT30_515e3a71ecf551.21724858_0"	"PISA_ara-ISR_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2783"	"This simulation allows you to observe the results of a reaction between substance A and substance B. You will explore how the volumes of the two substances affect both the size of the particles produced and the reaction time."	"هذه المحاكاة تمكّنكم من مراقبة نتائج التفاعل بين المادّة A وبين المادّة B. ستكتشفون كيف يؤثّر حجما المادتـَيْن على حجم الجُسَيْمات الناتجة وعلى زمن التفاعل."	"question1_1_q01p1_51940c1035b265.52697733_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2631"	"CFL light bulbs"	"مصابيح الفلورسنت CFL"	"question5_1_question5_6_51940c10266be3.09555400_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2659"	"Compact CFL"	"مصباح فلورسنت مُصغَّر (CFL)"	"sim_1_q02sim3_51940c102b1c94.13513006_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1699"	"S620 Tornadoes Q03"	"S620 أعاصير التورنادو  Q03"	"S620_question3_unknownID_51740713a2e581.39006046_0"	"PISA_ara-ISR_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2997"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الأنواع الغازِيَة&lt;/b&gt;&lt;br /&gt; سؤال"	"S657_question3_itemTitleqS3_518050dc4485a9.75889405_0"	"PISA_ara-ISR_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"936"	"lower"	"أقلّ"	"S602_question4_S602Q04SELECT32_515e3a71ecff57.11412426_0"	"PISA_ara-ISR_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1700"	"&lt;b&gt;Tornadoes&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;أعاصير التورنادو&lt;/b&gt;&lt;br /&gt; سؤال"	"S620_question3_qitemTitle3_51740713a2f160.58346726_0"	"PISA_ara-ISR_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2920"	"Explain your answer."	"فسّروا إجابتكم."	"S648_question4_q4p2_517407af762523.27161688_0"	"PISA_ara-ISR_SCI_S648-HabitableZone_en15_MS2022.xlf"
"278"	"Scratch resistance"	"مقاومته للخدش"	"S413_question3_q3t4tr6td1_50ec41d2524e00.67861381_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"1523"	"Medium"	"متوسّط"	"js_translation_slopeMedium_5193d356223111.88387023_0"	"PISA_ara-ISR_SCI_S615-Tsunami_en15_MS2022.xlf"
"2953"	"S648 Habitable Zone"	"S648 المنطقة الصالحة للسّكن Q01"	"S642_stimulus2_unknownID_517407af837c82.23923381_0"	"PISA_ara-ISR_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2862"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"جيّد!&lt;br /&gt; اضغطوا على سهم &quot;التالي&quot; للاستمرار."	"sim_1_sim_3_51940c104145d8.73020862_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1363"	"Birds and Caterpillars Introduction"	"مقدّمة الطيور واليرقات"	"S607_stimulus1_attr_alt_attr_stimulus1_3_517407135d4900.63824973_0"	"PISA_ara-ISR_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2572"	"To run this simulation, you can use the following controls:"	"لتشغيل هذه المحاكاة، يمكنكم استعمال أزرار التحكُّم التالية:"	"menu_1_menuP2_51940c101d3cd5.29603890_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1769"	"&lt;i&gt; Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt; انتبهوا: من الممكن اختيار &lt;b&gt;خانة واحدة أو أكثر.&lt;/b&gt; &lt;/i&gt;"	"S625_question3_Reminder_515e3a72606b12.91412290_0"	"PISA_ara-ISR_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"2457"	"Medium"	"متوسط"	"stimulus2_1_stimulus2_45_51940bae4fcf21.03581858_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"315"	"&lt;i&gt;Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt; للإجابة عن السؤال، اضغطوا على الخيارات الموجودة في الجدول. &lt;/i&gt;"	"S415_question3_itemDirections3_50ec3d041209d4.05878868_0"	"PISA_ara-ISR_SCI_S415-SolarPowerGeneration_en15_MS2022.xlf"
"2450"	"None"	"لا شيء"	"stimulus2_1_stimulus2_35_51940bae4fb0c7.49763146_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2963"	"S648 Habitable Zone"	"S648 المنطقة الصالحة للسّكن Q01"	"S648_stimulus3_unknownID_517407af8acc85.19595762_0"	"PISA_ara-ISR_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2461"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"جيّد!&lt;br /&gt; اضغطوا على سهم &quot;التالي&quot; للاستمرار."	"stimulus2_1_stimulus2_49_51940bae4fe598.93213774_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2768"	"Delete some data to run more trials."	"احذفوا بعض المعطيات لإجراء المزيد من المحاولات."	"js_translation_deleteMsg_51940c10312124.83384997_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2376"	"decrease"	"ستقلّ"	"question5_1_o5b_2_51940bae44c087.97376885_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1902"	"Sound-emitting device"	"جهاز مولّد- للصوت"	"S626_stimulus3_device2_515e3a72774942.31411172_0"	"PISA_ara-ISR_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2304"	"To run this simulation, you can use the following controls:"	"لتشغيل هذه المحاكاة، يمكنكم استعمال أزرار التحكُّم التالية:"	"menu_1_menuP2_51940bae3962f0.36724953_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2111"	"&lt;b&gt;Infectious:&lt;/b&gt; Individuals in this state have the disease and can infect others."	"&lt;b&gt;ناقلون للعدوى:&lt;/b&gt; الأشخاص في هذه الحالة مصابون بالمرض، ويمكنهم نقل العدوى للآخرين."	"question000_1_t1tr2td2_5193fde5991bb9.29730595_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"2779"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;اقرؤوا المقدمة. ثم اضغطوا على سهم &quot;التالي&quot;.&lt;/i&gt;"	"question0_1_itemDirections00_51940c10345e61.42502127_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1664"	"&lt;b&gt;Tornadoes&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;أعاصير التورنادو &lt;/b&gt;&lt;br /&gt; سؤال"	"S620_Q2_QitemTitle2_51740713a06d43.54952946_0"	"PISA_ara-ISR_SCI_S620-Tornadoes_en15_MS2022.xlf"
"267"	"Scratch resistance"	"مقاومته للخدش"	"S413_question3_q3t3tr6td1_50ec41d2521717.24293428_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2345"	"decrease"	"تقلّ"	"question3_1_o3b_2_51940bae405248.03074236_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2246"	"High"	"عالٍ"	"js_translation_high_51940bae34b560.40161506_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2466"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;اقرؤوا المقدمة. ثم اضغطوا على سهم &quot;التالي&quot;.&lt;/i&gt;"	"S638_question0_itemDirections0_51804fe179a0d0.36675138_0"	"PISA_ara-ISR_SCI_S638-OilSpills_en15_MS2022.xlf"
"2610"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;شغّلوا المحاكاة لكي تجمعوا معطيات تعتمد على المعلومات أدناه. للإجابة عن السؤال، اضغطوا على خانة واحدة أو أكثر.&lt;/i&gt;"	"question4_1_itemDirections04_51940c1024b383.82866558_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2777"	"To select a row of data to answer a question, click anywhere on that row. The row(s) you select will be marked with a star."	"لاختيار سطر من المعطيات للإجابة عن سؤال، اضغطوا في أي مكان على ذلك السطر. الأسطر التي اخترتموها سيُشار إليها بنجمة."	"menu_1_menuP5_51940c10332141.68408868_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2344"	"increase"	"تزداد"	"question3_1_o3b_1_51940bae404fe9.18189162_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2371"	"increase"	"ستزداد"	"question5_1_o5_1_51940bae44b359.11003691_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1344"	"Caterpillars hatch and eat leaves"	"اليرقات تفقس وتأكل الأوراق"	"S607_stimulus1_sl01_517407135cced4.30298235_0"	"PISA_ara-ISR_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1718"	"S620 Tornadoes"	"S620 أعاصيرالتورنادو"	"S620_stimulus0_unknownID_51740713a83905.04661459_0"	"PISA_ara-ISR_SCI_S620-Tornadoes_en15_MS2022.xlf"
"253"	"Resistance to UV-radiation"	"قدرته على الصمود أمام الأشعّة فوق البنفسجية"	"S413_question3_q3t2tr5td1_50ec41d251d977.06235442_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2696"	"Compact CFL"	"مصباح فلورسنت مُصغَّر (CFL)"	"stimulus_1_stimuluslb2label_51940c102e5b47.55394349_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2554"	"Time"	"الزمن"	"S638_stimulus1_stimulus1_3_51804fe1903507.70731024_0"	"PISA_ara-ISR_SCI_S638-OilSpills_en15_MS2022.xlf"
"2723"	"&lt;b&gt;Carbon Dioxide in Earth's Atmosphere&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ثاني أوكسيد الكربون في الغلاف الجوّيّ للأرض &lt;/b&gt;&lt;br /&gt; سؤال"	"S645_question3_itemTitle3_5180507a8047c6.16315276_0"	"PISA_ara-ISR_SCI_S645-CarbonDioxideInEarthsAtmosphere_en15_MS2022.xlf"
"1355"	"Newly hatched birds are in nests"	"الفراخ موجودة في الأعشاش"	"S607_stimulus1_sl12_517407135d10a1.35506100_0"	"PISA_ara-ISR_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1465"	"&lt;b&gt;Brain-Controlled Robotics&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; أعضاء روبوتية يتحكّم بها الدماغ &lt;/b&gt;&lt;br /&gt; سؤال"	"S610_question2_QitemTitle2_51804e6bcf3483.26385704_0"	"PISA_ara-ISR_SCI_S610-Brain-controlledRobotics_en15_MS2022.xlf"
"1707"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt; للإجابة على السؤال، اضغطوا على أحد الخيارات.&lt;/i&gt;"	"S620_Q5_itemDirections5_51740713a4d6f7.38678093_0"	"PISA_ara-ISR_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2771"	"To run this simulation, you can use the following controls:"	"لتشغيل هذه المحاكاة، يمكنكم استعمال أزرار التحكُّم التالية:"	"menu_1_menuP2_51940c10330f48.46827123_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2407"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ انتبهوا: من الممكن اختيار &lt;b&gt;خانة واحدة أو أكثر&lt;/b&gt;."	"S662_question7_q7p3_51940bae49c112.44979934_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1744"	"Tornadoes"	"أعاصير التورنادو"	"S620_stimulus2_attr_alt_attr_stimulus3_1_51740713ad1472.81375055_0"	"PISA_ara-ISR_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2109"	"In the simulation, an individual in the population will be in one of the following three states at all times."	"في المحاكاة، سيكون كل فرد من المجموعة السكانيّة، في أي وقت مُعطى، في حالة واحدة من الحالات الثلاث."	"question000_1_q000P2_5193fde5990fa4.58817131_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"1117"	"&lt;i&gt;Refer to &quot;Water from Fog&quot; on the right.  Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;استعينوا بالمعلومات الواردة في القطعة &quot;ماء من الضباب&quot; الموجودة على يسار الشاشة. للإجابة عن السؤال، اضغطوا على خانة واحدة أو أكثر.&lt;/i&gt;"	"S604_question3_itemDirections3_51804e6bc48859.23680107_0"	"PISA_ara-ISR_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"1055"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt; للإجابة عن السؤال، اضغطوا على أحد الخيارات. &lt;/i&gt;"	"S603_question5_itemDirections5_515e3a720ccc26.65539143_0"	"PISA_ara-ISR_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"244"	"Transparency"	"الشفافية"	"S413_question3_q3t1tr6td1_50ec41d251b475.02412679_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"381"	"&lt;i&gt;Refer to &quot;Penguin Island  – Table 1&quot; on the right. Click on a choice to answer to the question.&lt;/i&gt;"	"&lt;i&gt;استعينوا بالمعلومات الواردة في &quot;جزيرة البطرق&quot; &amp;ndash; الجدول 1&quot; على يسار الشاشة. للإجابة عن السؤال، اضغطوا على أحد الخيارات.&lt;/i&gt;"	"S425_question3_itemDirections3_50ec57b637d119.19236137_0"	"PISA_ara-ISR_SCI_S425-PenguinIsland_en15_MS2022.xlf"
"2112"	"&lt;b&gt;Recovered/Vaccinated:&lt;/b&gt; Individuals in this state either had the disease and then recovered from it or have been vaccinated to prevent the disease. In the simulation, these individuals cannot get the disease."	"&lt;b&gt;متعافون/ مطعّمون:&lt;/b&gt; الأشخاص في هذه الحالة إمّا كانوا مصابين بالمرض وتعافوا منه، أو تمّ تطعيمهم لمنع المرض. في المحاكاة، لا يمكن أن يصاب هؤلاء الأشخاص بالمرض."	"question000_1_t1tr3td2_5193fde59921c3.30526260_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"2663"	"Halogen"	"هالوجين"	"sim_1_q02sim5_51940c102b2833.62847084_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2340"	"increase"	"تزداد"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"907"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ظاهرة الجزيرة الحرارية المدينيّة &lt;/b&gt;&lt;br /&gt; سؤال"	"S602_question2_qitemTitle2_515e3a71e8a9e9.07036274_0"	"PISA_ara-ISR_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2301"	"How to Run the Simulation"	"كيفيّة &quot;تشغيل&quot; المحاكاة"	"menu_1_MenuHeading_51940bae395636.30389832_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2523"	"&lt;i&gt;Click on the choices in the table to answer the question below.&lt;/i&gt;"	"للإجابة عن السؤال، اضغطوا على الخيارات في الجدول أدناه.&lt;i&gt;&lt;/i&gt;"	"S638_question4_itemDirections4_51804fe1883094.05290088_0"	"PISA_ara-ISR_SCI_S638-OilSpills_en15_MS2022.xlf"
"1511"	"Brain-controlled Prosthetics"	"أعضاء روبوتية يتحكّم بها الدماغ"	"S610_stimulus3_attr_alt_attr_stimulus3_1_51804e6bd8be67.64697236_0"	"PISA_ara-ISR_SCI_S610-Brain-controlledRobotics_en15_MS2022.xlf"
"2984"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الأنواع الغازِيَة&lt;/b&gt;&lt;br /&gt; سؤال"	"S657_question2_itemTitleqS2_518050dc425b41.03457307_0"	"PISA_ara-ISR_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2458"	"High"	"عالٍ"	"stimulus2_1_stimulus2_46_51940bae4fd1e3.66045354_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2209"	"&lt;i&gt;Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;للإجابة عن السؤال، اضغطوا على خانة واحدة أو أكثر .&lt;/i&gt;"	"CS634_Q05_itemDirections5_5193fde5a492d6.48884888_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"1764"	"&lt;b&gt;Wildfires and the Fire Triangle&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الحرائق في البراري ومثلث النار&lt;/b&gt;&lt;br /&gt; سؤال"	"S625_question3_qitemTitle3_515e3a72605c40.86615012_0"	"PISA_ara-ISR_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"2341"	"decrease"	"تقلّ"	"question3_1_o3_2_51940bae4048a1.83833544_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
