"Segment"	"en-ZZ"	"ro-MD"	"ID"	"File"
"1449"	"Hampshire, PI15 9SA&lt;/b&gt;"	"Soroca&lt;/b&gt;"	"R466_stimulus_line5b_5c3f627ee1d8a7.08748973_6_0"	"PISA_ron-MDA_REA_R466-WorkRight_en21_MS2022.xlf"
"3653"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Dați clic pe variantele din tabel pentru a răspunde la întrebare.&lt;/i&gt;"	"R558_question8_itemDirections_5c9d2259dff4b4.26787399_1_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5325"	"Use drag and drop to answer the question."	"Folosiți Drag and Drop (tragere și plasare) pentru a răspunde la întrebare."	"q2R569_question_q02itemDirections_5c9d225bc00fc8.49987510_1_0"	"PISA_ron-MDA_REA_R569-TheCleanup_en21_MS2022.xlf"
"2223"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele din tabel."	"R544_question13_itemDirections_5c9d219eb05504.42221208_1_0"	"PISA_ron-MDA_REA_R544-Tesla_en21_MS2022.xlf"
"5167"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R568_question08_q08itemDirections_5c9d225b990248.85148475_1_0"	"PISA_ron-MDA_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5465"	"Click on the NEXT arrow to read the story."	"Dați clic pe săgeata ÎNAINTE pentru a citi povestea."	"q00c-body_q00c-p2_5c9d225be4b3b7.31015205_0"	"PISA_ron-MDA_REA_R570-TheFavour_en21_MS2022.xlf"
"4939"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele din tabel pentru a răspunde la întrebare."	"R567_question09_q09itemDirections_5c9d225b667296.26876893_1_0"	"PISA_ron-MDA_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4579"	"Click on a choice to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele de răspuns.&lt;/i&gt;"	"R565_question01_itemDirections_5c9d225af1ed07.51831905_1_0"	"PISA_ron-MDA_REA_R565-SittingDisease_en21_MS2022.xlf"
"4363"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_1_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5482"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R570_question02_q02itemDirections_5c9d225be73056.15969994_1_0"	"PISA_ron-MDA_REA_R570-TheFavour_en21_MS2022.xlf"
"2212"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Pentru a răspunde, dați clic pe una dintre variante și apoi redactați o explicație.&lt;/i&gt;"	"R544_question12_itemDirections_5c9d219eaecf11.08950368_1_0"	"PISA_ron-MDA_REA_R544-Tesla_en21_MS2022.xlf"
"4448"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R564_question02_q02itemDirections_5c9d225ad871c4.82679481_1_0"	"PISA_ron-MDA_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"5128"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R568_question03_q03itemDirections_5c9d225b919bb2.38251586_1_0"	"PISA_ron-MDA_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4617"	"Click on a choice to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele de răspuns.&lt;/i&gt;"	"R565_question7_itemDirections_5c9d225b067290.45114409_1_0"	"PISA_ron-MDA_REA_R565-SittingDisease_en21_MS2022.xlf"
"4905"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R567_question04_q04itemDirections_5c9d225b5e6145.15954865_2_0"	"PISA_ron-MDA_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3738"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R559_question03_q03itemDirections_5c9d225a0bca08.34875790_1_0"	"PISA_ron-MDA_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"1477"	"— A copy of your proof of purchase"	"—O copie a dovezii de plată."	"R466_stimulus_sect3right_5c3f627ee1fa08.96367850_3_0"	"PISA_ron-MDA_REA_R466-WorkRight_en21_MS2022.xlf"
"537"	"On 9 January 1912, they reached latitude 88°23'5&quot;."	"la poalele gheţarului Beardmore. La 9 ianuarie 1912, ei au atins latitudinea de 88°23'5''."	"R220_stimulus_p5_5c3f6272ea1f65.43249051_0_0"	"PISA_ron-MDA_REA_R220-SouthPole_en21_MS2022.xlf"
"5190"	"Refer to both sources on the right by clicking on each of the tabs."	"Raportați-Vă la cele două surse din dreapta dând clic pe fiecare filă."	"R568_question10_q10itemDirections_5c9d225b9f0d59.48638070_0_0"	"PISA_ron-MDA_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4780"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R566_question05_q05itemDirections_5c9d225b2e4c18.97287601_1_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5519"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R570_question06_q06itemDirections_5c9d225bece499.21816193_1_0"	"PISA_ron-MDA_REA_R570-TheFavour_en21_MS2022.xlf"
"4339"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_1_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4022"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele din tabel pentru a răspunde la întrebare."	"R561_question04_q04itemDirections_5c9d225a584ac1.71572491_1_0"	"PISA_ron-MDA_REA_R561-OlympicFlag_en21_MS2022.xlf"
"5314"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"q1R569_question_q01itemDirections_5c9d225bbe7a46.56649318_1_0"	"PISA_ron-MDA_REA_R569-TheCleanup_en21_MS2022.xlf"
"5642"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Citiți informația de mai jos."	"q00body_q00itemDirections_5c9d225c1daca6.57636802_0_0"	"PISA_ron-MDA_REA_R590-Sentences01_en21_MS2022.xlf"
"4276"	"Date"	"Data"	"R563-stimulus-communtity_stimulus_culture_sports_10_5c9d225aa35183.56672884_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4045"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe o variantă și apoi redactați o explicație pentru a răspunde la întrebare."	"R561_question07_q07itemDirections_5c9d225a5fcd11.45735862_1_0"	"PISA_ron-MDA_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3868"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R560_question07_q07itemDirections_5c9d225a2f6d99.11968305_1_0"	"PISA_ron-MDA_REA_R560-GarbagePatch_en21_MS2022.xlf"
"1742"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Dați clic pe &lt;b&gt;Adevărat&lt;/b&gt; sau &lt;b&gt;Fals&lt;/b&gt; pentru fiecare afirmație."	"Q07_question_Q07p2_5c9d219e3bd593.06084435_1_0"	"PISA_ron-MDA_REA_R541-Plastic_en21_MS2022.xlf"
"4459"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R564_question03_q03itemDirections_5c9d225ad99568.65149557_1_0"	"PISA_ron-MDA_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4362"	"Refer to the different webpages of the website on the right."	"Raportați-Vă la diferitele pagini de internet din dreapta."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_0_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4660"	"Newspaper Article"	"Articol"	"R566_Stimulus04_stimulus4_4_5c9d225b1ef5a0.12653615_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4374"	"Refer to the different webpages of the website on the right."	"Raportați-Vă la diferitele pagini de internet din dreapta."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_0_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4755"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R566_question03_q03itemDirections_5c9d225b2b2f50.49516650_1_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3667"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Raportați-Vă la ambele surse din dreapta dând clic pe fiecare filă."	"R558_question09_itemDirections_5c9d2259e1b900.05466895_0_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5493"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele din tabel pentru a răspunde la întrebare."	"R570_question04_q04itemDirections_5c9d225be9dcc8.06998933_1_0"	"PISA_ron-MDA_REA_R570-TheFavour_en21_MS2022.xlf"
"4437"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R564_question01_q01itemDirections_5c9d225ad74907.41710504_1_0"	"PISA_ron-MDA_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"2264"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Pentru a răspunde, dați clic pe una dintre variante și apoi redactați o explicație.&lt;/i&gt;"	"R544_question6_itemDirections_5c9d219eb685e2.41999055_1_0"	"PISA_ron-MDA_REA_R544-Tesla_en21_MS2022.xlf"
"4634"	"Newspaper Article"	"Articol"	"R566_Stimulus01_stimulus1_4_5c9d225b1ba0c1.01552199_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5156"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R568_question06_q06itemDirections_5c9d225b95c7c2.45173392_1_0"	"PISA_ron-MDA_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5179"	"Click on the NEXT arrow to read the webpage."	"Dați clic pe săgeata ÎNAINTE pentru a citi pagina de internet."	"q0a-body_q0a-p2_5c9d225b9c1346.99722333_0"	"PISA_ron-MDA_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4116"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R562_question01_q01itemDirections_5c9d225a8485a4.12121265_1_0"	"PISA_ron-MDA_REA_R562-OpeningNight_en21_MS2022.xlf"
"4338"	"Refer to the different webpages of the website on the right."	"Raportați-Vă la diferitele pagini de internet din dreapta."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_0_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3652"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Raportați-Vă la ambele surse din dreapta dând clic pe fiecare filă."	"R558_question8_itemDirections_5c9d2259dff4b4.26787399_0_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4471"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R564_question04_q04itemDirections_5c9d225adaca53.72529344_1_0"	"PISA_ron-MDA_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4375"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_1_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"1431"	"."	"LEI."	"R466_stimulus_line5_5c3f627ee1d5f1.69413474_0_0"	"PISA_ron-MDA_REA_R466-WorkRight_en21_MS2022.xlf"
"4978"	"Click on the NEXT arrow to read the webpage."	"Dați clic pe săgeata ÎNAINTE pentru a citi pagina de internet."	"q0a-body_q0a-p3_5c9d225b68bf31.21236283_0"	"PISA_ron-MDA_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4598"	"Click on a choice to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele de răspuns.&lt;/i&gt;"	"R565_question_itemDirections_5c9d225b006c81.28991002_1_0"	"PISA_ron-MDA_REA_R565-SittingDisease_en21_MS2022.xlf"
"361"	"S"	"D"	"R219_stimulus_stimulus_10_5c3f62712e9323.12497986_0"	"PISA_ron-MDA_REA_R219-Employment_en21_MS2022.xlf"
"3609"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Dați clic pe variantele din tabel pentru a răspunde la întrebare.&lt;/i&gt;"	"R558_question2_itemDirections_5c9d2259d6cf69.19154311_1_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3642"	"Click on a search result to answer the question.&lt;/i&gt;"	"Dați clic pe unul dintre rezultatele căutării pentru a răspunde la întrebare.&lt;/i&gt;"	"R558_question7_itemDirections_5c9d2259de3d30.86993518_1_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4658"	"Newspaper Article"	"Articol"	"R566_Stimulus03_stimulus3_4_5c9d225b1dda78.84246250_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4628"	"Click on a choice to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele de răspuns.&lt;/i&gt;"	"R565_question8_itemDirections_5c9d225b080195.44434060_1_0"	"PISA_ron-MDA_REA_R565-SittingDisease_en21_MS2022.xlf"
"5531"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R570_question08_q08itemDirections_5c9d225bf00637.46983770_1_0"	"PISA_ron-MDA_REA_R570-TheFavour_en21_MS2022.xlf"
"3599"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Citiți informația de mai jos."	"question00b_1_itemDirections00_5c9d2259d0a923.54695152_0_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3999"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R561_question01_q01itemDirections_5c9d225a515840.43883744_1_0"	"PISA_ron-MDA_REA_R561-OlympicFlag_en21_MS2022.xlf"
"2744"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele de răspuns din tabel pentru a răspunde la întrebare."	"R549_question08_q08itemDirections_5c9d219f5152d7.03553824_1_0"	"PISA_ron-MDA_REA_R549-MessageInABottle_en21_MS2022.xlf"
"4766"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R566_question04_q04itemDirections_5c9d225b2cb4d1.11527511_1_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2337"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele de răspuns din tabel pentru a răspunde la întrebare."	"R545_question03_Q03itemDirections_5c9d219edb2657.97091233_1_0"	"PISA_ron-MDA_REA_R545-MachuPicchu_en21_MS2022.xlf"
"4349"	"Refer to the different webpages of the website on the right."	"Raportați-Vă la diferitele pagini de internet din dreapta."	"R563_question04_q04itemDirections_5c9d225aacdf88.57641426_0_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"1739"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele de răspuns din tabel pentru a răspunde la întrebare."	"Q07_question_Q07itemDirections_5c9d219e3bd283.68280238_1_0"	"PISA_ron-MDA_REA_R541-Plastic_en21_MS2022.xlf"
"4010"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R561_question03_q03itemDirections_5c9d225a55d7e2.08697913_1_0"	"PISA_ron-MDA_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3631"	"Click on a choice to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele de răspuns.&lt;/i&gt;"	"R558_question5_itemDirections_5c9d2259db4ee2.88569696_1_0"	"PISA_ron-MDA_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"2758"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele de răspuns din tabel pentru a răspunde la întrebare."	"R549_question09_q09itemDirections_5c9d219f52dd35.44656995_1_0"	"PISA_ron-MDA_REA_R549-MessageInABottle_en21_MS2022.xlf"
"3857"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R560_question06_q06itemDirections_5c9d225a2dfd60.74432509_1_0"	"PISA_ron-MDA_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4350"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R563_question04_q04itemDirections_5c9d225aacdf88.57641426_1_0"	"PISA_ron-MDA_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4431"	"Click on the NEXT arrow to read the brochure."	"Dați clic pe săgeata ÎNAINTE pentru a citi pliantul."	"q00body_q00p3_5c9d225ad634e6.58888224_0"	"PISA_ron-MDA_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"5006"	"Click on the choices in the table to answer the question."	"Dați clic pe variantele din tabel pentru a răspunde la întrebare."	"R567_question11_q11itemDirections_5c9d225b6e1bf5.70371706_1_0"	"PISA_ron-MDA_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"1045"	"1"	"tariul 1"	"R432_question_tr1th3_5c3f627a7be691.28517395_2_0"	"PISA_ron-MDA_REA_R432-AboutABook_en21_MS2022.xlf"
"4734"	"Click on the NEXT arrow to read the website."	"Dați clic pe săgeata ÎNAINTE pentru a citi pagina de internet."	"q00b-body_q00b-p2_5c9d225b254bc8.65241268_0"	"PISA_ron-MDA_REA_R566-SkelligRocks_en21_MS2022.xlf"
"1430"	"20"	"200"	"R466_stimulus_q3key_5c3f627ee1d484.08268826_0"	"PISA_ron-MDA_REA_R466-WorkRight_en21_MS2022.xlf"
"3749"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R559_question05_q05itemDirections_5c9d225a0e2ce7.46367068_1_0"	"PISA_ron-MDA_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"2044"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Pentru a răspunde, dați clic pe una dintre variante și apoi redactați o explicație.&lt;/i&gt;"	"R543_question11_itemDirections_5c9d219e7bf886.70940930_1_0"	"PISA_ron-MDA_REA_R543-Nobel_en21_MS2022.xlf"
"3716"	"Click on a choice to answer the question."	"Dați clic pe o variantă pentru a răspunde la întrebare."	"R559_question01_q01itemDirections_5c9d225a094583.08629248_1_0"	"PISA_ron-MDA_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"790"	"courageously"	"dovedind un curaj deosebit"	"R220_question_question3_7_5c3f62730486a6.92572754_0"	"PISA_ron-MDA_REA_R220-SouthPole_en21_MS2022.xlf"
"358"	"T"	"J"	"R219_stimulus_stimulus_7_5c3f62712e8ef4.98703390_0"	"PISA_ron-MDA_REA_R219-Employment_en21_MS2022.xlf"
"3511"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Pentru a răspunde la întrebare, dați clic pe una dintre variantele din tabel."	"R556_question10_itemDirections_5c9d21a02dd603.46615228_1_0"	"PISA_ron-MDA_REA_R556-Microlending_en21_MS2022.xlf"
