"Segment"	"en-ZZ"	"ja-JP"	"ID"	"File"
"3553"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA128_question3_q3itemDirections_5c9d214b34d864.30750173_1_0"	"PISA_jpn-JPN_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"5172"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"q1CMA138_question_q1itemDirections_5c9d2164836508.25884822_1_0"	"PISA_jpn-JPN_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"6540"	"Click on the choices in the table to answer the question."	"下の表の中&lt;br/&gt;から、次の問いの答えをクリックしてください"	"q1MA160_question_q1itemDirections_5c9d21377c33e0.63336318_2_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"6504"	"A survey was sent to all students at a university in Zedland at the end of the academic year with the following question:"	"ゼットランド国のある大学の学生全員に、年度末に下の質問が書かれた&lt;br/&gt;アンケートが送られました。"	"q00body_q0p2_5c9d213777a436.20235046_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"6710"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを使って、&lt;br/&gt;下の問いに答えてください。"	"q1MA161_question_q1itemDirections_5c9d2137a0db16.80720504_1_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"6772"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q2MA161_question_q2itemDirections_5c9d2137a35226.15708627_2_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2283"	"To run more tests, change the setting on the slider and click on the “Run” button again."	"別のシミュレーションを実行するには、スライダーで設定を変更し、「実行」ボタンをもう一度クリック&lt;br/&gt;してください。"	"menu_1_aMenu_part1_li2_5c9d2136c72db3.86861617_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"5126"	"Click on one or more boxes to answer the question."	"下の問いの答えの中&lt;/br&gt;から正しいものをすべてクリックしてください。"	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_jpn-JPN_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"6265"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックし、その理由を入力してください。"	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_jpn-JPN_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1706"	"Side view"	"側面から見た図"	"MA101_question3_bottomPuzLabel_5c9d21361dc999.21576333_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"3687"	"Once the cells in the calculator have been updated, click on the “Calculate” button again."	"ペンキ計算ツールのセルが更新されたら、「計算」&lt;br/&gt;ボタンをもう一度クリックしてください。"	"question00_1_q0li6_5c9d21370830a5.25906408_0"	"PISA_jpn-JPN_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"6847"	"Select a column in the area for the Mean, and then click the “Run” button."	"平均値エリアで列を一つ選び、「実行」ボタンを&lt;br/&gt;クリックしてください。"	"js_translation_stepwarning3_5c9d2137a98274.46868369_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"5082"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"xxCMA137_question_q1itemDirections_5c9d21646f0047.88877228_1_0"	"PISA_jpn-JPN_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3061"	"Using the number keys, type your answer to the question."	"下の問いの答えを&lt;br/&gt;半角の数字で入力してください。"	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3540"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA128_question2_q2itemDirections_5c9d214b330089.68340793_1_0"	"PISA_jpn-JPN_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"6242"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"q1MA154_question_q1itemDirections_5c9d21655bcda0.49975962_1_0"	"PISA_jpn-JPN_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"5421"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"MA143_question03_q3itemDirections_5c9d2164bfa911.33589323_1_0"	"PISA_jpn-JPN_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"6785"	"Select from the drop-down menus to answer the question."	"下の問いの答えをプルダウン&lt;br/&gt;メニューから選んでください。"	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4497"	"Price for a One-way Ticket (zeds)"	"片道料金（ゼッド）"	"q04body_t2r2c4_5c9d214ba5f0f0.60517196_0"	"PISA_jpn-JPN_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"5750"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA147q3_question_q3itemDirections_5c9d21650a0484.20685545_1_0"	"PISA_jpn-JPN_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"4926"	"Use drag and drop to answer the question."	"ドラッグ＆ドロップを使って、下の問いに答えて&lt;br/&gt;ください。"	"CMA135_question3_q3itemDirections_5c9d216451d087.67360697_0"	"PISA_jpn-JPN_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"5010"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"MA136_question02_q2itemDirections_5c9d216461f9f0.70778441_1_0"	"PISA_jpn-JPN_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3967"	"Using the number keys, type your answers to the question."	"下の問いの答えを半角の&lt;/br&gt;数字で入力してください。"	"Q1MA122_question_Q1ItmDirP1Id_5c9d214b6b01e6.44403601_1_0"	"PISA_jpn-JPN_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2602"	"To perform more than 6 calculations, you must delete rows from the table."	"7回以上計算&lt;br/&gt;したい場合は、表からデータのある行を削除してください。"	"menu_1_aMenu_part1_p2_5c9d2136e91548.61810962_1_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"5216"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"CMA139_question_q1itemDirections_5c9d2164903766.73853823_1_0"	"PISA_jpn-JPN_MAT_MA139-TabletCover_en21_MS2022.xlf"
"2382"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"Q2M110_question_Q2itemDirections_5c9d214a4ad912.55794775_1_0"	"PISA_jpn-JPN_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"2768"	"Click on the choices in the table to answer the question."	"下の表の中から、次の&lt;br/&gt;問いの答えをクリックしてください。"	"Q02MA113_question_Q02itemDirections_5c9d214a6c39e7.02495684_1_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"2465"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"Q2M111_question_Q2itemDirections_5c9d214a59d864.67731521_1_0"	"PISA_jpn-JPN_MAT_MA111-HealthApp_en21_MS2022.xlf"
"1157"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを　一つクリックしてください。"	"Q1M948_question_Q1itemDirections_5c9d20c9b0fe38.09897033_1_0"	"PISA_jpn-JPN_MAT_M948-PartTimeWork_en21_MS2022.xlf"
"2622"	"Age"	"年齢（才）"	"MA113S02_stimulus_tr2td3_5c9d214a6622b3.32961817_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"6294"	"Click on a choice to answer the question."	"下の問いの答えを一つクリック&lt;br/&gt;してください。"	"q2MA156_question_q2itemDirections_5c9d21656a4d34.03623252_1_0"	"PISA_jpn-JPN_MAT_MA156-Points_en21_MS2022.xlf"
"3194"	"Click on one or more boxes to answer the question."	"下の問いの答えの中&lt;br/&gt;から、正しいものをすべてクリックしてください。"	"MA120_question3_itemDirectionsQ03_5c9d214ae4ac85.25797889_1_0"	"PISA_jpn-JPN_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2971"	"Using the number keys, type your answer to the question."	"&lt;br/&gt;下の問いの答えを半角の数字で入力してください。"	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"6188"	"In this simulation, you will explore relationships between two types of gears."	"このシミュレーションでは、二種類の歯車の関係を&lt;br/&gt;調べることができます。"	"menu_1_menu_p1_5c9d21374af0f6.51163056_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"6932"	"In this unit you will be using a spreadsheet to answer questions related to the following situation:"	"この大問では、表計算ソフトを使って、下の状況に関する問いに答えて&lt;br/&gt;ください。"	"q00body_q0p1_5c9d2137cd68d2.99084632_0"	"PISA_jpn-JPN_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"6193"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu_1_MA153menu_OL1Li3_5c9d21374af646.16259269_1_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"2018"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"M105_question1_itemDirections1_5c9d21366f6b84.81010375_1_0"	"PISA_jpn-JPN_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"5228"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"xxCMA139_question_q2itemDirections_5c9d2164919bd5.42007175_1_0"	"PISA_jpn-JPN_MAT_MA139-TabletCover_en21_MS2022.xlf"
"2597"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu_1_aMenu_part1_li1_5c9d2136e91162.86562481_1_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"6539"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを&lt;br/&gt;使って、下の問いに答えてください。"	"q1MA160_question_q1itemDirections_5c9d21377c33e0.63336318_1_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4135"	"Click on the “Run” button to see the salinity of the mixture."	"「実行」ボタンをクリックすると、混合水の塩分の"	"menu_1_MA128menu_OL1Li3_5c9d213730bac5.31243888_0_0"	"PISA_jpn-JPN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"6986"	"Question"	"問い"	"q2MA161_question_q2tr1th1_5c9d2137d31a65.20583341_0"	"PISA_jpn-JPN_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5398"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"MA143_question01_q1itemDirections_5c9d2164bd09f7.43448559_1_0"	"PISA_jpn-JPN_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"6828"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1680"	"Front view"	"正面から&lt;br/&gt;見た図"	"MA112_question1_tr0td3_5c9d21361a7fb0.09843308_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"3084"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"MA117_question05_Q05itemDirections_5c9d214ab30ed9.20769936_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"6971"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q1MA162_question_q1itemDirections_5c9d2137d16d37.11041740_2_0"	"PISA_jpn-JPN_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5015"	"Explain your answer."	"理由を説明してください。"	"MA136_question02_q2p4_5c9d21646200b3.63337441_0"	"PISA_jpn-JPN_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"6833"	"Explain your answer."	"説明してください。"	"q4MA161_question_q4p3_5c9d2137a773e0.50446317_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2770"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"下の表のそれぞれの文章について、「&lt;b&gt;正&lt;/b&gt;」または「&lt;b&gt;誤&lt;/b&gt;」のどちらかをクリックしてください。&lt;br /&gt;"	"Q02MA113_question_Q02P2_5c9d214a6c3ca7.40682286_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"2278"	"In this simulation, you will be able to explore how the angle of projection affects the horizontal and the vertical distance travelled by the water in a fountain."	"このシミュレーションでは、噴き出す角度によって、飛ぶ距離と高さがどのような影響を受けるかを確認できます。"	"menu_1_aMenu_part1_p1_5c9d2136c728a6.99409324_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"2282"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu_1_aMenu_part1_li1_5c9d2136c72c97.00740803_1_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"3614"	"Explain your answer."	"理由を説明してください。"	"Q3MA124_question_MA124Q03P3_5c9d214b42a550.23637236_0"	"PISA_jpn-JPN_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"5638"	"Click on a choice to answer the question."	"下の問いの答えを一つクリック&lt;br/&gt;してください。"	"MA146q2_question_q2itemDirections_5c9d2164ecdb44.24311045_1_0"	"PISA_jpn-JPN_MAT_MA146-Fuel_en21_MS2022.xlf"
"4873"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"Q3MA134_question_Q3ItmDirP1Id_5c9d2164359530.23831900_1_0"	"PISA_jpn-JPN_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"5324"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q4CMA141_question_q4itemDirections_5c9d2164a9ca08.40004442_1_0"	"PISA_jpn-JPN_MAT_MA141-WaterBill_en21_MS2022.xlf"
"2529"	"To run this simulation, follow these steps:"	"この代謝計算ツールの使い方を、以下の手順で確認して&lt;br/&gt;ください。"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"3854"	"Select from the drop-down menus to answer the question."	"下の問いの答えを&lt;br/&gt;プルダウンメニューから選んでください。"	"MA126_question02_itemDirectionsQ02_5c9d214b523a06.61578434_1_0"	"PISA_jpn-JPN_MAT_MA126-Robot_en21_MS2022.xlf"
"4102"	"To run this simulation, follow these steps:"	"このシミュレーションの実行方法を、以下の手順で確認&lt;br/&gt;してください。"	"MA128_questionS3_q3p1_2_5c9d21372c05c8.86619113_0"	"PISA_jpn-JPN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"6391"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q1MA158_question_q1itemDirections_5c9d21657b6927.43068957_1_0"	"PISA_jpn-JPN_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2960"	"Click on a choice to answer the question."	"&lt;br/&gt;下の問いの答えを一つクリックしてください。"	"MA116_question1_itemDirections1_5c9d214a99d4f5.42965308_1_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"6202"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu2_1_MA153menu_OL1Li2_5c9d21374c5080.78255276_1_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"4136"	"The information will display in the table."	"情報が表に示されます。"	"menu_1_MA128menu_OL1Li3_5c9d213730bac5.31243888_1_0"	"PISA_jpn-JPN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"4560"	"Using the number keys, type your answers to the question."	"下の問いの答えを半角の数字で&lt;br/&gt;入力してください。"	"Q1MA131_question_Q1ItmDirP1Id_5c9d214bb46039.90032313_1_0"	"PISA_jpn-JPN_MAT_MA132-WaterTemperature_en21_MS2022.xlf"
"3180"	"Click on one or more boxes to answer the question."	"下の問いの答えの中&lt;br/&gt;から、正しいものをすべてクリックしてください。"	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_jpn-JPN_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2057"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"下の表にあるそれぞれの文章について、「&lt;b&gt;正&lt;/b&gt;」または「&lt;b&gt;誤&lt;/b&gt;」のどちらかをクリックしてください。&lt;br /&gt;"	"M105_question4_q4p1_5c9d213673d014.22578819_1_0"	"PISA_jpn-JPN_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"3992"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"Q3MA127_question_Q3ItmDirP1Id_5c9d214b6d48a5.08882176_1_0"	"PISA_jpn-JPN_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"3477"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA121_question03_Q03itemDirections_5c9d214b07d797.77931049_1_0"	"PISA_jpn-JPN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"5762"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA147q4_question_q4itemDirections_5c9d21650b66f4.19975110_1_0"	"PISA_jpn-JPN_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"2598"	"To edit the value in a cell, click anywhere in the cell, delete it, then type in a new value."	"セルの中の値を編集するには、そのセルの中を&lt;br/&gt;クリックして値を削除し、新しい値を入力して&lt;br/&gt;ください。"	"menu_1_aMenu_part1_li2_5c9d2136e912a9.52248706_0_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"3609"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"Q3MA124_question_Q3itemDirections_5c9d214b429d74.89418777_1_0"	"PISA_jpn-JPN_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"3109"	"Click on a choice to answer the question."	"下の&lt;br/&gt;問いの答えを一つクリックしてください。"	"MA119_question1_itemDirections1_5c9d214ad702a0.84429473_1_0"	"PISA_jpn-JPN_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"6869"	"Click on the icon again to &lt;b&gt;sort&lt;/b&gt; the column in &lt;u&gt;descending&lt;/u&gt; (high to low) order."	"&lt;u&gt;降順&lt;/u&gt;（多いものから少ないもの）に&lt;b&gt;並べ替える&lt;/b&gt;には、アイコンをもう一度&lt;br/&gt;クリックしてください。"	"menu_1_menu_OL1Li1_5c9d2137ac2f48.28821005_1_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"5944"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つ&lt;br/&gt;クリックし、その理由を入力してください。"	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_jpn-JPN_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2219"	"Using the number keys, type your answer to the question."	"下の問いの答えを半角の数字で入力&lt;br/&gt;してください。"	"MA108q01_question_q01itemDirections_5c9d2136c0c0c4.55457410_2_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"6334"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q2MA157_question_q2itemDirections_5c9d216572eb83.90804733_1_0"	"PISA_jpn-JPN_MAT_MA157-Tyres_en21_MS2022.xlf"
"2428"	"Isabella uses a Health App that calculates the approximate distance, in kilometres, that she walks per day based on the number of steps she takes."	"いずみさんは、1日に歩いた歩数から1日に歩いたおよその距離（キロ&lt;br/&gt;メートル）を算出する健康アプリを使っています。"	"M111_stimuluS03Body_M111S03P1_5c9d214a573358.63228587_0"	"PISA_jpn-JPN_MAT_MA111-HealthApp_en21_MS2022.xlf"
"6402"	"Click on the choices in the table to answer the question."	"下の表の中から、次の問いの&lt;br/&gt;答えをクリックしてください。"	"q2MA158_question_q2itemDirections_5c9d21657cb1d1.11526137_1_0"	"PISA_jpn-JPN_MAT_MA158-EyeColour_en21_MS2022.xlf"
"6416"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_jpn-JPN_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3120"	"Using the number keys, type your answer to the question."	"下の&lt;br/&gt;問いの答えを半角の数字で入力してください。"	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_jpn-JPN_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"2677"	"84+"	"85～"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3980"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックし、その理由を入力してください。"	"Q2MA122_question_Q2ItmDirP1Id_5c9d214b6c1d02.17010694_1_0"	"PISA_jpn-JPN_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"5903"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックし、その理由を入力してください。"	"q3MA149_question_q3itemDirections_5c9d21652d7289.76917872_1_0"	"PISA_jpn-JPN_MAT_MA149-FloorArea_en21_MS2022.xlf"
"6288"	"Explain your answer."	"理由を説明してください。"	"q1MA156_question_q1p2_5c9d2165693a19.29184719_0"	"PISA_jpn-JPN_MAT_MA156-Points_en21_MS2022.xlf"
"6254"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"q2MA154_question_q2itemDirections_5c9d21655d41c9.81604829_1_0"	"PISA_jpn-JPN_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2963"	"18"	"18人"	"MA116_question1_lable11_5c9d214a99da13.48493622_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"5724"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA147q1_question_q1itemDirections_5c9d2165076508.53769328_1_0"	"PISA_jpn-JPN_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"466"	"&lt;i&gt;Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを半角の数字で入力してください。"	"Q1M464_question_Q1itemDirections_50c7a54364ad14.86217716_0"	"PISA_jpn-JPN_MAT_M464-Fence_en15_MS2022.xlf"
"5649"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"MA146q3_question_q3itemDirections_5c9d2164ee45c4.14040171_1_0"	"PISA_jpn-JPN_MAT_MA146-Fuel_en21_MS2022.xlf"
"5735"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA147q2_question_q2itemDirections_5c9d216508ba43.16937301_1_0"	"PISA_jpn-JPN_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"2029"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"M105_question2_itemDirections2_5c9d213670c276.70082210_1_0"	"PISA_jpn-JPN_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"4346"	"Use drag and drop to answer the question."	"ドラッグ＆&lt;br/&gt;ドロップを使って、下の問いに答えてください。"	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_jpn-JPN_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3516"	"Use drag and drop to answer the question."	"ドラッグ＆ドロップを使って、下の問いに答えてください。"	"MA128_question1_q1itemDirections_5c9d214b319101.94990115_1_0"	"PISA_jpn-JPN_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"2600"	"Once the cells in the calculator have been updated, click on the “Calculate” button again."	"代謝計算ツールのセルが更新されたら、「計算」&lt;br/&gt;ボタンをもう一度クリックしてください。"	"menu_1_aMenu_part1_li3_5c9d2136e913d5.19961649_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"5183"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"q2CMA138_question_q2itemDirections_5c9d21648472a1.52007146_1_0"	"PISA_jpn-JPN_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"5346"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA142_questionq1_q1itemDirections_5c9d2164b33733.31465748_1_0"	"PISA_jpn-JPN_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
