"Segment"	"en-ZZ"	"zh-CN"	"ID"	"File"
"1734"	"4 stars"	"4 颗星"	"question0a_1_Q00tr3td1_5c9d214b004166.24269106_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"使用数字键输入你在本题的答案。"	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_zho-CHN_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1633"	"2 stars"	"2 颗星"	"Page02_stimulus_S02tr5td1_5c9d214af011e0.10936163_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"使用数字键输入你在本题的答案。"	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_zho-CHN_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"1709"	"1 star"	"1 颗星"	"Page03_stimulus_S03T2tr6td1_5c9d214af215f3.41082922_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3162"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt; 总计 &lt;/b&gt;"	"MA134_stimulus3_stimulus03_45_5c9d21642f31d1.99013301_0"	"PISA_zho-CHN_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"使用数字键输入你在本题的答案。"	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_zho-CHN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1482"	"Using the number keys, type your answer to the question."	"使用数字键输入你在本题的答案。"	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_zho-CHN_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"1621"	"5 stars"	"5 颗星"	"Page02_stimulus_S02tr2td1_5c9d214af00428.31642796_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1700"	"4 stars"	"4 颗星"	"Page03_stimulus_S03T2tr3td1_5c9d214af206e0.37166178_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"5278"	"Mean"	"平均值"	"MA162_stimulus_mean_5c9d2137cb4195.00622914_0"	"PISA_zho-CHN_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3174"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt; 总计 &lt;/b&gt;"	"MA134_stimulus3_stimulus03_57_5c9d21642f4bf9.88936552_0"	"PISA_zho-CHN_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1637"	"1 star"	"1 颗星"	"Page02_stimulus_S02tr6td1_5c9d214af016c3.72029338_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"就每项陈述点击&lt;b&gt;正确&lt;/b&gt;或&lt;b&gt;不正确&lt;/b&gt;。"	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_zho-CHN_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1697"	"5 stars"	"5 颗星"	"Page03_stimulus_S03T2tr2td1_5c9d214af20227.41283365_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3914"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"就每项陈述点击&lt;b&gt;正确&lt;/b&gt;或&lt;b&gt;不正确&lt;/b&gt;。"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_1_0"	"PISA_zho-CHN_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4850"	"Mean"	"平均值"	"MA160_stimulus_mean_5c9d213774cbc9.97013701_0"	"PISA_zho-CHN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1755"	"1 star"	"1 颗星"	"question0a_1_Q00tr6td1_5c9d214b005e11.38011221_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1574"	"4 stars"	"4 颗星"	"Page01_stimulus_S01tr3td1_5c9d214aee4992.95288658_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1677"	"1 star"	"1 颗星"	"Page03_stimulus_S03tr6td1_5c9d214af1e2f6.66428084_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1629"	"3 stars"	"3 颗星"	"Page02_stimulus_S02tr4td1_5c9d214af00d37.39182151_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1581"	"3 stars"	"3 颗星"	"Page01_stimulus_S01tr4td1_5c9d214aee5420.10289396_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"5019"	"Mean"	"平均值"	"MA161_stimulus_mean_5c9d213799a198.65253612_0"	"PISA_zho-CHN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1595"	"1 star"	"1 颗星"	"Page01_stimulus_S01tr6td1_5c9d214aee6699.36998340_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1588"	"2 stars"	"2 颗星"	"Page01_stimulus_S01tr5td1_5c9d214aee5d63.99362511_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1567"	"5 stars"	"5 颗星"	"Page01_stimulus_S01tr2td1_5c9d214aee4117.90212647_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1782"	"Using the number keys, type your answer to the question."	"使用数字键输入你在本题的答案。"	"MA118_question01_q01itemDirections_5c9d214b02b426.25463544_1_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"5075"	"Statement"	"问题"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_zho-CHN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1672"	"2 stars"	"2 颗星"	"Page03_stimulus_S03tr5td1_5c9d214af1dc84.36748181_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"按照下列步骤使用计算器："	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_zho-CHN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"956"	"To run this simulation, follow these steps:"	"按照下列步骤使用计算器："	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_zho-CHN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"1625"	"4 stars"	"4 颗星"	"Page02_stimulus_S02tr3td1_5c9d214af008a2.51968565_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_zho-CHN_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"点击两个方框来回答本题。"	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_zho-CHN_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1662"	"4 stars"	"4 颗星"	"Page03_stimulus_S03tr3td1_5c9d214af1d048.93352395_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1748"	"2 stars"	"2 颗星"	"question0a_1_Q00tr5td1_5c9d214b005434.43072378_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"使用数字键填写你在本题的答案。"	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_zho-CHN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1706"	"2 stars"	"2 颗星"	"Page03_stimulus_S03T2tr5td1_5c9d214af210c7.86669503_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"使用数字键输入你在本题的答案。"	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_zho-CHN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"1667"	"3 stars"	"3 颗星"	"Page03_stimulus_S03tr4td1_5c9d214af1d647.73277759_0"	"PISA_zho-CHN_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
