"Segment"	"en-ZZ"	"ru-RU"	"ID"	"File"
"2523"	"&lt;i&gt;Click on the choices in the table to answer the question below.&lt;/i&gt;"	"&lt;i&gt;Для ответа на вопрос отметьте в таблице нужные варианты ответа.&lt;/i&gt;"	"S638_question4_itemDirections4_51804fe1883094.05290088_0"	"PISA_rus-RUS_SCI_S638-OilSpills_en15_MS2022.xlf"
"2867"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"Прочитайте введение. Затем нажмите на стрелку ДАЛЕЕ."	"S648_Q0_itemDirections0_517407af694fe9.03906983_0"	"PISA_rus-RUS_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2920"	"Explain your answer."	"Объясните ваш ответ."	"S648_question4_q4p2_517407af762523.27161688_0"	"PISA_rus-RUS_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2451"	"Low"	"Низкая"	"stimulus2_1_stimulus2_36_51940bae4fb421.47656771_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2371"	"increase"	"увеличивается"	"question5_1_o5_1_51940bae44b359.11003691_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"247"	"Melting point"	"Температура плавления"	"S413_question3_q3t2tr2td1_50f47903b98cc6.25076158_0"	"PISA_rus-RUS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2372"	"decrease"	"уменьшается"	"question5_1_o5_2_51940bae44b5e8.31917190_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2776"	"To delete any row of data, click on the delete button next to that row."	"Чтобы удалить любую строку с данными, нажмите кнопку Удалить, расположенную рядом с этой строкой."	"menu_1_menuP4_51940c10331dd6.82051249_0"	"PISA_rus-RUS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2777"	"To select a row of data to answer a question, click anywhere on that row. The row(s) you select will be marked with a star."	"Чтобы выбрать строку с данными для ответа на вопрос, нажмите в любом месте этой строки. Выбранная вами строка (строки) будет помечена звездочкой."	"menu_1_menuP5_51940c10332141.68408868_0"	"PISA_rus-RUS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"111"	"&lt;b&gt;Wild Oat Grass&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ДИКИЙ ОВЁС&lt;/b&gt;&lt;br /&gt; вопрос"	"S408_question3_itemTitle_3_50f478cfdb29d5.45602024_0"	"PISA_rus-RUS_SCI_S408-WildOatGrass_en15_MS2022.xlf"
"2339"	"select"	"Выберите"	"question3_1_o3_0_51940bae4043d8.73867895_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2245"	"Medium"	"Средняя"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1523"	"Medium"	"Средний"	"js_translation_slopeMedium_5193d356223111.88387023_0"	"PISA_rus-RUS_SCI_S615-Tsunami_en15_MS2022.xlf"
"2943"	"Earth"	"Земля"	"S648_stimulus1_le2_517407af7db406.82055732_0"	"PISA_rus-RUS_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2458"	"High"	"Высокая"	"stimulus2_1_stimulus2_46_51940bae4fd1e3.66045354_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"854"	"&lt;b&gt;Extinction of the Dinosaurs&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ВЫМИРАНИЕ ДИНОЗАВРОВ&lt;/b&gt;&lt;br /&gt; вопрос"	"S527_question3_itemTitle3_50f478c382eb97.76299131_0"	"PISA_rus-RUS_SCI_S527-ExtinctionOfTheDinosaurs_en15_MS2022.xlf"
"1357"	"Birds leave nests"	"Птицы покидают гнёзда"	"S607_stimulus1_sl14_517407135d1832.09141585_0"	"PISA_rus-RUS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"236"	"Melting point"	"Температура плавления"	"S413_question3_q3t1tr2td1_50f47903b95bc9.30572032_0"	"PISA_rus-RUS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2820"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Выполните симуляцию для получения данных на основании приведённой ниже информации. Для ответа на вопрос отметьте нужный вариант ответа, а затем запишите объяснение своего ответа.&lt;/i&gt;"	"question5_1_itemDirections05_51940c103ce917.28673274_0"	"PISA_rus-RUS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2455"	"None"	"Нулевая"	"stimulus2_1_stimulus2_43_51940bae4fc8e8.55900256_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1363"	"Birds and Caterpillars Introduction"	"Птицы и гусеницы: введение"	"S607_stimulus1_attr_alt_attr_stimulus1_3_517407135d4900.63824973_0"	"PISA_rus-RUS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2452"	"Medium"	"Средняя"	"stimulus2_1_stimulus2_37_51940bae4fb717.07805933_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2343"	"select"	"Выберите"	"question3_1_o3b_0_51940bae404d70.24748279_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2457"	"Medium"	"Средняя"	"stimulus2_1_stimulus2_45_51940bae4fcf21.03581858_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2942"	"Venus"	"Венера"	"S648_stimulus1_le1_517407af7daf63.70073035_0"	"PISA_rus-RUS_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1364"	"Birds and Caterpillars Introduction"	"Птицы и гусеницы: введение"	"S607_stimulus1_attr_alt_attr_stimulus1_4_517407135d4b29.16028951_0"	"PISA_rus-RUS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"259"	"Melting point"	"Температура плавления"	"S413_question3_q3t3tr2td1_50f47903b9c591.10342866_0"	"PISA_rus-RUS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2244"	"Low"	"Низкая"	"js_translation_low_51940bae34a947.00199980_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2456"	"Low"	"Низкая"	"stimulus2_1_stimulus2_44_51940bae4fcc02.17470008_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"128"	"&lt;b&gt;Wild Oat Grass&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ДИКИЙ ОВЁС&lt;/b&gt;&lt;br /&gt; вопрос"	"S408_question4_itemTitle_4_50f478cfde3666.87261607_0"	"PISA_rus-RUS_SCI_S408-WildOatGrass_en15_MS2022.xlf"
"2340"	"increase"	"увеличится"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2374"	"select"	"Выберите"	"question5_1_o5b_0_51940bae44bb33.45794359_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1347"	"Birds leave nests"	"Птицы покидают гнёзда"	"S607_stimulus1_sl04_517407135cdb41.55545007_0"	"PISA_rus-RUS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"645"	"Bacteria"	"На бактерии"	"S478_question1_question1_3_50f479f6a332b1.72509740_0"	"PISA_rus-RUS_SCI_S478-Antibiotics_en15_MS2022.xlf"
"2361"	"Explain your answer."	"Объясните ваш ответ."	"question4_1_q04sp2_51940bae428ee9.70288990_0"	"PISA_rus-RUS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
