"Segment"	"en-ZZ"	"eu-ES"	"ID"	"File"
"5655"	"Refer to both sources on the right by clicking on each of the tabs."	"Begiratu bi informazio-iturriei eskuinean, fitxetako bakoitzean klik eginez."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_0_0"	"PISA_eus-ESP_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4603"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4632"	"Type your answers to the questions."	"Idatzi galderaren erantzunak."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4585"	"Click on one or more boxes to answer the question."	"Egin klik lauki batean edo gehiagotan, galderari erantzuteko."	"R563_question07_q07itemDirections_56fc786b47b763.06450393_1_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4942"	"Website"	"Webgunea"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_eus-ESP_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5313"	"False"	"Okerra"	"R567_question08_q08tr1th3_56fc7879157fc1.91910008_0"	"PISA_eus-ESP_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5825"	"Playground"	"Jolastokian"	"q5R569_question_question05_4_56fc7879535184.90433446_0"	"PISA_eus-ESP_REA_R569-TheCleanup_en18_MS2022.xlf"
"4457"	"Date"	"Eguna"	"R563-stimulus-communtity_stimulus_culture_sports_10_56fc786b382e91.01452399_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4529"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question03_q03itemDirections_56fc786b410592.73244337_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4668"	"Click on the NEXT arrow to read the brochure."	"Egin klik HURRENGOA gezian, liburuxka irakurtzeko."	"q00body_q00p3_56fc783b5af5d9.50141633_0"	"PISA_eus-ESP_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5270"	"False"	"Okerra"	"R567_question05_q05tr1th3_56fc787910fb30.40248662_0"	"PISA_eus-ESP_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3073"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Egin klik &lt;b&gt;Bai&lt;/b&gt; ala &lt;b&gt;Ez&lt;/b&gt; aukeretan, adierazpen bakoitzaren ondoan."	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_eus-ESP_REA_R552-FestiRock_en18_MS2022.xlf"
"301"	"T"	"O"	"R219_stimulus_stimulus_7_50c7b73d95a3b2.21341426_0"	"PISA_eus-ESP_REA_R219-Employment_en15_MS2022.xlf"
"5073"	"Refer to the Web Search on the right."	"Begiratu interneteko bilaketari, eskuinean."	"R566_question05_q05itemDirections_56fc786b884b06.27057078_0_0"	"PISA_eus-ESP_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2102"	"True"	"Zuzena"	"R545_question03_Q03tr1th2_56fc7821ad9111.87122059_0"	"PISA_eus-ESP_REA_R545-MachuPicchu_en18_MS2022.xlf"
"6171"	"Click &lt;b&gt;YES&lt;/b&gt; if the sentence makes sense."	"Egin klik &lt;b&gt;BAI&lt;/b&gt; aukeran esaldiak zentzua badu."	"q3R590_question_q3p1_56fd23111960a4.54446684_1_0"	"PISA_eus-ESP_REA_R590-Sentences01_en18_MS2022.xlf"
"2799"	"Spring"	"Udaberrian"	"R550_question01_question01_3_56fc785cdd6460.09428460_0"	"PISA_eus-ESP_REA_R550-CliffPalace_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"Egin klik aukera batean eta, ondoren, idatzi azalpen bat, galderari erantzuteko."	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_eus-ESP_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5542"	"True"	"Zuzena"	"R568_question02_q02tr1th2_56fc784aa47db9.34290218_0"	"PISA_eus-ESP_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3014"	"Date:"	"Eguna:"	"pg3_stimulus_pg3p9_56fd79425aaa51.78520711_0"	"PISA_eus-ESP_REA_R552-FestiRock_en18_MS2022.xlf"
"2800"	"Summer"	"Udan"	"R550_question01_question01_4_56fc785cdd69d2.83330291_0"	"PISA_eus-ESP_REA_R550-CliffPalace_en18_MS2022.xlf"
"6172"	"Click &lt;b&gt;NO&lt;/b&gt; if the sentence does not make sense."	"Egin klik &lt;b&gt;EZ&lt;/b&gt; aukeran esaldiak zentzurik ez badu."	"q3R590_question_q3p1_56fd23111960a4.54446684_2_0"	"PISA_eus-ESP_REA_R590-Sentences01_en18_MS2022.xlf"
"3745"	"Home Health Journal"	"&lt;i&gt;Etxeko Osasuna&lt;/i&gt; aldizkaria"	"R558_question09_question09_2_56fc786b14f771.92248344_0"	"PISA_eus-ESP_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5646"	"Click on the NEXT arrow to read the webpage."	"Egin klik HURRENGOA gezian, web-orria irakurtzeko."	"q0a-body_q0a-p2_56fc784ab0c4f8.74675205_0"	"PISA_eus-ESP_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2101"	"Is the statement true or false?"	"Gidaren arabera, adierazpena zuzena edo okerra da?"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_eus-ESP_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1312"	"True"	"Zuzena"	"Q07_question_tr1th2_56fc7820d48a65.56061412_0"	"PISA_eus-ESP_REA_R541-Plastic_en18_MS2022.xlf"
"54"	"&lt;i&gt;Refer to the two-page newspaper article on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Irakurribi orriko egunkari-artikulua, eskuinean. Idatzi galderaren erantzuna.&lt;/i&gt;"	"R102_question_itemDirections_50c7ae6cd4a3f6.49133922_0"	"PISA_eus-ESP_REA_R102-Shirts_en15_MS2022.xlf"
"2103"	"False"	"Okerra"	"R545_question03_Q03tr1th3_56fc7821ad93b8.10756218_0"	"PISA_eus-ESP_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5577"	"Refer to the Web Search on the right."	"Begiratu Interneteko bilaketari, eskuinean."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_0_0"	"PISA_eus-ESP_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5104"	"Click on one or more boxes to answer the question."	"Egin klik lauki batean edo gehiagotan, galderari erantzuteko."	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_eus-ESP_REA_R566-SkelligRocks_en18_MS2022.xlf"
"304"	"S"	"I"	"R219_stimulus_stimulus_10_50c7b73d95af65.15170013_0"	"PISA_eus-ESP_REA_R219-Employment_en15_MS2022.xlf"
"5827"	"Parking Lot"	"Aparkalekuan"	"q5R569_question_question05_6_56fc7879535924.61187469_0"	"PISA_eus-ESP_REA_R569-TheCleanup_en18_MS2022.xlf"
"5942"	"Click on the NEXT arrow to read the story."	"Egin klik HURRENGOA gezian istorioa irakurtzeko."	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_eus-ESP_REA_R570-TheFavour_en18_MS2022.xlf"
"5296"	"Refer to the Web Search on the right."	"Begiratu Interneteko bilaketari, eskuinean."	"R567_question07_q07itemDirections_56fc787913cff0.88321485_0_0"	"PISA_eus-ESP_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4515"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4535"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5022"	"Click on one or more boxes to answer the question."	"Egin klik lauki batean edo gehiagotan, galderari erantzuteko."	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_eus-ESP_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4167"	"True"	"Zuzena"	"R561_question04_q04tr1th2_56fc785d2bc6f9.19184840_0"	"PISA_eus-ESP_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4508"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question01_q01itemDirections_56fc786b3d91e6.22628556_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5786"	"Park"	"Parkea"	"q2R569_question_source2_56fc78794f5ed5.21217846_0"	"PISA_eus-ESP_REA_R569-TheCleanup_en18_MS2022.xlf"
"3717"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Begiratu bi informazio-iturriei eskuinean, fitxetako bakoitzean klik eginda."	"R558_question8_itemDirections_56fc786b1259f5.61081922_0_0"	"PISA_eus-ESP_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5378"	"Click on the NEXT arrow to read the webpage."	"Egin klik HURRENGOA gezian, web-orria irakurtzeko."	"q0a-body_q0a-p3_56fc787919cf45.17795726_0"	"PISA_eus-ESP_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5602"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Egin klik &lt;b&gt;Bai&lt;/b&gt; ala &lt;b&gt;Ez&lt;/b&gt; aukeretan, adierazpen bakoitzaren ondoan."	"R568_question07_q07p1_56fc784aab9828.09212164_1_0"	"PISA_eus-ESP_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5543"	"False"	"Okerra"	"R568_question02_q02tr1th3_56fc784aa48033.97482900_0"	"PISA_eus-ESP_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2615"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Egin klik &lt;b&gt;Bai&lt;/b&gt; ala &lt;b&gt;Ez&lt;/b&gt; aukeretan, adierazpen bakoitzaren ondoan."	"R549_question09_q09p1_56fc786ad74676.94123719_1_0"	"PISA_eus-ESP_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5312"	"True"	"Zuzena"	"R567_question08_q08tr1th2_56fc7879157d44.48840269_0"	"PISA_eus-ESP_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1902"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Begiratu bi informazio iturriei eskuinaldean, fitxetako bakoitzean klik eginda."	"R544_question12_itemDirections_56fc78216b9a04.98619256_0_0"	"PISA_eus-ESP_REA_R544-Tesla_en18_MS2022.xlf"
"1313"	"False"	"Okerra"	"Q07_question_tr1th3_56fc7820d48d81.68230758_0"	"PISA_eus-ESP_REA_R541-Plastic_en18_MS2022.xlf"
"4584"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question07_q07itemDirections_56fc786b47b763.06450393_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4944"	"Website"	"Webgunea"	"R566_Stimulus04_stimulus4_6_56fc786b7611d9.06257189_0"	"PISA_eus-ESP_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5824"	"Benches"	"Eserlekuetan"	"q5R569_question_question05_3_56fc7879534d97.39141400_0"	"PISA_eus-ESP_REA_R569-TheCleanup_en18_MS2022.xlf"
"4551"	"Refer to the different webpages of the website on the right."	"Begiratu webguneak dituen web-orri ezberdinei eskuinean."	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_0_0"	"PISA_eus-ESP_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
