"Segment"	"en-ZZ"	"ar-QA"	"ID"	"File"
"2081"	"Question"	"سؤال"	"R545_question02_Q02itemTitle_56fc7821ac0763.17480802_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1992"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt;ارجع إلى نص &quot; شعلة من العبقرية&quot; على اليسار."	"R544_question6_itemDirections_56fc78217e75b4.12434036_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"4809"	"&lt;i&gt;Read the Introduction."	"اقرأ المقدمة."	"question00a_1_itemDirections00_56fc785d589cb2.39315232_0_0"	"PISA_ara-QAT_REA_R565-SittingDisease_en18_MS2022.xlf"
"4740"	"And it was my privilege to listen.”&lt;/i&gt;"	"وكان لي شرف الاستماع&quot;.&lt;/i&gt;"	"R564_question06_q06p1_56fc783b61dba1.37708657_1_0"	"PISA_ara-QAT_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2726"	"Ancestral Puebloans"	"شعوب باويبلون القديمة"	"R550_hours_hours_l4_56fc785ccf78f4.09670808_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"1973"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question5_itemTitle_56fc78217cbbc6.20934914_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"1911"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question13_itemTitle_56fc7821776a27.18155912_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"4566"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4276"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_1_0"	"PISA_ara-QAT_REA_R562-OpeningNight_en18_MS2022.xlf"
"6171"	"Click &lt;b&gt;YES&lt;/b&gt; if the sentence makes sense."	"اضغط على &lt;b&gt;نعم&lt;/b&gt;  إذا كانت الجملة منطقية."	"q3R590_question_q3p1_56fd23111960a4.54446684_1_0"	"PISA_ara-QAT_REA_R590-Sentences01_en18_MS2022.xlf"
"3970"	"Refer to “The Great Pacific Garbage Patch” on the right."	"ارجع إلى نص:  &quot;رقعة قمامة المحيط الهادي العظمى&quot; على اليسار."	"R560_question05_q05itemDirections_56fc784a7dd823.73528927_0_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1843"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم اضغط على سهم &quot;التالي&quot;. &lt;/i&gt;"	"question0a_1_itemDirections00_56fc782164e353.11298372_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"4603"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1670"	"Question"	"سؤال"	"R543_question2_itemTitle_56fc7821350fe0.69070974_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2643"	"Home"	"الصفحة الرئيسية"	"R550_stimulus01_stimulus1_1_56fc785cc5fc61.08831919_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"5656"	"Click on a choice and type an explanation to answer the question."	"اضغط على أحد الخيارات،  واكتب شرحاً للإجابة عن السؤال."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_1_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5644"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_1_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1914"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;ارجع إلى كلا النصين على اليسار بالضغط على أزرار العناوين،"	"R544_question13_itemDirections_56fc7821777325.89058352_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"1940"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt;ارجع إلى نص &quot; شعلة من العبقرية&quot; على اليسار."	"R544_question_itemDirections_56fc7821795366.48145010_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5100"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question07_q07itemTitle_56fc786b8bd3a3.90216720_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1856"	"Question"	"سؤال"	"R544_question01_itemTitle_56fc7821671942.88342431_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"3617"	"&lt;i&gt;Read the information below."	"&lt;i&gt;أقرأ المعلومات الواردة أدناه ."	"question00b_1_itemDirections00_56fc786b079021.97854133_0_0"	"PISA_ara-QAT_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2009"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question9_itemTitle_56fc7821819bf4.72561782_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"4112"	"Read the information below."	"أقرأ المعلومات الواردة أدناه ."	"q00b-body_q00b-p1_56fc785d264c41.70943658_0_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3931"	"Click on a search result to answer the question."	"اضغط على نتيجة البحث للإجابة عن السؤال."	"R560_question01_q0p1_56fc784a78e849.04466877_1_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1651"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question10_itemTitle_56fc782132ca97.65605159_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"3211"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم اضغط على سهم &quot;التالي&quot;.&lt;/i&gt;"	"question00a_1_itemDirections0a_56fc784a5a26a5.39697544_1_0"	"PISA_ara-QAT_REA_R553-HealthForum_en18_MS2022.xlf"
"1990"	"Question"	"سؤال"	"R544_question6_itemTitle_56fc78217e6ac8.38319240_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5173"	"What is a Smokejumper?"	"ماذا نعني بمظَلّي الإطفاء؟"	"pg1_stimulus_wpTitle-pg1_56fc78790948e6.11608844_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4182"	"Use drag and drop to answer the question."	"استخدم خاصية السحب والإسقاط للإجابة عن السؤال."	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"2117"	"Question"	"سؤال"	"R545_question04_Q04itemTitle_56fc7821af0cd6.64888567_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1758"	"Question"	"سؤال"	"R543_question9_itemTitle_56fc78213f6ac2.65302754_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2000"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question8_itemTitle_56fc78218015a7.34519179_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"517"	"16 hours&lt;br /&gt;of darkness"	"16 ساعة&lt;br /&gt;من الظلام"	"R220_stimulus_label4_50d374bb8725d3.93856029_0"	"PISA_ara-QAT_REA_R220-SouthPole_en15_MS2022.xlf"
"2123"	"Question"	"سؤال"	"R545_question02_Q06itemTitle_56fc7821b05023.45904023_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1559"	"Monday"	"الأحد"	"Q09R542_question_Q09r2c1_56fc7821124854.81457215_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"2249"	"Then click on the Next arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00bbody_question00c_1_56fc782e029172.52657575_1_0"	"PISA_ara-QAT_REA_R547-BookSurvey_en18_MS2022.xlf"
"6159"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_1_0"	"PISA_ara-QAT_REA_R590-Sentences01_en18_MS2022.xlf"
"2615"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"اضغط على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكل عبارة."	"R549_question09_q09p1_56fc786ad74676.94123719_1_0"	"PISA_ara-QAT_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2858"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; كليف بالاس &lt;/b&gt;&lt;br /&gt;"	"R550_question06_q06itemTitle_56fc785ce7b166.46111037_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"5033"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question02_q02itemTitle_56fc786b806841.20006211_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1873"	"Click on a choice to answer the question.&lt;/i&gt;"	"اضغط على أحد الخيارات للإجابة عن السؤال .&lt;/i&gt;"	"R544_question10_itemDirections_56fc7821685510.10412790_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"1885"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question11_itemTitle_56fc782169e8c8.64546643_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5296"	"Refer to the Web Search on the right."	"ارجع إلى نصّ &quot;بحث في شبكة الانترنت&quot; على اليسار."	"R567_question07_q07itemDirections_56fc787913cff0.88321485_0_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"301"	"T"	"أربعاء"	"R219_stimulus_stimulus_7_50d36df9b81c67.70640119_0"	"PISA_ara-QAT_REA_R219-Employment_en15_MS2022.xlf"
"3073"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"اضغط على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكل عبارة."	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_ara-QAT_REA_R552-FestiRock_en18_MS2022.xlf"
"1070"	"£300 or more&lt;br /&gt;"	"بين 3000 فأكثر &lt;br /&gt;"	"R466_stimulus_sect3left_50d37b6932e7e0.52837319_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"1635"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question1_itemTitle_56fc782131aca6.78376814_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1957"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"اضغط  إمّا على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكل عبارة."	"R544_question4_question4_1_56fc78217b0235.67596425_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5636"	"Refer to both sources on the right by clicking on each of the tabs."	"ارجع إلى كلا المصدرين على اليسار بالضغط على أزرار العناوين."	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_0_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1344"	"Click on a choice and then type an explanation to answer the question."	"اضغط على أحد الخيارات ثم اكتب شرحاً للإجابة عن السؤال."	"Q09_question_Q09itemDirections_56fc7820d7dce5.98398486_1_0"	"PISA_ara-QAT_REA_R541-Plastic_en18_MS2022.xlf"
"1952"	"Question"	"سؤال"	"R544_question4_itemTitle_56fc78217af761.60094513_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"4167"	"True"	"صحيحة"	"R561_question04_q04tr1th2_56fc785d2bc6f9.19184840_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5924"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc787974a2a3.06881981_1_0"	"PISA_ara-QAT_REA_R570-TheFavour_en18_MS2022.xlf"
"586"	"16 hours&lt;br /&gt;of darkness"	"16 ساعة&lt;br /&gt;من الظلام"	"R220_stimulus_label4_50d374bb8cfd09.20819160_0"	"PISA_ara-QAT_REA_R220-SouthPole_en15_MS2022.xlf"
"4631"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5649"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_1_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2486"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_1_0"	"PISA_ara-QAT_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2119"	"Refer to “Visit Majestic Machu Picchu” on the right."	"ارجع إلى نصّ &quot; زيارة إلى ماتشو بيتشو العريقة &quot; على اليسار."	"R545_question04_Q04itemDirections_56fc7821af1393.01483290_0_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"3747"	"Explain your answer."	"اشرح اجابتك."	"R558_question09_Q09p6_56fc786b1501c7.47953831_0"	"PISA_ara-QAT_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2391"	"10 zeds"	"10 زداً"	"R547_question10_q10t1r3c3_56fc782e14e8c9.50563319_0"	"PISA_ara-QAT_REA_R547-BookSurvey_en18_MS2022.xlf"
"3217"	"&lt;i&gt;Read the information below."	"&lt;i&gt;اقرأ المعلومات أدناه ."	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_0_0"	"PISA_ara-QAT_REA_R553-HealthForum_en18_MS2022.xlf"
"2139"	"Refer to “Visit Majestic Machu Picchu” on the right."	"ارجع إلى نصّ &quot; زيارة إلى ماتشو بيتشو العريقة &quot; على اليسار."	"R545_question02_Q07itemDirections_56fc7821b1ae23.99363686_0_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1060"	"Town/ City:"	"المدينة :"	"R466_stimulus_line10_50d37b6932ba61.10082709_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"5467"	"Image Credit: NASA"	"حقوق الصورة لوكالة الفضاء الأمريكية &quot;ناسا&quot; NASA"	"page2_stimulus_stimulusTab1_3_56fc784aa14495.49572288_1_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2097"	"Refer to “Visit Majestic Machu Picchu” on the right."	"ارجع إلى نصّ &quot;زيارة إلى ماتشو بيتشو العريقة &quot; على اليسار."	"R545_question03_Q03itemDirections_56fc7821ad84c2.36903751_0_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1937"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question_itemTitle_56fc7821794d07.63380796_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"2098"	"Click on the choices in the table to answer the question."	"اضغط على الخيارات  في الجدول للإجابة عن السؤال."	"R545_question03_Q03itemDirections_56fc7821ad84c2.36903751_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5286"	"Refer to the Web Search on the right."	"ارجع إلى نصّ &quot;بحث في شبكة الانترنت&quot; على اليسار."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_0_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5008"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_1_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5542"	"True"	"صحيحة"	"R568_question02_q02tr1th2_56fc784aa47db9.34290218_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2001"	"Question"	"سؤال"	"R544_question8_itemTitle_56fc78218015a7.34519179_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5939"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00c-body_q00c-itemDirections_56fc787976ba68.37031688_1_0"	"PISA_ara-QAT_REA_R570-TheFavour_en18_MS2022.xlf"
"3618"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم اضغط على سهم &quot;التالي&quot;.&lt;/i&gt;"	"question00b_1_itemDirections00_56fc786b079021.97854133_1_0"	"PISA_ara-QAT_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3778"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00body_q00itemDirections_56fc783b2348f3.80349298_1_0"	"PISA_ara-QAT_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4021"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_1_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5024"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;تذكر اختيار مربع&lt;b&gt; واحد أو أكثر.&lt;/b&gt;&lt;/i&gt;"	"R566_question01_q01p2_56fc786b7f01a9.64276582_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3610"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم اضغط على سهم &quot;التالي&quot;.&lt;/i&gt;"	"question00a_1_itemDirections00_56fc786b06b0d0.94993680_1_0"	"PISA_ara-QAT_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5269"	"True"	"صحيحة"	"R567_question05_q05tr1th2_56fc787910f8b1.79894974_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1562"	"Thursday"	"الأربعاء"	"Q09R542_question_Q09r5c1_56fc7821125b03.05473188_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1054"	"Name:"	"الاسم العائلي :"	"R466_stimulus_s2line7_50d37b69329ed1.08303030_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"5073"	"Refer to the Web Search on the right."	"ارجع إلى بحث في شبكة الإنترنت على اليسار."	"R566_question05_q05itemDirections_56fc786b884b06.27057078_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5374"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q0a-body_q0a-itemDirections_56fc787919c1f3.79340677_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3708"	"Click on a search result to answer the question.&lt;/i&gt;"	"اضغط على أحد نتائج البحث للإجابة عن السؤال.&lt;/i&gt;"	"R558_question7_itemDirections_56fc786b10a3c6.39234435_1_0"	"PISA_ara-QAT_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"585"	"20 hours&lt;br /&gt;of darkness"	"20 ساعة&lt;br /&gt;من الظلام"	"R220_stimulus_label3_50d374bb8cfa22.55557083_0"	"PISA_ara-QAT_REA_R220-SouthPole_en15_MS2022.xlf"
"1735"	"Question"	"سؤال"	"R543_question7_itemTitle_56fc78213d97d8.64382516_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
