"Segment"	"en-ZZ"	"ar-SA"	"ID"	"File"
"4568"	"Introduction"	"المقدمة"	"question00a_1_itemTitle00_5c9d225af0b007.24079190_2_0"	"PISA_ara-SAU_REA_R565-SittingDisease_en21_MS2022.xlf"
"4319"	"Introduction"	"المقدمة"	"q00-body_itemTitle00a_5c9d225aa68d03.58914777_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4425"	"Introduction"	"المقدمة"	"q00body_itemTitle00_5c9d225ad62e88.92537742_2_0"	"PISA_ara-SAU_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4336"	"Question"	"سؤال"	"R563_question02_q02itemTitle_5c9d225aa9aec4.79191238_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5136"	"Question"	"سؤال"	"R568_question04_q04itemTitle_5c9d225b92ec40.79001242_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2198"	"Question"	"سؤال"	"R544_question11_itemTitle_5c9d219ead6ca0.25809814_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"4972"	"Introduction"	"المقدمة"	"q0a-body_itemTitle0a_5c9d225b68b8d2.44788201_2_0"	"PISA_ara-SAU_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3477"	"Question"	"سؤال"	"R556_question5_itemTitle_5c9d21a0260da4.95667232_2_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"4468"	"Question"	"سؤال"	"R564_question04_q04itemTitle_5c9d225adac731.34472094_2_0"	"PISA_ara-SAU_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4763"	"Question"	"سؤال"	"R566_question04_q04itemTitle_5c9d225b2cb1c6.31012022_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"1784"	"Question"	"سؤال"	"Q11_question_Q11itemTitle_5c9d219e41dad1.74451055_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"4752"	"Question"	"سؤال"	"R566_question03_q03itemTitle_5c9d225b2b2c29.15319375_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2507"	"Question"	"سؤال"	"R547_question01_itemTitle_5c9d219f193973.89493623_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"3508"	"Question"	"سؤال"	"R556_question10_itemTitle_5c9d21a02dd2e7.76126970_2_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"5516"	"Question"	"سؤال"	"R570_question06_q06itemTitle_5c9d225bece178.65011277_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"5322"	"Question"	"سؤال"	"q2R569_question_q02itemTitle_5c9d225bc00ca9.71881122_2_0"	"PISA_ara-SAU_REA_R569-TheCleanup_en21_MS2022.xlf"
"2073"	"Question"	"سؤال"	"R543_question5_itemTitle_5c9d219e828249.15130476_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"1939"	"Question"	"سؤال"	"Q09R542_question_Q09itemTitle_5c9d219e5fa3e8.80913686_2_0"	"PISA_ara-SAU_REA_R542-BulletinBoard_en21_MS2022.xlf"
"2700"	"Question"	"سؤال"	"R549_question03_q03itemTitle_5c9d219f49fba3.61182525_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"1736"	"Question"	"سؤال"	"Q07_question_Q07itemTitle_5c9d219e3bcf69.22320944_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"3724"	"Question"	"سؤال"	"R559_question02_q02itemTitle_5c9d225a0a86b2.35282055_2_0"	"PISA_ara-SAU_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"4022"	"Click on the choices in the table to answer the question."	"أنقر على الخيارات الموجودة في الجدول للإجابة عنٍ السؤال."	"R561_question04_q04itemDirections_5c9d225a584ac1.71572491_1_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3305"	"Question"	"سؤال"	"R553_question_q03itemTitle_5c9d219fdd2371.17659891_2_0"	"PISA_ara-SAU_REA_R553-HealthForum_en21_MS2022.xlf"
"1914"	"Question"	"سؤال"	"Q08R542_question_Q08itemTitle_5c9d219e5e33e4.93658510_2_0"	"PISA_ara-SAU_REA_R542-BulletinBoard_en21_MS2022.xlf"
"5107"	"Question"	"سؤال"	"R568_question01_q01itemTitle_5c9d225b8eed30.60947897_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5539"	"Question"	"سؤال"	"R570_question09_q09itemTitle_5c9d225bf18c37.13600149_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"3511"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال.&lt;/i&gt;"	"R556_question10_itemDirections_5c9d21a02dd603.46615228_1_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"2850"	"Cliff Palace"	"قصر المنحدرات"	"R550_hours_hours-h1_5c9d219f6f6fc5.98593179_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"2085"	"Question"	"سؤال"	"R543_question6_itemTitle_5c9d219e8419f5.80198776_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"5311"	"Question"	"سؤال"	"q1R569_question_q01itemTitle_5c9d225bbe7733.42782983_2_0"	"PISA_ara-SAU_REA_R569-TheCleanup_en21_MS2022.xlf"
"2711"	"Question"	"سؤال"	"R549_question04_q04itemTitle_5c9d219f4bad16.62391917_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"3439"	"Question"	"سؤال"	"R556_question1_itemTitle_5c9d21a0206908.22619391_2_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"2940"	"Question"	"سؤال"	"R550_question03_q03itemTitle_5c9d219f7abb85.63196386_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"1850"	"Question"	"سؤال"	"Q01R542_question_Q01itemTitle_5c9d219e569473.95441333_2_0"	"PISA_ara-SAU_REA_R542-BulletinBoard_en21_MS2022.xlf"
"3854"	"Question"	"سؤال"	"R560_question06_q06itemTitle_5c9d225a2dfa60.82662962_2_0"	"PISA_ara-SAU_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4007"	"Question"	"سؤال"	"R561_question03_q03itemTitle_5c9d225a55d4f7.87931125_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"1739"	"Click on the choices in the table to answer the question."	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال."	"Q07_question_Q07itemDirections_5c9d219e3bd283.68280238_1_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"4034"	"Question"	"سؤال"	"R561_question06_q06itemTitle_5c9d225a5d66f1.26148284_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"1742"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"اضغط على &lt;b&gt;صحيحة&lt;/b&gt; أو &lt;b&gt;خاطئة&lt;/b&gt; لكل جملة."	"Q07_question_Q07p2_5c9d219e3bd593.06084435_1_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"2554"	"Question"	"سؤال"	"R547_question9_itemTitle_5c9d219f2115d3.85493711_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"4790"	"Question"	"سؤال"	"R566_question06_q06itemTitle_5c9d225b2fcd29.90721481_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2918"	"Introduction"	"المقدمة"	"q00body_itemTitle00_5c9d219f75d4a2.00996597_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"4328"	"Question"	"سؤال"	"R563_question01_q01itemTitle_5c9d225aa81c58.51955350_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3758"	"Question"	"سؤال"	"R559_question06_q06itemTitle_5c9d225a0fc2c7.39973464_2_0"	"PISA_ara-SAU_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"3169"	"Question"	"سؤال"	"R552_question07_q07itemTitle_5c9d219fb52642.07175454_2_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"5188"	"Question"	"سؤال"	"R568_question10_q10itemTitle_5c9d225b9f0ae9.36441153_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"3865"	"Question"	"سؤال"	"R560_question07_q07itemTitle_5c9d225a2f6a81.70030888_2_0"	"PISA_ara-SAU_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4801"	"Question"	"سؤال"	"R566_question07_q07itemTitle_5c9d225b317280.91876478_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"1606"	"Question"	"سؤال"	"R540Q06Body_Q06itemTitle_5c9d219e237f88.68901525_2_0"	"PISA_ara-SAU_REA_R540-BuildingALegend_en21_MS2022.xlf"
"2315"	"Introduction"	"المقدمة"	"R545_question00_R545itemTitle00_5c9d219ed76d38.57067960_2_0"	"PISA_ara-SAU_REA_R545-MachuPicchu_en21_MS2022.xlf"
"2097"	"Question"	"سؤال"	"R543_question9_itemTitle_5c9d219e878755.33110632_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"5153"	"Question"	"سؤال"	"R568_question06_q06itemTitle_5c9d225b95c444.17915903_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2264"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"أنقر على أحد الخيارات ثم اكتب شرحًا للإجابة عن السؤال.&lt;/i&gt;"	"R544_question6_itemDirections_5c9d219eb685e2.41999055_1_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"4434"	"Question"	"سؤال"	"R564_question01_q01itemTitle_5c9d225ad745b0.91080673_2_0"	"PISA_ara-SAU_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"2012"	"Introduction"	"المقدمة"	"question0a_1_itemTitle00_5c9d219e76fef2.00508979_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"2041"	"Question"	"سؤال"	"R543_question11_itemTitle_5c9d219e7bf4a9.37618764_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"2367"	"Question"	"سؤال"	"R545_question02_Q07itemTitle_5c9d219edfac58.35104721_2_0"	"PISA_ara-SAU_REA_R545-MachuPicchu_en21_MS2022.xlf"
"4347"	"Question"	"سؤال"	"R563_question04_q04itemTitle_5c9d225aacdc84.83074641_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3981"	"Introduction"	"المقدمة"	"q00a-body_itemTitle00a_5c9d225a4e14a9.47718243_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"2950"	"Question"	"سؤال"	"R550_question06_q06itemTitle_5c9d219f8121f4.70517491_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"3488"	"Question"	"سؤال"	"R556_question7_itemTitle_5c9d21a02920d7.88448611_2_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"4149"	"Question"	"سؤال"	"R562_question05_q05itemTitle_5c9d225a8a6ff3.82089404_2_0"	"PISA_ara-SAU_REA_R562-OpeningNight_en21_MS2022.xlf"
"2261"	"Question"	"سؤال"	"R544_question6_itemTitle_5c9d219eb682e9.96232448_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"3109"	"Date:"	"التاريخ:"	"pg3_stimulus_pg3p9_5c9d219fa86542.42115572_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"2540"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال.&lt;/i&gt;"	"R547_question7_itemDirections_5c9d219f1f6623.95886149_1_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"2565"	"Question"	"سؤال"	"R547_question10_itemTitle_5c9d219f2318f0.28796124_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"1752"	"Question"	"سؤال"	"Q05_question_Q05itemTitle_5c9d219e3d5e57.14738007_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"3843"	"Question"	"سؤال"	"R560_question04_q04itemTitle_5c9d225a2b2239.58598278_2_0"	"PISA_ara-SAU_REA_R560-GarbagePatch_en21_MS2022.xlf"
"1595"	"Question"	"سؤال"	"R540Q05Body_Q05itemTitle_5c9d219e225b92.65666673_2_0"	"PISA_ara-SAU_REA_R540-BuildingALegend_en21_MS2022.xlf"
"4595"	"Question"	"سؤال"	"R565_question_itemTitle_5c9d225b006974.84603056_2_0"	"PISA_ara-SAU_REA_R565-SittingDisease_en21_MS2022.xlf"
"1725"	"Question"	"سؤال"	"Q05_question_Q05itemTitle_5c9d219e3a52e4.75319979_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"4614"	"Question"	"سؤال"	"R565_question7_itemTitle_5c9d225b066f75.50197202_2_0"	"PISA_ara-SAU_REA_R565-SittingDisease_en21_MS2022.xlf"
"4576"	"Question"	"سؤال"	"R565_question01_itemTitle_5c9d225af1e9f0.79503331_2_0"	"PISA_ara-SAU_REA_R565-SittingDisease_en21_MS2022.xlf"
"4658"	"Newspaper Article"	"المقالة الصحفية"	"R566_Stimulus03_stimulus3_4_5c9d225b1dda78.84246250_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3835"	"Question"	"سؤال"	"R560_question01_q01itemTitle_5c9d225a275198.72111493_2_0"	"PISA_ara-SAU_REA_R560-GarbagePatch_en21_MS2022.xlf"
"358"	"T"	"الأربعاء"	"R219_stimulus_stimulus_7_5c3f6270df3d14.19269312_0"	"PISA_ara-SAU_REA_R219-Employment_en21_MS2022.xlf"
"1661"	"Introduction"	"المقدمة"	"R541_question_q00itemTitle_5c9d219e333135.43022633_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"1576"	"Question"	"سؤال"	"R540Q03Body_Q03itemTitle_5c9d219e205680.29565194_2_0"	"PISA_ara-SAU_REA_R540-BuildingALegend_en21_MS2022.xlf"
"2755"	"Question"	"سؤال"	"R549_question09_q09itemTitle_5c9d219f52da09.03388417_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"2062"	"Question"	"سؤال"	"R543_question3_itemTitle_5c9d219e7f27e7.45983223_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"1691"	"Question"	"سؤال"	"Q02_question_Q02itemTitle_5c9d219e368887.33668633_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"5125"	"Question"	"سؤال"	"R568_question03_q03itemTitle_5c9d225b919887.88712707_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"3735"	"Question"	"سؤال"	"R559_question03_q03itemTitle_5c9d225a0bc7b3.95457459_2_0"	"PISA_ara-SAU_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"2496"	"Question"	"سؤال"	"R547_question2_itemTitle_5c9d219f17c400.50338077_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"3621"	"Question"	"سؤال"	"R558_question4_itemTitle_5c9d2259d9d675.48806320_2_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4892"	"Question"	"سؤال"	"R567_question03_q03itemTitle_5c9d225b5cfd03.89733289_2_0"	"PISA_ara-SAU_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"2044"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"أنقر على أحد الخيارات ثم اكتب شرحًا للإجابة عن السؤال.&lt;/i&gt;"	"R543_question11_itemDirections_5c9d219e7bf886.70940930_1_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"4142"	"Question"	"سؤال"	"R562_question04_q04itemTitle_5c9d225a88dd96.67672961_2_0"	"PISA_ara-SAU_REA_R562-OpeningNight_en21_MS2022.xlf"
"4660"	"Newspaper Article"	"المقالة الصحفية"	"R566_Stimulus04_stimulus4_4_5c9d225b1ef5a0.12653615_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4027"	"True"	"صحيحة"	"R561_question04_q04tr1th2_5c9d225a5852e6.07952539_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"1587"	"Question"	"سؤال"	"R540Q04Body_Q04itemTitle_5c9d219e214e48.99314524_2_0"	"PISA_ara-SAU_REA_R540-BuildingALegend_en21_MS2022.xlf"
"4625"	"Question"	"سؤال"	"R565_question8_itemTitle_5c9d225b07fe87.66573215_2_0"	"PISA_ara-SAU_REA_R565-SittingDisease_en21_MS2022.xlf"
"4360"	"Question"	"سؤال"	"R563_question05_q05itemTitle_5c9d225aaed036.75609787_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5353"	"Question"	"سؤال"	"q4R569_question_q04itemTitle_5c9d225bc32876.28472341_2_0"	"PISA_ara-SAU_REA_R569-TheCleanup_en21_MS2022.xlf"
"3606"	"Question"	"سؤال"	"R558_question2_itemTitle_5c9d2259d6cc43.31690523_2_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3746"	"Question"	"سؤال"	"R559_question05_q05itemTitle_5c9d225a0e29d5.52573105_2_0"	"PISA_ara-SAU_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"3327"	"Question"	"سؤال"	"R553_question5_q05itemTitle_5c9d219fdff5f7.96598144_2_0"	"PISA_ara-SAU_REA_R553-HealthForum_en21_MS2022.xlf"
"4113"	"Question"	"سؤال"	"R562_question01_q01itemTitle_5c9d225a8482e5.91042572_2_0"	"PISA_ara-SAU_REA_R562-OpeningNight_en21_MS2022.xlf"
"4992"	"Question"	"سؤال"	"R568_question10_q10itemTitle_5c9d225b6c3dc2.82299984_2_0"	"PISA_ara-SAU_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"2051"	"Question"	"سؤال"	"R543_question2_itemTitle_5c9d219e7d6f51.14537013_2_0"	"PISA_ara-SAU_REA_R543-Nobel_en21_MS2022.xlf"
"2220"	"Question"	"سؤال"	"R544_question13_itemTitle_5c9d219eb05203.67843095_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"5144"	"Question"	"سؤال"	"R568_question05_q05itemTitle_5c9d225b943a12.39468524_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4053"	"Question"	"سؤال"	"R561_question08_q08itemTitle_5c9d225a621d47.16864218_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"1773"	"Question"	"سؤال"	"Q10_question_Q10itemTitle_5c9d219e404067.94481199_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"1744"	"True"	"صحيحة"	"Q07_question_tr1th2_5c9d219e3bd888.60190118_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"4924"	"Question"	"سؤال"	"R567_question07_q07itemTitle_5c9d225b62d3d4.85359462_2_0"	"PISA_ara-SAU_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"2518"	"Question"	"سؤال"	"R547_question01_itemTitle_5c9d219f1a9028.62589848_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"2930"	"Question"	"سؤال"	"R550_question02_q02itemTitle_5c9d219f78fec6.55689098_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"2687"	"Introduction"	"المقدمة"	"q00a-body_itemTitle00a_5c9d219f457ea2.35970142_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"3466"	"Question"	"سؤال"	"R556_question4_itemTitle_5c9d21a024a936.73534920_2_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"2490"	"Question"	"سؤال"	"R547_question01_itemTitle_5c9d219f1667c3.98118721_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"3267"	"Introduction"	"المقدمة"	"question00a_1_itemTitle0a_5c9d219fd80577.33642486_2_0"	"PISA_ara-SAU_REA_R553-HealthForum_en21_MS2022.xlf"
"3650"	"Question"	"سؤال"	"R558_question8_itemTitle_5c9d2259dff1a5.50924182_2_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4913"	"Question"	"سؤال"	"R567_question06_q06itemTitle_5c9d225b6154c6.73197937_2_0"	"PISA_ara-SAU_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5493"	"Click on the choices in the table to answer the question."	"أنقر على الخيارات الموجودة في الجدول للإجابة عنٍ السؤال."	"R570_question04_q04itemDirections_5c9d225be9dcc8.06998933_1_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"1702"	"Question"	"سؤال"	"Q03_question_q03itemTitle_5c9d219e37d701.27728379_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"5444"	"Introduction"	"المقدمة"	"q00a-body_itemTitle00a_5c9d225be26e81.01568099_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"2182"	"Introduction"	"المقدمة"	"question0a_1_itemTitle00_5c9d219ea83d08.42497844_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"4745"	"Question"	"سؤال"	"R566_question02_q02itemTitle_5c9d225b29bf67.38619320_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5364"	"Question"	"سؤال"	"q6R569_question_q06itemTitle_5c9d225bc67d63.69767088_2_0"	"PISA_ara-SAU_REA_R569-TheCleanup_en21_MS2022.xlf"
"2476"	"Introduction"	"المقدمة"	"q00abody_itemTitle00_5c9d219f129b68.68142608_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"361"	"S"	"السبت"	"R219_stimulus_stimulus_10_5c3f6270df4115.27687638_0"	"PISA_ara-SAU_REA_R219-Employment_en21_MS2022.xlf"
