"Segment"	"en-ZZ"	"ar-MA"	"ID"	"File"
"5543"	"False"	"خاطئة"	"R568_question02_q02tr1th3_56fc784aa48033.97482900_0"	"PISA_ara-MAR_REA_R568-SpaceDebris_en18_MS2022.xlf"
"488"	"&lt;b&gt;SOUTH POLE - Document 1&lt;/b&gt;"	"&lt;b&gt;القطب الجنوبي - الوثيقة 1&lt;/b&gt;"	"R220_stimulus_title_50c7bfc7a22471.08687246_0"	"PISA_ara-MAR_REA_R220-SouthPole_en15_MS2022.xlf"
"304"	"S"	"الأحد"	"R219_stimulus_stimulus_10_50c7b6f55f0ab9.96017871_0"	"PISA_ara-MAR_REA_R219-Employment_en15_MS2022.xlf"
"2296"	"Type your answer to the question.&lt;/i&gt;"	"اكتب إجابتك على السؤال&lt;/i&gt;"	"R547_question01_itemDirections_56fc782e0a01b6.54291375_1_0"	"PISA_ara-MAR_REA_R547-BookSurvey_en18_MS2022.xlf"
"4482"	"About Us"	"نبذة عنّا."	"R563-stimulus-news_stimulus_news_5_56fc786b3a5726.69858954_0"	"PISA_ara-MAR_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1993"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"انقر على أحد الخيارات ثم اكتب تفسيراً للإجابة على السؤال&lt;/i&gt;"	"R544_question6_itemDirections_56fc78217e75b4.12434036_1_0"	"PISA_ara-MAR_REA_R544-Tesla_en18_MS2022.xlf"
"1842"	"&lt;i&gt;Read the introduction."	"اقرأ المقدمة &lt;i&gt;"	"question0a_1_itemDirections00_56fc782164e353.11298372_0_0"	"PISA_ara-MAR_REA_R544-Tesla_en18_MS2022.xlf"
"2103"	"False"	"خاطئة"	"R545_question03_Q03tr1th3_56fc7821ad93b8.10756218_0"	"PISA_ara-MAR_REA_R545-MachuPicchu_en18_MS2022.xlf"
"320"	"LOCATION"	"مكانها"	"R219_stimulus_sect4Line2span2_50c7b6f55fa172.09166787_0"	"PISA_ara-MAR_REA_R219-Employment_en15_MS2022.xlf"
"331"	"Then click on the NEXT arrow to view the first question."	"ثم أنقر على السهم الموالي لللإطلاع على السؤال الأول."	"R220_question_introBullet3_50c7bfc78f2574.53120665_0"	"PISA_ara-MAR_REA_R220-SouthPole_en15_MS2022.xlf"
"5022"	"Click on one or more boxes to answer the question."	"انقر على مربع واحد أو اكثر للإجابة على السؤال."	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_ara-MAR_REA_R566-SkelligRocks_en18_MS2022.xlf"
