"Segment"	"en-ZZ"	"ro-MD"	"ID"	"File"
"1782"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"MA118_question01_q01itemDirections_5c9d214b02b426.25463544_1_0"	"PISA_ron-MDA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"4207"	"Explain your answer."	"Oferiți o explicație pentru răspunsul dat."	"q3MA148_question_q3p3_5c9d21651da120.58575580_0"	"PISA_ron-MDA_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4627"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe una dintre variante și apoi redactați o explicație pentru a răspunde la întrebare."	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_ron-MDA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_ron-MDA_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4646"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe una dintre variante și apoi redactați o explicație pentru a răspunde la întrebare."	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_ron-MDA_MAT_MA156-Points_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_ron-MDA_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_ron-MDA_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"3912"	"Click on the choices in the table to answer the question."	"Dați clic pe una dintre variante pentru a răspunde la întrebare."	"q3MA144_question_q3itemDirections_5c9d2164d14836.39405170_1_0"	"PISA_ron-MDA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3194"	"Select"	"Selectați"	"Q1MA134_question_Q01tr2td1SELECT1o0_5c9d2164318406.38896392_0"	"PISA_ron-MDA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4161"	"C"	"°C"	"MA148_stimulus2_stimulus2_2_5c9d216518d1c3.39500236_0"	"PISA_ron-MDA_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4380"	"Click on the choices in the table to answer the question."	"Dați clic pe una dintre variante pentru a răspunde la întrebare."	"q1MA151_question_q1itemDirections_5c9d2165424791.67979223_1_0"	"PISA_ron-MDA_MAT_MA151-MovingOut_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe una dintre variante și apoi redactați o explicație pentru a răspunde la întrebare."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_ron-MDA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3913"	"Are the following statements true or false?"	"Stabiliți dacă următoarele afirmații sunt adevărate sau false."	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_ron-MDA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4238"	"Click on one or more boxes to answer the question."	"Dați clic pe una sau mai multe variante pentru a răspunde la întrebare."	"q1MA149_question_q1itemDirections_5c9d21652ae393.23843683_1_0"	"PISA_ron-MDA_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ Nu uitați să alegeți &lt;b&gt;una sau mai multe&lt;/b&gt; casete."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_ron-MDA_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"Explicați-Vă răspunsul și folosiți valori numerice care să justifice explicația Dumneavoastră."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_ron-MDA_MAT_MA146-Fuel_en21_MS2022.xlf"
"3914"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Dați clic pe &lt;b&gt;Adevărat&lt;/b&gt; sau &lt;b&gt;Fals&lt;/b&gt; pentru fiecare afirmație."	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_1_0"	"PISA_ron-MDA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_ron-MDA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3460"	"Select"	"Selectați"	"q2CMA137_question_q1A0_5c9d216470a101.61255510_0"	"PISA_ron-MDA_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Pentru a folosi calculatorul, urmează acești pași:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_ron-MDA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4202"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe una dintre variante și apoi redactați o explicație pentru a răspunde la întrebare."	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_ron-MDA_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4312"	"Explain your answer."	"Oferiți o explicație pentru răspunsul dat."	"q3MA150_question_q3p4_5c9d21653a0672.84676440_0"	"PISA_ron-MDA_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"4904"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Dați clic fie pe &lt;b&gt;Da&lt;/b&gt;, fie pe &lt;b&gt;Nu&lt;/b&gt; pentru fiecare afirmație."	"q1MA160_question_q1p1_5c9d21377c3598.13096072_1_0"	"PISA_ron-MDA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"Dați clic pe una sau mai multe variante pentru a răspunde la întrebare."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_ron-MDA_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_ron-MDA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3721"	"Type your answer to the question."	"Redactați un răspuns:"	"MA142_questionq2_q2itemDirections_5c9d2164b45da3.19087883_1_0"	"PISA_ron-MDA_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"1545"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ Nu uitați să alegeți &lt;b&gt;una sau mai multe&lt;/b&gt; casete."	"MA120_question2_Q02p3_5c9d214ae38a80.91484290_0"	"PISA_ron-MDA_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"Dați clic pe două variante pentru a răspunde la întrebare."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_ron-MDA_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_ron-MDA_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Dați clic pe &lt;b&gt;Adevărat&lt;/b&gt; sau &lt;b&gt;Fals&lt;/b&gt; pentru fiecare afirmație."	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_ron-MDA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe una dintre variante și apoi redactați o explicație pentru a răspunde la întrebare."	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_ron-MDA_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"Dați clic pe una sau mai multe variante pentru a răspunde la întrebare."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_ron-MDA_MAT_MA114-Honey_en21_MS2022.xlf"
"3182"	"Select from the drop-down menus to answer the question."	"Selectați din meniul derulant pentru a răspunde la întrebare."	"Q1MA134_question_Q1ItmDirP1Id_5c9d2164317095.77316110_1_0"	"PISA_ron-MDA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3475"	"Select"	"Selectați"	"q2CMA137_question_q1D0_5c9d216470c463.55070529_0"	"PISA_ron-MDA_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"956"	"To run this simulation, follow these steps:"	"Pentru a folosi calculatorul, urmați acești pași:"	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_ron-MDA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4011"	"Click on a choice and then type an explanation to answer the question."	"Dați clic pe una dintre variante și apoi redactați o explicație pentru a răspunde la întrebare."	"MA146q3_question_q3itemDirections_5c9d2164ee45c4.14040171_1_0"	"PISA_ron-MDA_MAT_MA146-Fuel_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"Folosiți tastele numerice pentru a redacta răspunsurile."	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_ron-MDA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"5075"	"Statement"	"Întrebare"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_ron-MDA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Amintiți-Vă să selectați &lt;b&gt;una sau mai multe&lt;/b&gt; căsuțe."	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_ron-MDA_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1482"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_ron-MDA_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"Folosiți tastele numerice pentru a Vă redacta răspunsul."	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_ron-MDA_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3377"	"Explain your answer."	"Oferiți o explicație pentru răspunsul dat."	"MA136_question02_q2p4_5c9d21646200b3.63337441_0"	"PISA_ron-MDA_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3206"	"Select"	"Selectați"	"Q1MA134_question_Q01tr4td1SELECT1o0_5c9d2164319403.08217963_0"	"PISA_ron-MDA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4159"	"C"	"°C"	"MA148_stimulus2_stimulus2_1_5c9d216518d045.04859359_0"	"PISA_ron-MDA_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"3188"	"Select"	"Selectați"	"Q1MA134_question_Q01tr1td1SELECT1o0_5c9d2164317ac7.89754540_0"	"PISA_ron-MDA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
