"Segment"	"en-ZZ"	"es-CO"	"ID"	"File"
"1816"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;El sonido en los hábitats marinos &lt;/b&gt;&lt;br /&gt; Pregunta"	"S626_question3_itemTitle_3_51484257f14358.64460797_0"	"PISA_esp-COL_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2248"	"1000"	"1.000"	"js_translation_data_1000_517c866cc0cee2.92771253_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2521"	"&lt;b&gt;Oil Spills&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Derrrames de petróleo&lt;/b&gt;&lt;br /&gt; Pregunta"	"S638_question4_itemTitle4_51658351727875.73038211_0"	"PISA_esp-COL_SCI_S638-OilSpills_en15_MS2022.xlf"
"1803"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;El sonido en los hábitats marinos &lt;/b&gt;&lt;br /&gt; Pregunta"	"S626_question2_itemTitle_2_51484257ed0b68.78002511_0"	"PISA_esp-COL_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"3010"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Especies invasoras&lt;/b&gt;&lt;br /&gt; Pregunta"	"S657_question4_itemTitleqS4_51543fc913f809.27524802_0"	"PISA_esp-COL_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"1541"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt; Lee la introducción. Después, haz clic en la flecha SIGUIENTE.&lt;/i&gt;"	"question0_1_itemDirections00_517c866c1493e8.49871839_0"	"PISA_esp-COL_SCI_S615-Tsunami_en15_MS2022.xlf"
"2448"	"Level of Fishing"	"Volumen de pesca"	"stimulus2_1_stimulus2_31_517c866cd9b708.15243827_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"637"	"Dairytown"	"San Carlos"	"S466_stimulus2_label5_50ed2446e43939.97129051_0"	"PISA_esp-COL_SCI_S466-ForestFires_en15_MS2022.xlf"
"737"	"No"	"NO"	"S498_question3_question3_2_50ec5d6f7d5383.40012955_0"	"PISA_esp-COL_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2341"	"decrease"	"disminuirá"	"question3_1_o3_2_517c866cca7289.26782965_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2471"	"S638 Oil Spills Introduction"	"S638 Derrames de petróleo Introducción"	"S638_question1_unknownID_516583516d0248.56044753_0"	"PISA_esp-COL_SCI_S638-OilSpills_en15_MS2022.xlf"
"2375"	"increase"	"aumenta"	"question5_1_o5b_1_517c866cce8f65.81474457_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1523"	"Medium"	"Moderada"	"js_translation_slopeMedium_517c866c11dfe4.07185303_0"	"PISA_esp-COL_SCI_S615-Tsunami_en15_MS2022.xlf"
"2339"	"select"	"Selecciona"	"question3_1_o3_0_517c866cca6a23.08277732_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1619"	"Medium"	"Moderada"	"sim_1_simSlopeMed_517c866c229f33.08839423_0"	"PISA_esp-COL_SCI_S615-Tsunami_en15_MS2022.xlf"
"2372"	"decrease"	"disminuye"	"question5_1_o5_2_517c866cce87d1.86453744_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"636"	"Earltown"	"San Joaquín"	"S466_stimulus2_label4_50ed2446e436e7.22604029_0"	"PISA_esp-COL_SCI_S466-ForestFires_en15_MS2022.xlf"
"1829"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;El sonido en los hábitats marinos &lt;/b&gt;&lt;br /&gt; Pregunta"	"S626_question4_itemTitle_4_51484258014321.57686303_0"	"PISA_esp-COL_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2943"	"Earth"	"Tierra"	"S648_stimulus1_le2_51543fc7166672.48981646_0"	"PISA_esp-COL_SCI_S648-HabitableZone_en15_MS2022.xlf"
"645"	"Bacteria"	"Las bacterias."	"S478_question1_question1_3_50ed1dd4007b66.35790507_0"	"PISA_esp-COL_SCI_S478-Antibiotics_en15_MS2022.xlf"
"794"	"The provision of assistance to victims of natural disasters"	"Ayudar a las víctimas de los desastres naturales."	"S514_question3_tr4td1_50ed2a3a0970f5.02169015_0"	"PISA_esp-COL_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"2457"	"Medium"	"Medio"	"stimulus2_1_stimulus2_45_517c866cd9fbc7.43288021_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1478"	"&lt;b&gt;Brain-Controlled Robotics&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Róbotica controlada por el cerebro&lt;/b&gt;&lt;br /&gt; Pregunta"	"S610_question4_itemTitle4_51658351118bc9.25073021_0"	"PISA_esp-COL_SCI_S610-Brain-controlledRobotics_en15_MS2022.xlf"
"2456"	"Low"	"Bajo"	"stimulus2_1_stimulus2_44_517c866cd9f842.05399866_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2997"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Especies invasoras&lt;/b&gt;&lt;br /&gt; Pregunta"	"S657_question3_itemTitleqS3_51543fc90f3329.53871036_0"	"PISA_esp-COL_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2820"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Realiza la simulación para obtener datos basándote en la siguiente información. Haz clic en una opción y después escribe una explicación de tu respuesta.&lt;/i&gt;"	"question5_1_itemDirections05_5179d18c7fbf06.16538288_0"	"PISA_esp-COL_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2432"	"2000"	"2.000"	"stimulus2_1_ylabel_2000p_517c866cd978d9.91614839_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"634"	"Greytown"	"San Gregorio"	"S466_stimulus2_label2_50ed2446e43243.18509159_0"	"PISA_esp-COL_SCI_S466-ForestFires_en15_MS2022.xlf"
"925"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Efecto isla de calor urbano&lt;/b&gt;&lt;br /&gt; Pregunta"	"S602_question4_qitemTitle4_5146f1d321d3e6.33512336_0"	"PISA_esp-COL_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"635"	"Belltown"	"Santa Ana"	"S466_stimulus2_label3_50ed2446e434a1.85466675_0"	"PISA_esp-COL_SCI_S466-ForestFires_en15_MS2022.xlf"
"2245"	"Medium"	"Medio"	"js_translation_medium_517c866cc0bb10.48262966_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1845"	"sound in marine habitats"	"el sonido en los hábitats marinos"	"S626_stimulus2_title2_5148425809cb86.44115894_0"	"PISA_esp-COL_SCI_S626-SoundInMarineHabitats_en15_MS2022.xlf"
"2374"	"select"	"Selecciona"	"question5_1_o5b_0_517c866cce8ce4.25365685_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2433"	"1000"	"1.000"	"stimulus2_1_ylabel_1000p_517c866cd97b59.37639306_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2466"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Lee la introducción. Después, haz clic en la flecha SIGUIENTE.&lt;/i&gt;"	"S638_question0_itemDirections0_516e90e7982602.88504439_0"	"PISA_esp-COL_SCI_S638-OilSpills_en15_MS2022.xlf"
"2376"	"decrease"	"disminuye"	"question5_1_o5b_2_517c866cce91e1.21839113_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2370"	"select"	"Selecciona"	"question5_1_o5_0_517c866cce82f5.31457343_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2525"	"Can this question be answered by scientific experiments?"	"¿Puede responderse a esta pregunta por medio de experimentos científicos?"	"S638_question4_Q4_tr1th1_516583517289b0.71320718_0"	"PISA_esp-COL_SCI_S638-OilSpills_en15_MS2022.xlf"
"2867"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Lee la introducción. Después, haz clic en la flecha SIGUIENTE.&lt;/i&gt;"	"S648_Q0_itemDirections0_51543fc6ecc6d6.10259623_0"	"PISA_esp-COL_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2343"	"select"	"Selecciona"	"question3_1_o3b_0_517c866cca7c35.96356868_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2450"	"None"	"Nulo"	"stimulus2_1_stimulus2_35_517c866cd9c221.62218651_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"736"	"Yes"	"SÍ"	"S498_question3_question3_1_50ec5d6f7d4e10.07860715_0"	"PISA_esp-COL_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"2453"	"High"	"Alto"	"stimulus2_1_stimulus2_38_517c866cd9d2d9.65194173_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2345"	"decrease"	"disminuirá"	"question3_1_o3b_2_517c866cca8617.75823500_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2340"	"increase"	"aumentará"	"question3_1_o3_1_517c866cca6dd3.87035140_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"936"	"lower"	"menores"	"S602_question4_S602Q04SELECT32_5146f1d3220c05.59682257_0"	"PISA_esp-COL_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2244"	"Low"	"Bajo"	"js_translation_low_517c866cc0b622.59988102_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2523"	"&lt;i&gt;Click on the choices in the table to answer the question below.&lt;/i&gt;"	"&lt;i&gt;Haz clic en las opciones de la tabla para responder la siguiente pregunta.&lt;/i&gt;"	"S638_question4_itemDirections4_51658351727f06.49231365_0"	"PISA_esp-COL_SCI_S638-OilSpills_en15_MS2022.xlf"
"2452"	"Medium"	"Medio"	"stimulus2_1_stimulus2_37_517c866cd9cda5.35528622_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2344"	"increase"	"aumentará"	"question3_1_o3b_1_517c866cca8149.85234485_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2451"	"Low"	"Bajo"	"stimulus2_1_stimulus2_36_517c866cd9c7a6.07608979_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2779"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Lee la introducción. Después, haz clic en la flecha SIGUIENTE.&lt;/i&gt;"	"question0_1_itemDirections00_5179d18c770887.32162936_0"	"PISA_esp-COL_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2328"	"In this simulation, you will be able to explore how the level of fishing of cod and herring affects the biomass of each type of organism in the bay after a five-year period."	"En esta simulación, podrás explorar cómo afecta los volumenes de pesca de bacalao y arenque la biomasa de cada tipo de organismo de la bahía tras un periodo de cinco años."	"question2_1_P21_517c866cc892f7.27640294_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2246"	"High"	"Alto"	"js_translation_high_517c866cc0c011.23722423_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2455"	"None"	"Nulo"	"stimulus2_1_stimulus2_43_517c866cd9f405.42115461_0"	"PISA_esp-COL_SCI_S635-SaveTheFish_en15_MS2022.xlf"
