"Segment"	"en-ZZ"	"lv-LV"	"ID"	"File"
"4701"	"Motorcycle"	"Motocikla"	"q2MA157_question_question02_6_5c9d216572f4d8.24396304_0"	"PISA_lav-LVA_MAT_MA157-Tyres_en21_MS2022.xlf"
"4742"	"Blue"	"zilas"	"MA158_stimulus_r8c1_5c9d216579c3a2.49879905_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Noklikšķini uz &lt;b&gt;Pareizi&lt;/b&gt; vai &lt;b&gt;Nepareizi&lt;/b&gt; katram apgalvojuma."	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_lav-LVA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1878"	"Use drag and drop to answer the question."	"Lai atbildētu uz jautājumu, izmanto vilkšanai peli."	"MA128_question1_q1itemDirections_5c9d214b319101.94990115_1_0"	"PISA_lav-LVA_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"3488"	"Click on one or more boxes to answer the question."	"Lai atbildētu uz jautājumu, noklikšķini uz diviem lodziņiem."	"q3CMA137_question_q3itemDirections_5c9d2164739181.43159279_1_0"	"PISA_lav-LVA_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1782"	"Using the number keys, type your answer to the question."	"Uzraksti atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA118_question01_q01itemDirections_5c9d214b02b426.25463544_1_0"	"PISA_lav-LVA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1542"	"Click on one or more boxes to answer the question."	"Lai atbildētu uz jautājumu, noklikšķini uz viena vai vairākiem lodziņiem."	"MA120_question2_itemDirectionsQ02_5c9d214ae38626.91172438_1_0"	"PISA_lav-LVA_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"4730"	"Green"	"zaļas"	"MA158_stimulus_r6c1_5c9d216579ad58.31152885_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"Uzraksti savu atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_lav-LVA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"Uzraksti savu atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_lav-LVA_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"5278"	"Mean"	"Vidējā vērtība"	"MA162_stimulus_mean_5c9d2137cb4195.00622914_0"	"PISA_lav-LVA_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3981"	"Litres"	"Litri"	"MA146_stimulus3_liters_5c9d2164e9e439.48235083_0"	"PISA_lav-LVA_MAT_MA146-Fuel_en21_MS2022.xlf"
"1556"	"Click on one or more boxes to answer the question."	"Lai atbildētu uz jautājumu, noklikšķini uz viena vai vairākiem lodziņiem."	"MA120_question3_itemDirectionsQ03_5c9d214ae4ac85.25797889_1_0"	"PISA_lav-LVA_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Atceries, ka jāizvēlas &lt;b&gt;viens vai vairāki&lt;/b&gt; lodziņi."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_lav-LVA_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"Uzraksti atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_lav-LVA_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"Uzraksti atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_lav-LVA_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4422"	"Click on the choices in the table to answer the question."	"Noklikšķini uz atbilžu variantiem tabulā, lai atbildētu uz jautājumu."	"q1MA152_question_q1itemDirections_5c9d21654f6b95.79333200_1_0"	"PISA_lav-LVA_MAT_MA152-TheBetterDeal_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"Uzraksti savu atbildi uz jautājumu, izmantojot ciparu taustiņus."	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_lav-LVA_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1132"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"Noklikšķini uz &lt;b&gt;Pareizi&lt;/b&gt; vai &lt;b&gt;Nepareizi&lt;/b&gt; katram apgalvojumam tabulā."	"Q02MA113_question_Q02P2_5c9d214a6c3ca7.40682286_0"	"PISA_lav-LVA_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4726"	"Brown"	"brūnas"	"MA158_stimulus_r5c3_5c9d216579a5e7.61106475_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4720"	"Brown"	"brūnas"	"MA158_stimulus_r4c3_5c9d2165799c41.79743676_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2708"	"Use drag and drop to answer the question."	"Lai atbildētu uz jautājumu, izmanto vilkšanai peli."	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_lav-LVA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4712"	"Brown"	"brūnas"	"MA158_stimulus_r3c1_5c9d21657990b0.19726778_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"845"	"23 September"	"23. septembrī"	"Q3M111_question_question3_2_5c9d214a5b1fc7.48412502_0"	"PISA_lav-LVA_MAT_MA111-HealthApp_en21_MS2022.xlf"
"4380"	"Click on the choices in the table to answer the question."	"Noklikšķini uz atbilžu variantiem tabulā, lai atbildētu uz jautājumu."	"q1MA151_question_q1itemDirections_5c9d2165424791.67979223_1_0"	"PISA_lav-LVA_MAT_MA151-MovingOut_en21_MS2022.xlf"
"4724"	"Blue"	"zilas"	"MA158_stimulus_r5c1_5c9d216579a347.91485258_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4699"	"Car"	"Vieglās automašīnas"	"q2MA157_question_question02_4_5c9d216572f050.52985827_0"	"PISA_lav-LVA_MAT_MA157-Tyres_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"Lai atbildētu uz jautājumu, noklikšķini uz viena vai vairākiem lodziņiem."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_lav-LVA_MAT_MA114-Honey_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"Uzraksti savu atbildi uz jautājumu, izmantojot ciparu taustiņus."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_lav-LVA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"5147"	"Select from the drop-down menus to answer the question."	"Atbildi uz jautājumu, izvēloties atbildi no nolaižamajām izvēlnēm."	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_lav-LVA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4875"	"Click on the &lt;img src=&quot;image/sorted.png&quot; id=&quot;q0bimg1&quot;/&gt; symbol in Column B, C or D to sort that column in descending order."	"Noklikšķini uz &lt;img src=&quot;image/sorted.png&quot; id=&quot;q0bimg1&quot;/&gt; simbola ailēs B, C vai D, lai kārtotu datus augošā (no zemas vērtības uz augstāku) secībā."	"q0bMA160_question_q0bli1a_5c9d2137791810.33645584_0"	"PISA_lav-LVA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1039"	"84+"	"85+"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_lav-LVA_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4238"	"Click on one or more boxes to answer the question."	"Lai atbildētu uz jautājumu, noklikšķini uz vienu vai vairākiem lodziņiem."	"q1MA149_question_q1itemDirections_5c9d21652ae393.23843683_1_0"	"PISA_lav-LVA_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"Uzraksti atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_lav-LVA_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"3174"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt; Kopējais skaits &lt;/b&gt;"	"MA134_stimulus3_stimulus03_57_5c9d21642f4bf9.88936552_0"	"PISA_lav-LVA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4738"	"Blue"	"zilas"	"MA158_stimulus_r7c3_5c9d216579bb38.95837165_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4714"	"Brown"	"brūnas"	"MA158_stimulus_r3c3_5c9d2165799318.22927863_0"	"PISA_lav-LVA_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4850"	"Mean"	"Vidējā vērtība"	"MA160_stimulus_mean_5c9d213774cbc9.97013701_0"	"PISA_lav-LVA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4918"	"Select from the drop-down menus to answer the question."	"Atbildi uz jautājumu, izvēloties atbildi no nolaižamajām izvēlnēm."	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_lav-LVA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"Uzraksti atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_lav-LVA_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"4700"	"Construction Vehicle"	"Celtniecības mašīnas"	"q2MA157_question_question02_5_5c9d216572f2a6.82105559_0"	"PISA_lav-LVA_MAT_MA157-Tyres_en21_MS2022.xlf"
"844"	"22 September"	"22. septembrī"	"Q3M111_question_question3_1_5c9d214a5b1db1.69101916_0"	"PISA_lav-LVA_MAT_MA111-HealthApp_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_lav-LVA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Lai izmantotu kalkulatoru, rīkojies šādi:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_lav-LVA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4702"	"Truck"	"Pikapa"	"q2MA157_question_question02_7_5c9d216572f717.86101949_0"	"PISA_lav-LVA_MAT_MA157-Tyres_en21_MS2022.xlf"
"3913"	"Are the following statements true or false?"	"Vai dotie apgalvojumi ir pareizi vai nepareizi?"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_lav-LVA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"817"	"Using the number keys, type your answer to the question."	"Uzraksti atbildi uz jautājumu, izmantojot ciparu taustiņus."	"Q1M111_question_Q1itemDirections_5c9d214a58a5d3.97129528_1_0"	"PISA_lav-LVA_MAT_MA111-HealthApp_en21_MS2022.xlf"
"3288"	"Use drag and drop to answer the question."	"Lai atbildētu uz jautājumu, vilkšanai izmanto peli."	"CMA135_question3_q3itemDirections_5c9d216451d087.67360697_0"	"PISA_lav-LVA_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"Uzraksti savu atbildi uz jautājumu, izmantojot ciparu taustiņus."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_lav-LVA_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
